,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
6,Hyundai_Merchant_Marine,Transportation,2023,Q1,0.41555895621598826,0.7629886779292936,-0.279973699605494,-0.04489735059529765,-0.0324793607723306,0.03131414121310738,-0.11473262623023639,-0.0821639390105775,0.025464693564606122,-0.019588837587135144,-0.047774151913988504,011200
