,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
31,Hyundai_Merchant_Marine,Transportation,2016,Q4,-0.19995273569364813,0.15723700368399507,0.12125633560033167,0.10718637137692666,-0.3684042105440153,-0.5068321714907218,0.5610969619400186,0.06322564121717289,-0.26394830182112505,0.6068571907782705,-0.16524015328821692,011200
