,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
10,Hyundai_Merchant_Marine,Transportation,2022,Q1,-0.10740227819989778,-0.15956080718517662,-0.2133905160856,-0.22635392288065992,0.008755256330701622,-0.1589419876046663,-1.1184490133328024,0.02151684003757004,0.05052088482227535,-0.5132838607647767,0.15310384206688857,011200
