,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
9,Hyundai_Merchant_Marine,Transportation,2022,Q2,-0.02034386319543713,0.07092902278674917,0.09525422807787864,-0.11699318295947814,-0.03241799716006932,0.15310384206688857,-0.5369597819757443,-0.1570497727928324,-0.056406157392271616,-0.426153261614034,-0.00011480033107350018,011200
