,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
12,Hyundai_Merchant_Marine,Transportation,2021,Q3,-0.3850897233219446,-0.6430260647335981,-0.2234177919628435,-0.1255362787472425,0.005476323639075353,0.49337530977370025,31.798597098335005,-0.20196276983466666,0.004451763113248353,-0.9611405952696759,-0.1481930935513998,011200
