,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
28,Hyundai_Merchant_Marine,Transportation,2017,Q3,-0.023398589073842402,0.697114023951418,-0.040159432128672456,-0.0059895774876495,0.02319685091328083,-0.04670601439182739,-0.10497939494197372,0.005105966645264193,0.0086970615544395,-0.20876681457749569,-0.07971888407449633,011200
