,name,sector,year,quarter,매출액변화율,영업이익변화율,비유동자산변화율,Code
22,Hyundai_Merchant_Marine,Transportation,2019,Q1,0.0897770715387658,-0.5007587047825497,-0.8983384135748713,011200
