,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
19,Hyundai_Merchant_Marine,Transportation,2019,Q4,0.06978841346095588,0.28023279673189205,0.03610883299342316,0.03536956535542124,0.031108914840126567,-0.05128696394949542,-0.23759500045788617,0.005708678905123721,-0.32869040199808097,0.08827904344509918,-0.09777209499314346,011200
