,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
30,Hyundai_Merchant_Marine,Transportation,2017,Q1,-0.03294458503254494,0.3018549009893776,-0.34402351957143007,0.27995328795818875,0.24226926247779113,-0.16524015328821692,2.5287462382120167,0.2013704579992288,0.041609209661305435,1.682402440794431,0.12975960126039898,011200
