video_id,published_at,view_count
Ni6dh3tXnv0,2020-08-13T08:22:35Z,1033
nm-a0fobb98,2020-08-13T08:21:39Z,1166
woPslgX-AsE,2020-08-13T07:48:58Z,1975
aiLatJfS5jM,2020-08-13T07:20:10Z,2245
qzLJadUPRF0,2020-08-13T06:21:40Z,2860
_pTowqbSSfM,2020-08-13T06:16:15Z,4178
8RogGwPNUKg,2020-08-13T06:12:37Z,1408
7bp_52-g8D0,2020-08-13T04:57:09Z,1181
vWIRxtTFxjw,2020-08-13T03:05:09Z,13237
2WdmZHeEiJY,2020-08-13T01:22:09Z,13026
_yItmDezBZ0,2020-08-12T23:14:19Z,1910
CLOwf3lXyqQ,2020-08-12T23:14:40Z,1709
PZ2o7JCj2r0,2020-08-12T06:59:35Z,5650
z202IjeeA-w,2020-08-12T06:34:14Z,3962
wZbXlCEg2Vw,2020-08-12T06:29:44Z,3626
TY4i0zkzlEA,2020-08-12T05:14:13Z,3793
_K2Ag3-7vvo,2020-08-12T05:12:06Z,2070
tIAcDtZcrlg,2020-08-12T05:09:08Z,2703
ic2vCv9BH0Q,2020-08-12T05:05:27Z,2159
IQxCyQ_8M7k,2020-08-12T04:58:19Z,3089
Db0zWjEZUoU,2020-08-12T04:51:26Z,2527
1OubSv2mN3M,2020-08-12T01:39:34Z,3131
bUTQ7LuHKKI,2020-08-11T07:47:10Z,2152
Ol3rtGCP7Cw,2020-08-11T07:03:45Z,3371
cjSwiRJlUkQ,2020-08-11T06:54:01Z,5879
1Tm9UjcGorU,2020-08-11T05:18:03Z,6645
hilIbZpaY2A,2020-08-11T05:17:37Z,3930
qiDQklLWpB0,2020-08-11T05:14:52Z,1815
Ull9DI-RuzM,2020-08-11T05:14:05Z,1553
3mXmHiE8N6Q,2020-08-11T05:10:33Z,1803
UCi4uHrwLSM,2020-08-11T05:11:08Z,1114
H7jKTQznKt4,2020-08-11T01:20:41Z,2047
3TitR1epxGA,2020-08-10T07:45:40Z,1140
pwKWzrpcnz4,2020-08-10T06:50:02Z,4462
XbaQNW1e-IY,2020-08-10T06:41:12Z,4474
bXrxES4GfJ0,2020-08-10T06:38:40Z,9240
Hm8n4yMci3o,2020-08-10T06:37:56Z,6250
3HR27POGXXY,2020-08-10T05:23:43Z,1968
h-csbNCrdqM,2020-08-10T05:24:58Z,1442
E-cEunZrKJY,2020-08-10T05:25:07Z,4086
A-EjiGgiDak,2020-08-10T04:57:11Z,2345
dawmR9VmVC8,2020-08-10T01:42:43Z,1279
6sT4Cfs7Nxg,2020-08-10T01:38:24Z,2795
yhYnWyTLkWw,2020-08-09T23:58:48Z,1539
rKlu4k1Z-sU,2020-08-08T08:45:14Z,782259
U_EqvkWhDWg,2020-08-08T03:46:07Z,5890
4oxtlLrgfXI,2020-08-08T03:44:54Z,3245
sKLGWWs0ioA,2020-08-08T03:35:03Z,5393
QMoChmsLPqg,2020-08-08T03:34:09Z,1197
qXeUnUrQHkY,2020-08-08T03:32:09Z,1740
hliHg2KwHCk,2020-08-07T09:03:15Z,1384
3PF0jYUVQgs,2020-08-07T07:01:23Z,1075
74kGRB_bKwI,2020-08-07T06:59:31Z,7425
IozrPTTp6Fk,2020-08-07T06:37:07Z,2117
FQLpI2FaKGk,2020-08-07T06:29:43Z,15166
y5tJHCue800,2020-08-07T06:28:46Z,4225
WHtnZTi8CUY,2020-08-07T06:25:53Z,6373
x9bu2U82yVw,2020-08-07T05:19:36Z,2707
G6apLL4kRFQ,2020-08-07T05:18:29Z,3022
EJhJqz5i8eg,2020-08-07T04:52:24Z,2794
ydxFbWzGClc,2020-08-07T01:34:08Z,3534
WDC-Oy_lGMo,2020-08-07T01:33:11Z,1166
qpJw9hnm9oM,2020-08-06T23:12:07Z,1294
