Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2018,Q1,BS,유동자산,2018.03.31 현재,"14,639,973,000,000"
2018,Q1,BS,비유동자산,2018.03.31 현재,"23,812,279,000,000"
2018,Q1,BS,자산총계,2018.03.31 현재,"38,452,252,000,000"
2018,Q1,BS,유동부채,2018.03.31 현재,"8,535,018,000,000"
2018,Q1,BS,비유동부채,2018.03.31 현재,"6,908,391,000,000"
2018,Q1,BS,부채총계,2018.03.31 현재,"15,443,409,000,000"
2018,Q1,BS,이익잉여금,2018.03.31 현재,"19,324,863,000,000"
2018,Q1,BS,자본총계,2018.03.31 현재,"23,008,843,000,000"
2018,Q1,IS,매출액,2018.01.01 ~ 2018.03.31,7161352000000
2018,Q1,IS,영업이익,2018.01.01 ~ 2018.03.31,15385000000
2018,Q1,IS,법인세차감전 순이익,2018.01.01 ~ 2018.03.31,288602000000
2018,Q1,IS,당기순이익,2018.01.01 ~ 2018.03.31,268527000000
2018,Q1,IS,당기순이익(손실),2018.01.01 ~ 2018.03.31,268527000000
2018,Q2,BS,유동자산,2018.06.30 현재,"13,882,667,000,000"
2018,Q2,BS,비유동자산,2018.06.30 현재,"24,034,462,000,000"
2018,Q2,BS,자산총계,2018.06.30 현재,"37,917,129,000,000"
2018,Q2,BS,유동부채,2018.06.30 현재,"7,765,108,000,000"
2018,Q2,BS,비유동부채,2018.06.30 현재,"7,098,906,000,000"
2018,Q2,BS,부채총계,2018.06.30 현재,"14,864,014,000,000"
2018,Q2,BS,이익잉여금,2018.06.30 현재,"19,421,285,000,000"
2018,Q2,BS,자본총계,2018.06.30 현재,"23,053,115,000,000"
2018,Q2,IS,매출액,2018.01.01 ~ 2018.06.30,8404540000000
2018,Q2,IS,영업이익,2018.01.01 ~ 2018.06.30,234846000000
2018,Q2,IS,법인세차감전 순이익,2018.01.01 ~ 2018.06.30,149341000000
2018,Q2,IS,당기순이익,2018.01.01 ~ 2018.06.30,117236000000
2018,Q2,IS,당기순이익(손실),2018.01.01 ~ 2018.06.30,117236000000
2018,Q3,BS,유동자산,2018.09.30 현재,"12,643,986,000,000"
2018,Q3,BS,비유동자산,2018.09.30 현재,"24,452,700,000,000"
2018,Q3,BS,자산총계,2018.09.30 현재,"37,096,686,000,000"
2018,Q3,BS,유동부채,2018.09.30 현재,"6,840,244,000,000"
2018,Q3,BS,비유동부채,2018.09.30 현재,"7,267,758,000,000"
2018,Q3,BS,부채총계,2018.09.30 현재,"14,108,002,000,000"
2018,Q3,BS,이익잉여금,2018.09.30 현재,"19,351,397,000,000"
2018,Q3,BS,자본총계,2018.09.30 현재,"22,988,684,000,000"
2018,Q3,IS,매출액,2018.01.01 ~ 2018.09.30,7492150000000
2018,Q3,IS,영업이익,2018.01.01 ~ 2018.09.30,-88098000000
2018,Q3,IS,법인세차감전 순이익,2018.01.01 ~ 2018.09.30,-47066000000
2018,Q3,IS,당기순이익,2018.01.01 ~ 2018.09.30,-18814000000
2018,Q3,IS,당기순이익(손실),2018.01.01 ~ 2018.09.30,-18814000000
2018,Q4,BS,유동자산,2018.12.31 현재,"12,990,133,000,000"
2018,Q4,BS,비유동자산,2018.12.31 현재,"24,159,469,000,000"
2018,Q4,BS,자산총계,2018.12.31 현재,"37,149,602,000,000"
2018,Q4,BS,유동부채,2018.12.31 현재,"8,132,675,000,000"
2018,Q4,BS,비유동부채,2018.12.31 현재,"7,019,237,000,000"
2018,Q4,BS,부채총계,2018.12.31 현재,"15,151,912,000,000"
2018,Q4,BS,이익잉여금,2018.12.31 현재,"18,367,594,000,000"
2018,Q4,BS,자본총계,2018.12.31 현재,"21,997,690,000,000"
2018,Q4,IS,매출액,2018.01.01 ~ 2018.12.31,8854147000000
2018,Q4,IS,영업이익,2018.01.01 ~ 2018.12.31,230508000000
2018,Q4,IS,법인세차감전 순이익,2018.01.01 ~ 2018.12.31,65540000000
2018,Q4,IS,당기순이익,2018.01.01 ~ 2018.12.31,33847000000
2018,Q4,IS,당기순이익(손실),2018.01.01 ~ 2018.12.31,33847000000
