code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
50,Kyungbang,유통,2021,Q4,"66,773,086,436","1,147,416,467,386","1,214,189,553,822","163,333,450,206","284,140,919,355","447,474,369,561","782,149,131,208","766,715,184,261",82988874967.0,14615290862.0,10159979942.0,6485118911.0,6485118911.0,"13,707,635,000",
1120,LG_International,유통,2021,Q4,"828,135,648,753","2,190,908,559,169","3,019,044,207,922","752,322,180,694","461,350,589,643","1,213,672,770,337","1,551,313,842,538","1,805,371,437,585",1014663108702.0,15379990946.0,100255143758.0,92223389973.0,92223389973.0,"193,800,000,000",
1740,SK_Networks,유통,2021,Q4,"2,104,246,000,000","3,576,300,000,000","5,680,546,000,000","2,312,733,000,000","1,321,992,000,000","3,634,725,000,000","724,758,000,000","2,045,821,000,000",2093999000000.0,-4961000000.0,4535000000.0,-18066000000.0,-18066000000.0,"648,654,000,000",
4170,Shinsegae,유통,2021,Q4,"481,167,633,180","7,239,862,978,410","7,721,030,611,590","2,037,583,212,804","1,922,546,874,325","3,960,130,087,129","3,184,859,889,382","3,760,900,524,461",479483841847.0,97710624176.0,-11419707502.0,-1718470860.0,-1718470860.0,"49,225,905,000",
7070,GS_Retail,유통,2021,Q4,"955,684,403,335","6,723,245,851,329","7,678,930,254,664","1,569,402,154,384","1,998,255,598,195","3,567,657,752,579","2,893,795,221,644","4,111,272,502,085",2511292161127.0,29837469466.0,43398795546.0,27204351551.0,27204351551.0,"104,717,922,000",
8770,Hotel_Shilla,유통,2021,Q4,"858,662,681,133","1,361,405,025,170","2,220,067,706,303","892,456,390,610","741,038,992,846","1,633,495,383,456","294,490,802,240","586,572,322,847",1020128332009.0,16391009739.0,-34503810247.0,,,"200,000,000,000",
9240,Hanssem,유통,2021,Q4,"342,734,305,860","737,177,719,206","1,079,912,025,066","294,908,923,078","189,068,993,725","483,977,916,803","739,028,326,098","595,934,108,263",447499084770.0,-4399188479.0,2406281392.0,-6600745950.0,-6600745950.0,"23,533,928,000",
23530,Lotte_Shopping,유통,2021,Q4,"3,319,165,876,654","20,907,184,392,438","24,226,350,269,092","5,315,020,099,781","9,155,547,598,662","14,470,567,698,443","8,911,185,540,093","9,755,782,570,649",2089559816438.0,110958181243.0,-387978445002.0,-384305870050.0,-384305870050.0,"141,443,775,000",
28260,Samsung_C&T,유통,2021,Q4,"8,502,681,147,772","35,678,236,562,671","44,180,917,710,443","8,167,723,489,946","7,805,374,113,446","15,973,097,603,392","7,892,263,799,113","28,207,820,107,051",6126490357027.0,145977977225.0,356096784380.0,285767153623.0,285767153623.0,"18,851,450,600",792915114575.0
47050,Daewoo_International,유통,2021,Q4,"5,938,546,200,000","3,205,968,394,000","9,144,514,594,000","4,585,521,958,000","1,416,241,048,000","6,001,763,006,000","1,990,259,639,000","3,142,751,588,000",8286162809000.0,76082275000.0,33635714000.0,9092231000.0,9092231000.0,"616,875,745,000",
69960,Hyundai_Department_Store,유통,2021,Q4,"1,149,085,162,000","5,512,183,211,000","6,661,268,373,000","1,410,762,530,000","1,243,684,912,000","2,654,447,442,000","3,347,706,396,000","4,006,820,931,000",406601333000.0,65637065000.0,57648028000.0,45229414000.0,45229414000.0,"117,012,205,000",
111770,Youngone_Corporation,유통,2021,Q4,"731,285,605,826","1,139,923,168,603","1,871,208,774,429","350,656,161,012","156,215,902,780","506,872,063,792","715,386,220,177","1,364,336,710,637",429576768224.0,42505129530.0,38124301091.0,23600205388.0,23600205388.0,"22,155,734,000",
139480,Emart,유통,2021,Q4,"1,723,566,249,353","17,418,184,590,719","19,141,750,840,072","5,309,578,051,983","4,383,816,831,385","9,693,394,883,368","4,088,402,057,735","9,448,355,956,704",3676957783231.0,42174730250.0,-59640033838.0,-33136453419.0,-33136453419.0,,
