,name,year,quarter,sector,Relative Return,자본총계 변화율,영업이익 변화율,비유동부채 변화율,비유동자산 변화율,국제유가 변화율,총포괄손익 변화율,전체 주주 수 변화율,유동부채 변화율,전체 주식 수 변화율,Label,Code
8,Kyungbang,2022,Q3,경기소비재,-0.06870915080982809,-0.008564438366016836,-0.8787836788425833,-0.10776939830841803,0.0034739046051193156,0.11299650647329962,-0.027787134958468407,-0.0,0.43849069377275984,-0.0,0.019518304796937613,000050
8,Hankook_Tire_Worldwide,2022,Q3,경기소비재,0.03611137979533925,-0.005486218546206789,-0.09872562763370718,0.05443017238962877,-0.0023083014754223807,0.11299650647329962,-0.027778457484430197,-0.0,0.07110708849421155,-0.0,0.050013957243809574,000240
9,Kia_Corp,2022,Q3,경기소비재,0.21054465270270062,-0.00940028060140885,0.4272690763634466,-0.03604738858779166,-0.04554982587886869,0.11299650647329962,-0.029514088514085657,-0.0,0.04488808084877072,-0.0,0.00454756273282908,000270
8,SK_Networks,2022,Q3,경기소비재,0.05341029092986682,0.003189300512466242,-1.1063122923588038,0.046877902808037386,0.02174756528149613,0.11299650647329962,-0.027331891471178427,0.0,-0.13175534400545552,0.0,0.014939785327532401,001740
8,Nexen_Tire,2022,Q3,경기소비재,-0.017463106506030612,0.0036418350074910455,0.6745060673005072,0.05014225286928298,-0.03650093319131642,0.11299650647329962,-0.027794221713931755,-0.0,-0.16629748214677598,-0.0,0.43506594341939125,002350
8,Ilshin_Spinning,2022,Q3,경기소비재,-0.05268361516403927,0.009534090335066137,1.4455850483462205,0.07173352719299986,-0.027181237756563004,0.11299650647329962,-0.02779071555712842,-0.0,-0.09605805138292878,-0.0,0.20582005280894128,003200
8,SsangYong_Motor,2022,Q3,경기소비재,0.0,-0.02774190792463771,-0.8571042432196032,0.010329689826972466,0.024248308551184317,0.11299650647329962,-0.02774190792463771,-0.0,0.5058631663626467,-0.0,0.0,003620
8,Hansol_Holdings,2022,Q3,경기소비재,0.018719491533185056,-0.008924782693163547,-0.35985207042819267,0.009628472193156101,0.0009599949015939302,0.11299650647329962,-0.027791096803706727,-0.0,0.03654335765316541,-0.0,0.1032343854642378,004150
8,Shinsegae,2022,Q3,경기소비재,0.010876354278283096,-0.008568081416789664,0.08999393039674808,0.03670008477939324,-0.03342333810990694,0.11299650647329962,-0.0278708556471563,-0.0,-0.22426620426849286,-0.0,0.1386239958538482,004170
8,SEBANG_Global_Battery,2022,Q3,경기소비재,-0.06559133767294348,-0.013196424464957168,-0.4372122717434226,0.02849133563783035,-0.20904838291395844,0.11299650647329962,-0.027787460470288794,-0.0,0.05315036287891162,-0.0,-0.15569418596433365,004490
8,Chokwang_Leather,2022,Q3,경기소비재,-0.039171237573991796,-0.04246838973102496,0.3755373638515188,-0.140320242082975,-0.06145440797290358,0.11299650647329962,-0.027791682649908944,-0.0,-0.6021380514637278,-0.0,0.24543943614335362,004700
8,Hyundai_Motor,2022,Q3,경기소비재,0.1700193373141941,-0.013762213862593908,0.23953802670032798,-0.05778214310649554,-0.02928289554470931,0.11299650647329962,-0.025924490752521567,-0.0,0.00046550193537842066,-0.0,0.061075786487457,005380
8,SL_Corp,2022,Q3,경기소비재,0.4376070465551939,-0.026687318922676395,0.48019806490970374,-0.39282877206324285,-0.043665162498112586,0.11299650647329962,-0.027791238109224237,-0.0,0.004197009753515002,-0.0,0.10594683049951747,005850
