접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20190419000509,Y,00125521,에스엘,보통주,"50,000,000","34,527,206","662,116",-,-,-,"662,116","33,865,090",-,"33,865,090",2015-12-31,2015,Q4
20190419000509,Y,00125521,에스엘,합계,"50,000,000","34,527,206","662,116",-,-,-,"662,116","33,865,090",-,"33,865,090",2015-12-31,2015,Q4
20190419000509,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20200625000434,Y,00125521,에스엘,보통주,"50,000,000","34,527,206","662,116",-,-,-,"662,116","33,865,090",-,"33,865,090",2016-12-31,2016,Q4
20200625000434,Y,00125521,에스엘,합계,"50,000,000","34,527,206","662,116",-,-,-,"662,116","33,865,090",-,"33,865,090",2016-12-31,2016,Q4
20200625000434,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20200625000445,Y,00125521,에스엘,보통주,"50,000,000","34,527,206","662,116",-,-,-,"662,116","33,865,090",-,"33,865,090",2017-12-31,2017,Q4
20200625000445,Y,00125521,에스엘,합계,"50,000,000","34,527,206","662,116",-,-,-,"662,116","33,865,090",-,"33,865,090",2017-12-31,2017,Q4
20200625000445,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20200625000452,Y,00125521,에스엘,보통주,"50,000,000","34,527,206","662,116",-,-,-,"662,116","33,865,090",-,"33,865,090",2018-12-31,2018,Q4
20200625000452,Y,00125521,에스엘,합계,"50,000,000","34,527,206","662,116",-,-,-,"662,116","33,865,090",-,"33,865,090",2018-12-31,2018,Q4
20200625000452,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20200515001539,Y,00125521,에스엘,보통주,"100,000,000","48,865,393","662,116",-,-,-,"662,116","48,203,277","1,754,757","46,448,520",2019-12-31,2019,Q4
20200515001539,Y,00125521,에스엘,합계,"100,000,000","48,865,393","662,116",-,-,-,"662,116","48,203,277","1,754,757","46,448,520",2019-12-31,2019,Q4
20200515001539,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210323000911,Y,00125521,에스엘,보통주,"100,000,000","48,865,393","662,116",-,-,-,"662,116","48,203,277","2,147,815","46,055,462",2020-12-31,2020,Q4
20210323000911,Y,00125521,에스엘,합계,"100,000,000","48,865,393","662,116",-,-,-,"662,116","48,203,277","2,147,815","46,055,462",2020-12-31,2020,Q4
20210323000911,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20220930000533,Y,00125521,에스엘,보통주,"100,000,000","48,865,393","662,116",-,-,-,"662,116","48,203,277","2,147,815","46,055,462",2021-12-31,2021,Q4
20220930000533,Y,00125521,에스엘,합계,"100,000,000","48,865,393","662,116",-,-,-,"662,116","48,203,277","2,147,815","46,055,462",2021-12-31,2021,Q4
20220930000533,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20230321001134,Y,00125521,에스엘,보통주,"100,000,000","48,865,393","2,416,873","2,016,873",-,-,"400,000","46,448,520","393,058","46,055,462",2022-12-31,2022,Q4
20230321001134,Y,00125521,에스엘,합계,"100,000,000","48,865,393","2,416,873","2,016,873",-,-,"400,000","46,448,520","393,058","46,055,462",2022-12-31,2022,Q4
20230321001134,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20240318000589,Y,00125521,에스엘,보통주,"100,000,000","48,865,393","2,416,873","2,016,873",-,-,"400,000","46,448,520","393,058","46,055,462",2023-12-31,2023,Q4
20240318000589,Y,00125521,에스엘,합계,"100,000,000","48,865,393","2,416,873","2,016,873",-,-,"400,000","46,448,520","393,058","46,055,462",2023-12-31,2023,Q4
20240318000589,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20250318000826,Y,00125521,에스엘,보통주,"100,000,000","48,865,393","2,416,873","2,016,873",-,-,"400,000","46,448,520","393,058","46,055,462",2024-12-31,2024,Q4
20250318000826,Y,00125521,에스엘,합계,"100,000,000","48,865,393","2,416,873","2,016,873",-,-,"400,000","46,448,520","393,058","46,055,462",2024-12-31,2024,Q4
20250318000826,Y,00125521,에스엘,비고,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
