접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20160330000319,Y,00595191,후성,보통주,"250,000,000","92,399,753",-,-,-,-,-,"92,399,753","292,934","92,106,819",2015-12-31,2015,Q4
20160330000319,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20160330000319,Y,00595191,후성,합계,"250,000,000","92,399,753",-,-,-,-,-,"92,399,753","292,934","92,106,819",2015-12-31,2015,Q4
20160330000319,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2015-12-31,2015,Q4
20170607000125,Y,00595191,후성,보통주,"250,000,000","92,399,753",-,-,-,-,-,"92,399,753","92,934","92,306,819",2016-12-31,2016,Q4
20170607000125,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20170607000125,Y,00595191,후성,합계,"250,000,000","92,399,753",-,-,-,-,-,"92,399,753","92,934","92,306,819",2016-12-31,2016,Q4
20170607000125,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402000932,Y,00595191,후성,보통주,"250,000,000","92,399,753",-,-,-,-,-,"92,399,753","92,934","92,306,819",2017-12-31,2017,Q4
20180402000932,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20180402000932,Y,00595191,후성,합계,"250,000,000","92,399,753",-,-,-,-,-,"92,399,753","92,934","92,306,819",2017-12-31,2017,Q4
20180402000932,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401002191,Y,00595191,후성,보통주,"250,000,000","92,606,819",-,-,-,-,-,"92,606,819",-,"92,606,819",2018-12-31,2018,Q4
20190401002191,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20190401002191,Y,00595191,후성,합계,"250,000,000","92,606,819",-,-,-,-,-,"92,606,819",-,"92,606,819",2018-12-31,2018,Q4
20190401002191,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004633,Y,00595191,후성,보통주,"250,000,000","92,606,819",-,-,-,-,-,"92,606,819",-,"92,606,819",2019-12-31,2019,Q4
20200330004633,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20200330004633,Y,00595191,후성,합계,"250,000,000","92,606,819",-,-,-,-,-,"92,606,819",-,"92,606,819",2019-12-31,2019,Q4
20200330004633,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2019-12-31,2019,Q4
20210322000692,Y,00595191,후성,보통주,"250,000,000","92,606,819",-,-,-,-,-,"92,606,819",-,"92,606,819",2020-12-31,2020,Q4
20210322000692,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20210322000692,Y,00595191,후성,합계,"250,000,000","92,606,819",-,-,-,-,-,"92,606,819",-,"92,606,819",2020-12-31,2020,Q4
20210322000692,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2020-12-31,2020,Q4
20220321001474,Y,00595191,후성,보통주,"250,000,000","92,606,819",-,-,-,-,-,"92,606,819",-,"92,606,819",2021-12-31,2021,Q4
20220321001474,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20220321001474,Y,00595191,후성,합계,"250,000,000","92,606,819",-,-,-,-,-,"92,606,819",-,"92,606,819",2021-12-31,2021,Q4
20220321001474,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2021-12-31,2021,Q4
20230321000387,Y,00595191,후성,보통주,"250,000,000","94,352,104",-,-,-,-,-,"94,352,104",94,"94,352,010",2022-12-31,2022,Q4
20230321000387,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20230321000387,Y,00595191,후성,합계,"250,000,000","94,352,104",-,-,-,-,-,"94,352,104",94,"94,352,010",2022-12-31,2022,Q4
20230321000387,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2022-12-31,2022,Q4
20240321000372,Y,00595191,후성,보통주,"250,000,000","94,352,104",-,-,-,-,-,"94,352,104",94,"94,352,010",2023-12-31,2023,Q4
20240321000372,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20240321000372,Y,00595191,후성,합계,"250,000,000","94,352,104",-,-,-,-,-,"94,352,104",94,"94,352,010",2023-12-31,2023,Q4
20240321000372,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2023-12-31,2023,Q4
20250317000896,Y,00595191,후성,보통주,"250,000,000","107,255,330",-,-,-,-,-,"107,255,330",94,"107,255,236",2024-12-31,2024,Q4
20250317000896,Y,00595191,후성,우선주,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
20250317000896,Y,00595191,후성,합계,"250,000,000","107,255,330",-,-,-,-,-,"107,255,330",94,"107,255,236",2024-12-31,2024,Q4
20250317000896,Y,00595191,후성,비고,-,-,-,-,-,-,-,-,-,-,2024-12-31,2024,Q4
