접수번호,법인구분,회사코드,회사명,구분,발행할 주식 총수,현재까지 발행한 주식 총수,현재까지 감소한 주식의 총수,주식 수 감소,이익 소각,상환주식의 상환,기타,발행주식의 총수,자기주식수,유통주식수,결제일시,연도,분기
20180907000529,Y,00164645,HMM,보통주,"540,000,000","233,490,265","10,000,000","10,000,000",-,-,-,"223,490,265",0,"223,490,265",2015-12-31,2015,Q4
20180907000529,Y,00164645,HMM,우선주,"60,000,000","33,005,000","20,000,000",-,-,"20,000,000",-,"13,005,000",0,"13,005,000",2015-12-31,2015,Q4
20180907000529,Y,00164645,HMM,합계,"600,000,000","266,495,265","30,000,000","10,000,000",-,"20,000,000",-,"236,495,265",0,"236,495,265",2015-12-31,2015,Q4
20180907000529,Y,00164645,HMM,비고,-,-,-,＊1992.12.29,-,"＊2010.11.15
＊2011.05.25",-,-,-,-,2015-12-31,2015,Q4
20180907000531,Y,00164645,HMM,보통주,"540,000,000","390,785,004","212,923,027","212,923,027",-,-,-,"177,861,977",0,"177,861,977",2016-12-31,2016,Q4
20180907000531,Y,00164645,HMM,우선주,"60,000,000","33,005,000","31,147,143","11,147,143",-,"20,000,000",-,"1,857,857",0,"1,857,857",2016-12-31,2016,Q4
20180907000531,Y,00164645,HMM,합계,"600,000,000","423,790,004","244,070,170","224,070,170",-,"20,000,000",-,"179,719,834",0,"179,719,834",2016-12-31,2016,Q4
20180907000531,Y,00164645,HMM,비고,-,-,-,"*1992.12.29
*2016.04.22
*2016.08.19",-,"＊2010.11.15
＊2011.05.25",-,-,-,-,2016-12-31,2016,Q4
20180907000532,Y,00164645,HMM,보통주,"940,000,000","524,728,854","212,923,027","212,923,027",-,-,-,"311,805,827",-,"311,805,827",2017-12-31,2017,Q4
20180907000532,Y,00164645,HMM,우선주,"60,000,000","33,005,000","31,147,143","11,147,143",-,"20,000,000",-,"1,857,857",-,"1,857,857",2017-12-31,2017,Q4
20180907000532,Y,00164645,HMM,합계,"1,000,000,000","557,733,854","244,070,170","224,070,170",-,"20,000,000",-,"313,663,684",-,"313,663,684",2017-12-31,2017,Q4
20180907000532,Y,00164645,HMM,비고,-,*2017.12.27 유상증자,-,"*1992.12.29
*2016.04.22
*2016.08.19",-,"＊2010.11.15
＊2011.05.25",-,-,-,-,2017-12-31,2017,Q4
20190401004468,Y,00164645,HMM,보통주,"940,000,000","526,728,854","212,923,027","212,923,027",-,-,-,"313,805,827",-,"313,805,827",2018-12-31,2018,Q4
20190401004468,Y,00164645,HMM,우선주,"60,000,000","33,005,000","31,147,143","11,147,143",-,"20,000,000",-,"1,857,857",-,"1,857,857",2018-12-31,2018,Q4
20190401004468,Y,00164645,HMM,합계,"1,000,000,000","559,733,854","244,070,170","224,070,170",-,"20,000,000",-,"315,663,684",-,"315,663,684",2018-12-31,2018,Q4
20190401004468,Y,00164645,HMM,비고,-,"*2017.12.15 유상증자
*2018.12.28 유상증자",-,"*1992.12.29
*2016.04.22
*2016.08.19",-,"＊2010.11.15
＊2011.05.25",-,-,-,-,2018-12-31,2018,Q4
20200330004588,Y,00164645,HMM,보통주,"1,940,000,000","529,475,222","212,923,027","212,923,027",-,-,-,"316,552,195",-,"316,552,195",2019-12-31,2019,Q4
20200330004588,Y,00164645,HMM,우선주,"60,000,000","33,005,000","31,147,143","11,147,143",-,"20,000,000",-,"1,857,857",-,"1,857,857",2019-12-31,2019,Q4
20200330004588,Y,00164645,HMM,합계,"2,000,000,000","562,480,222","244,070,170","224,070,170",-,"20,000,000",-,"318,410,052",-,"318,410,052",2019-12-31,2019,Q4
20200330004588,Y,00164645,HMM,비고,-,"*2017.12.15 유상증자
*2018.12.28 유상증자
*2019.06.26 일부전환",-,"*1992.12.29
*2016.04.22
*2016.08.19",-,"＊2010.11.15
＊2011.05.25",-,-,-,-,2019-12-31,2019,Q4
20210318001102,Y,00164645,HMM,보통주,"1,940,000,000","539,649,350","212,923,027","212,923,027",-,-,-,"326,726,323",-,"326,726,323",2020-12-31,2020,Q4
20210318001102,Y,00164645,HMM,우선주,"60,000,000","33,005,000","33,005,000","11,147,143",-,"20,000,000","1,857,857",-,-,-,2020-12-31,2020,Q4
20210318001102,Y,00164645,HMM,합계,"2,000,000,000","572,654,350","245,928,027","224,070,170",-,"20,000,000","1,857,857","326,726,323",-,"326,726,323",2020-12-31,2020,Q4
20210318001102,Y,00164645,HMM,비고,-,"*2017.12.15 유상증자
*2018.12.28 유상증자
*2019.06.26 전환사채 일부전환
*2020.07.01 우선주의 보통주 전환",-,"*1992.12.29
*2016.04.22
*2016.08.19",-,"＊2010.11.15
＊2011.05.25",*2020.07.01 우선주의 보통주 전환,-,-,-,2020-12-31,2020,Q4
20220321001124,Y,00164645,HMM,보통주,"1,940,000,000","701,962,523","212,923,027","212,923,027",-,-,-,"489,039,496",-,"489,039,496",2021-12-31,2021,Q4
20220321001124,Y,00164645,HMM,우선주,"60,000,000","33,005,000","33,005,000","11,147,143",-,"20,000,000","1,857,857",-,-,-,2021-12-31,2021,Q4
20220321001124,Y,00164645,HMM,합계,"2,000,000,000","734,967,523","245,928,027","224,070,170",-,"20,000,000","1,857,857","489,039,496",-,"489,039,496",2021-12-31,2021,Q4
20220321001124,Y,00164645,HMM,비고,-,"* 2017.12.15 유상증자
* 2018.12.28 유상증자
* 2019.06.26 전환사채 일부전환
* 2020.07.01 우선주의 보통주 전환
* 2021.01~04 199회 공모전환사채 전환
* 2021.06.28 190회 사모전환사채 전환
* 2021.10.26 191회 사모전환사채 전환",-,"*1992.12.29
*2016.04.22
*2016.08.19",-,"＊2010.11.15
＊2011.05.25",* 2020.07.01 우선주의 보통주 전환,-,-,-,2021-12-31,2021,Q4
20230714000061,Y,00164645,HMM,보통주,"1,940,000,000","701,962,523","212,923,027","212,923,027",-,-,-,"489,039,496",-,"489,039,496",2022-12-31,2022,Q4
20230714000061,Y,00164645,HMM,우선주,"60,000,000","33,005,000","33,005,000","11,147,143",-,"20,000,000","1,857,857",-,-,-,2022-12-31,2022,Q4
20230714000061,Y,00164645,HMM,합계,"2,000,000,000","734,967,523","245,928,027","224,070,170",-,"20,000,000","1,857,857","489,039,496",-,"489,039,496",2022-12-31,2022,Q4
20230714000061,Y,00164645,HMM,비고,-,"* 2018.12.28 유상증자
* 2019.06.26 전환사채 일부전환
* 2020.07.01 우선주의 보통주 전환
* 2021.01~04 199회 공모전환사채 전환
* 2021.06.28 190회 사모전환사채 전환
* 2021.10.26 191회 사모전환사채 전환",-,-,-,-,* 2020.07.01 우선주의 보통주 전환,-,-,-,2022-12-31,2022,Q4
20240328001188,Y,00164645,HMM,보통주,"1,940,000,000","901,962,523","212,923,027","212,923,027",-,-,-,"689,039,496",-,"689,039,496",2023-12-31,2023,Q4
