code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
50,Kyungbang,Materials_&_Chemicals,2019,Q3,"85,474,451,265","1,187,296,345,347","1,272,770,796,612","117,442,892,349","413,072,897,354","530,515,789,703","738,893,322,603","742,255,006,909",56958206849.0,7440852612.0,8175288736.0,6313644215.0,6313644215.0,"13,707,635,000",
80,Hite_Jinro,Consumer_Goods_&_Retail,2019,Q3,"737,530,400,094","2,528,938,434,298","3,266,468,834,392","1,370,803,563,900","756,917,906,035","2,127,721,469,935","349,401,634,772","1,138,747,364,457",476018034355.0,46419444782.0,32170946158.0,23362628330.0,23362628330.0,"368,842,230,000",
100,Yuhan_Corporation,Healthcare,2019,Q3,"1,002,478,199,870","922,784,971,003","1,925,263,170,873","281,302,548,693","79,152,293,176","360,454,841,869","1,462,763,704,018","1,564,808,329,004",380046261795.0,10152852353.0,11300348200.0,7320112278.0,7320112278.0,"65,066,515,000",
120,CJ_Logistics,Trading_&_Logistics,2019,Q3,"1,088,988,560,110","5,603,134,159,373","6,692,122,719,483","1,478,664,243,506","2,310,170,868,501","3,788,835,112,007","415,251,002,124","2,903,287,607,476",1629022078009.0,58306064006.0,8642757426.0,-9282624107.0,-9282624107.0,"114,061,720,000",
150,Doosan_Corp,Conglomerate,2019,Q3,"1,489,122,328,015","3,605,814,726,705","5,094,937,054,720","2,591,761,390,370","1,074,864,531,753","3,666,625,922,123","1,618,449,065,079","1,428,311,132,597",,21334059598.0,3105272115.0,6140589706.0,6140589706.0,"134,845,735,000",
210,DL_Holdings,Conglomerate,2019,Q3,"4,701,532,002,433","5,316,035,557,630","10,017,567,560,063","3,547,962,211,560","1,098,680,800,681","4,646,643,012,241","4,643,796,944,233","5,370,924,547,822",1588976992703.0,126825736604.0,56303604276.0,43879924184.0,43879924184.0,"218,500,000,000",
230,Ildong_Pharmaceutical,Healthcare,2019,Q3,"9,040,783,213","246,274,393,785","255,315,176,998","57,828,757,958","19,324,484,663","77,153,242,621","51,520,495,493","178,161,934,377",4219522591.0,591751589.0,247074646.0,241858370.0,241858370.0,"11,002,587,000",
240,Hankook_Tire_Worldwide,Automotive_&_Parts,2019,Q3,"208,217,125,497","2,117,338,724,063","2,325,555,849,560","21,093,603,472","61,263,657,207","82,357,260,679","903,955,053,777","2,243,198,588,881",16440459082.0,10344358160.0,12201800036.0,9176326357.0,9176326357.0,"46,510,086,500",
270,Kia_Corp,Automotive_&_Parts,2019,Q3,"12,773,939,000,000","25,005,064,000,000","37,779,003,000,000","8,704,987,000,000","5,112,473,000,000","13,817,460,000,000","20,274,225,000,000","23,961,543,000,000",8340844000000.0,310423000000.0,350171000000.0,262648000000.0,262648000000.0,,
480,Chosun_Refractories,Materials_&_Chemicals,2019,Q3,"209,216,517,859","524,259,532,238","733,476,050,097","190,186,679,702","49,426,552,842","239,613,232,544","412,524,099,214","493,862,817,553",111421451021.0,3773774946.0,6255536076.0,5476389809.0,5476389809.0,"20,000,000,000",
640,Dong-A_Socio_Holdings,Conglomerate,2019,Q3,"76,584,414,740","770,375,272,234","846,959,686,974","185,592,722,451","94,712,970,451","280,305,692,902","354,988,478,351","566,653,994,072",21261943704.0,9046709918.0,7866700238.0,6780835399.0,6780835399.0,"30,691,485,000",
660,S_hynix,Technology,2019,Q3,"11,286,249,000,000","46,056,722,000,000","57,342,971,000,000","5,732,553,000,000","5,250,473,000,000","10,983,026,000,000","41,023,917,000,000","46,359,945,000,000",6396077000000.0,308913000000.0,430798000000.0,418687000000.0,418687000000.0,"3,657,652,000,000",
670,Youngpoong,Materials_&_Chemicals,2019,Q3,"680,932,434,026","1,589,815,096,319","2,270,747,530,345","167,529,933,574","282,334,905,344","449,864,838,918","1,833,106,666,487","1,820,882,691,427",325016176641.0,5348414844.0,2147522678.0,1880569173.0,1880569173.0,"9,210,200,000",
720,Hyundai_E&C,Construction_&_Real_Estate,2019,Q3,"7,858,097,000,000","3,705,745,000,000","11,563,842,000,000","3,892,593,000,000","2,016,820,000,000","5,909,413,000,000","4,420,933,000,000","5,654,429,000,000",2382323000000.0,102304000000.0,97098000000.0,69260000000.0,69260000000.0,"557,273,000,000",
880,Hanwha_Corp,Conglomerate,2019,Q3,"2,511,071,000,000","5,715,465,000,000","8,226,536,000,000","3,207,814,000,000","1,654,512,000,000","4,862,326,000,000","2,311,768,000,000","3,364,210,000,000",1056272000000.0,39025000000.0,7760000000.0,6663000000.0,6663000000.0,"489,550,000,000",
1040,CJ_Corp,Conglomerate,2019,Q3,"36,906,720,000","2,776,482,734,000","2,813,389,454,000","45,199,646,000","108,939,461,000","154,139,107,000","1,704,219,698,000","2,659,250,347,000",,11646033000.0,16107620000.0,12425490000.0,12425490000.0,"179,047,370,000",
1120,LG_International,Conglomerate,2019,Q3,"706,195,568,750","2,120,418,451,877","2,826,614,020,627","758,605,570,922","716,823,549,201","1,475,429,120,123","1,046,567,621,319","1,351,184,900,504",770080983989.0,-7788712118.0,-5525546625.0,1831140218.0,1831140218.0,"193,800,000,000",
1230,Dongkuk_Steel,Materials_&_Chemicals,2019,Q3,"1,822,490,532,502","3,891,759,328,344","5,714,249,860,846","2,781,298,944,998","549,207,886,806","3,330,506,831,804","706,261,916,239","2,383,743,029,042",1262964458579.0,43898533336.0,-32903492509.0,-29932920760.0,-29932920760.0,"690,953,196,364",
1430,SeAH_Besteel,Materials_&_Chemicals,2019,Q3,"883,996,819,260","1,852,283,175,444","2,736,279,994,704","618,499,191,228","455,809,849,512","1,074,309,040,740","1,147,218,781,921","1,661,970,953,964",406392994245.0,-15601207079.0,-14492183624.0,-10785270028.0,-10785270028.0,"219,310,595,000",
1680,Daesang,Consumer_Goods_&_Retail,2019,Q3,"784,573,003,275","1,369,023,124,723","2,153,596,127,998","664,164,328,819","495,032,946,627","1,159,197,275,446","718,466,013,337","994,398,852,552",677914899342.0,35730393617.0,28434835912.0,22261253565.0,22261253565.0,"36,018,248,000",
1740,SK_Networks,Consumer_Services,2019,Q3,"2,722,586,000,000","5,810,484,000,000","8,533,070,000,000","3,889,963,000,000","2,463,130,000,000","6,353,093,000,000","802,929,000,000","2,179,977,000,000",3191710000000.0,26199000000.0,4506000000.0,6177000000.0,6177000000.0,"648,654,000,000",
1800,Orion_Corp,Agriculture_&_Food,2019,Q3,"17,423,397,268","1,910,077,762,433","1,927,501,159,701","5,207,565,748","24,092,931,534","29,300,497,282","15,043,185,604","1,898,200,662,419",4364731560.0,1711762200.0,2177252782.0,1751214853.0,1751214853.0,"31,322,711,000",
2240,KIS_Wire,Materials_&_Chemicals,2019,Q3,"272,894,910,755","1,118,534,309,263","1,391,429,220,018","215,363,820,413","90,378,183,196","305,742,003,609","1,047,504,408,049","1,085,687,216,409",113107948951.0,4170798200.0,4461947716.0,2847970708.0,2847970708.0,"20,000,000,000",
2350,Nexen_Tire,Automotive_&_Parts,2019,Q3,"849,432,309,036","1,791,320,035,636","2,640,752,344,672","394,709,842,595","731,591,796,790","1,126,301,639,385","1,395,720,832,248","1,514,450,705,287",405489141281.0,47564896407.0,52176216591.0,39549949778.0,39549949778.0,"54,083,938,500",
2380,KCC,Materials_&_Chemicals,2019,Q3,"2,084,981,072,198","6,768,401,726,928","8,853,382,799,126","2,019,115,194,509","1,455,608,474,715","3,474,723,669,224","4,919,153,557,672","5,378,659,129,902",749925504366.0,48727171677.0,-67722590989.0,-53663209036.0,-53663209036.0,"56,434,870,000",
2790,AmoreG,Consumer_Goods_&_Retail,2019,Q3,"321,493,854,946","1,491,709,591,683","1,813,203,446,629","6,792,191,778","37,928,703,669","44,720,895,447","1,236,826,128,362","1,768,482,551,182",,82271185389.0,83669264261.0,83101949681.0,83101949681.0,"44,450,975,000",
2960,Korea_Shell_Petroleum,Energy_&_Utilities,2019,Q3,"106,176,646,089","28,177,665,988","134,354,312,077","40,137,647,017","185,256,035","40,322,903,052","86,415,392,214","94,031,409,025",52308931405.0,6642561356.0,6835671097.0,5277821657.0,5277821657.0,"7,000,000,000",
3000,Bukwang_Pharmaceutical,Healthcare,2019,Q3,"177,327,835,164","213,292,786,168","390,620,621,332","27,146,604,387","28,684,520,258","55,831,124,645","328,974,912,869","334,789,496,687",39555943360.0,-1562919392.0,-1696743286.0,-2424810464.0,-2424810464.0,"31,765,683,500",
