접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20180312000314,Y,00103006,고려제강,소액주주,"4,467",-,99.68%,"4,176,598",-,23.19%,2015-12-31,2015,Q4
20180312000319,Y,00103006,고려제강,소액주주,"3,978",-,99.61%,"4,192,829",-,23.29%,2016-12-31,2016,Q4
20180921000363,Y,00103006,고려제강,소액주주,"3,972",-,99.56%,"3,967,794",-,22.03%,2017-12-31,2017,Q4
20190402001474,Y,00103006,고려제강,소액주주,"4,195",-,99.56%,"4,386,584",-,21.93%,2018-12-31,2018,Q4
20200330003620,Y,00103006,고려제강,소액주주,"4,264",-,99.59%,"4,514,667",-,22.56%,2019-12-31,2019,Q4
20210318001381,Y,00103006,고려제강,소액주주,"6,903","6,920",99.75%,"4,958,756","20,000,000",24.79%,2020-12-31,2020,Q4
20220317001248,Y,00103006,고려제강,소액주주,"8,721","8,739",99.81%,"5,614,828","23,000,000",24.43%,2021-12-31,2021,Q4
20230316001326,Y,00103006,고려제강,소액주주,"9,494","9,512",99.81%,"5,614,922","23,000,000",24.41%,2022-12-31,2022,Q4
20240321001689,Y,00103006,고려제강,소액주주,"11,932","11,950",99.85%,"6,099,290","25,000,000",24.40%,2023-12-31,2023,Q4
20250321001098,Y,00103006,고려제강,소액주주,"11,005","11,024",99.83%,"5,814,695","25,000,000",23.26%,2024-12-31,2024,Q4
