접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003624,Y,00126478,삼성중공업,소액주주,"156,783",-,99.99%,"144,205,138",-,62.46%,2015-12-31,2015,Q4
20170331005328,Y,00126478,삼성중공업,소액주주,"144,852",-,99.99 %,"225,959,712",-,57.94 %,2016-12-31,2016,Q4
20180323001046,Y,00126478,삼성중공업,소액주주,"162,431",-,99.99%,"247,277,432",-,63.4%,2017-12-31,2017,Q4
20190401004680,Y,00126478,삼성중공업,소액주주,"152,677",-,99.99%,"386,712,751",-,61.38%,2018-12-31,2018,Q4
20200330004469,Y,00126478,삼성중공업,소액주주,"170,894",-,99.99%,"403,762,923",-,64.07%,2019-12-31,2019,Q4
20210311000965,Y,00126478,삼성중공업,소액주주,"296,747","296,754",99.99%,"421,047,413","630,114,845",66.82%,2020-12-31,2020,Q4
20220310001057,Y,00126478,삼성중공업,소액주주,"480,671","480,677",100.0%,"586,293,589","880,114,845",66.6%,2021-12-31,2021,Q4
20230309000699,Y,00126478,삼성중공업,소액주주,"435,439","435,445",100.0%,"619,326,344","880,114,845",70.4%,2022-12-31,2022,Q4
20240315000850,Y,00126478,삼성중공업,소액주주,"382,042","382,048",100.0%,"634,820,029","880,114,845",72.1%,2023-12-31,2023,Q4
20250319000397,Y,00126478,삼성중공업,소액주주,"339,947","339,955",100.0%,"573,526,476","880,114,845",65.2%,2024-12-31,2024,Q4
