접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20210817000605,Y,00400857,에이블씨엔씨,소액주주,"18,802",-,99.95%,"7,971,382",-,56.92%,2015-12-31,2015,Q4
20170331002490,Y,00400857,에이블씨엔씨,소액주주,"17,094",-,99.94%,"8,323,991",-,54.13%,2016-12-31,2016,Q4
20210817000615,Y,00400857,에이블씨엔씨,소액주주,"14,802",-,99.96%,"8,700,899",-,35.05%,2017-12-31,2017,Q4
20190401001897,Y,00400857,에이블씨엔씨,소액주주,"16,626",-,99.97 %,"8,940,258",-,33.06 %,2018-12-31,2018,Q4
20200818000229,Y,00400857,에이블씨엔씨,소액주주,"14,430",-,99.96%,"8,618,765",-,31.88%,2019-12-31,2019,Q4
20210817000623,Y,00400857,에이블씨엔씨,소액주주,"13,396","13,401",99.96%,"8,642,615","27,033,459",31.97%,2020-12-31,2020,Q4
20220415000633,Y,00400857,에이블씨엔씨,소액주주,"14,155","14,159",99.97%,"9,343,284","27,033,459",34.56%,2021-12-31,2021,Q4
20230323001542,Y,00400857,에이블씨엔씨,소액주주,"13,702","13,706",99.97%,"9,411,402","27,033,459",34.81%,2022-12-31,2022,Q4
20240321001776,Y,00400857,에이블씨엔씨,소액주주,"12,734","12,737",99.97%,"9,455,619","26,014,161",36.35%,2023-12-31,2023,Q4
20250321001828,Y,00400857,에이블씨엔씨,소액주주,"14,238","14,243",99.96%,"9,431,350","26,014,161",36.25%,2024-12-31,2024,Q4
