접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516002061,Y,00759513,LX하우시스,소액주주,"13,508",-,95.71%,"5,225,975",-,52.26%,2015-12-31,2015,Q4
20170331005039,Y,00759513,LX하우시스,소액주주,-,-,-,-,-,-,2016-12-31,2016,Q4
20180309000355,Y,00759513,LX하우시스,소액주주,"20,472",-,94.52%,"5,550,553",-,55.49%,2017-12-31,2017,Q4
20190401004159,Y,00759513,LX하우시스,소액주주,"21,970",-,95.70%,"5,964,015",-,59.64%,2018-12-31,2018,Q4
20200330003717,Y,00759513,LX하우시스,소액주주,"19,379",-,95.43%,"5,999,826",-,59.98%,2019-12-31,2019,Q4
20210317000838,Y,00759513,LX하우시스,소액주주,"20,332","21,324",95.3%,"5,877,111","10,000,000",58.8%,2020-12-31,2020,Q4
20220316001343,Y,00759513,LX하우시스,소액주주,"36,263","37,512",96.67%,"6,703,658","10,000,000",67.04%,2021-12-31,2021,Q4
20230316001540,Y,00759513,LX하우시스,소액주주,"38,777","40,113",96.67%,"6,598,931","10,000,000",65.99%,2022-12-31,2022,Q4
20240314001786,Y,00759513,LX하우시스,소액주주,"32,563","33,724",96.56%,"6,619,731","10,000,000",66.20%,2023-12-31,2023,Q4
20250318001456,Y,00759513,LX하우시스,소액주주,"25,891","25,898",99.9%,"5,428,102","8,967,670",60.5%,2024-12-31,2024,Q4
