접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003728,Y,00231363,LG유플러스,소액주주,"41,042",-,99.97%,"203,999,809",-,46.72%,2015-12-31,2015,Q4
20170331004495,Y,00231363,LG유플러스,소액주주,"34,869",-,99.95%,"206,416,014",-,47.27%,2016-12-31,2016,Q4
20180402004857,Y,00231363,LG유플러스,소액주주,"46,985",-,99.98%,"210,856,485",-,48.29%,2017-12-31,2017,Q4
20190401004240,Y,00231363,LG유플러스,소액주주,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004215,Y,00231363,LG유플러스,소액주주,"52,279",-,99.98%,"219,636,297",-,50.29%,2019-12-31,2019,Q4
20210304000627,Y,00231363,LG유플러스,소액주주,"95,258","95,258",99.99%,"215,243,322","436,611,361",49.30%,2020-12-31,2020,Q4
20220303000725,Y,00231363,LG유플러스,소액주주,"151,231","151,242",99.99%,"228,427,728","436,611,361",52.32%,2021-12-31,2021,Q4
20230302000615,Y,00231363,LG유플러스,소액주주,"128,143","128,153",99.99%,"229,802,340","436,611,361",52.65%,2022-12-31,2022,Q4
20240313001130,Y,00231363,LG유플러스,소액주주,"125,712","125,725",99.98%,"205,533,800","436,611,361",47.07%,2023-12-31,2023,Q4
20250317000701,Y,00231363,LG유플러스,소액주주,"118,846","118,857",99.99%,"219,866,376","436,611,361",50.37%,2024-12-31,2024,Q4
