접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330003413,Y,00500254,GS,소액주주,"41,201",-,99.94%,"49,347,211",-,52.10%,2015-12-31,2015,Q4
20170331004645,Y,00500254,GS,소액주주,"37,255",-,99.93%,"47,118,106",-,49.75%,2016-12-31,2016,Q4
20180402004832,Y,00500254,GS,소액주주,"40,160",-,99.94%,"49,103,258",-,51.85%,2017-12-31,2017,Q4
20190401004336,Y,00500254,GS,소액주주,"40,470",-,99.94%,"47,940,117",-,50.62%,2018-12-31,2018,Q4
20200330004140,Y,00500254,GS,소액주주,"37,955",-,99.94%,"48,334,058",-,51.03%,2019-12-31,2019,Q4
20210319001351,Y,00500254,GS,소액주주,"51,090","51,146",99.89%,"38,371,269","92,915,378",41.30%,2020-12-31,2020,Q4
20220318001135,Y,00500254,GS,소액주주,"56,006","56,062",99.90%,"38,859,410","92,915,378",41.82%,2021-12-31,2021,Q4
20230321001124,Y,00500254,GS,소액주주,"40,298","40,353",99.86%,"36,235,157","92,915,378",39.00%,2022-12-31,2022,Q4
20240320001516,Y,00500254,GS,소액주주,"40,487","40,547",99.85%,"37,770,219","92,915,378",40.65%,2023-12-31,2023,Q4
20250318001410,Y,00500254,GS,소액주주,"39,342","39,403",99.85%,"37,839,964","92,915,378",40.73%,2024-12-31,2024,Q4
