접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160516003763,Y,00148276,제일기획,소액주주,"14,030",-,99.57%,"37,471,528",-,32.57%,2015-12-31,2015,Q4
20170331005053,Y,00148276,제일기획,소액주주,"13,478",-,99.55%,"33,295,181",-,28.95%,2016-12-31,2016,Q4
20180615000192,Y,00148276,제일기획,소액주주,"10,697",-,99.84%,"32,602,705",-,28.33%,2017-12-31,2017,Q4
20190401002642,Y,00148276,제일기획,소액주주,"7,743",-,99.81%,"34,885,681",-,30.33%,2018-12-31,2018,Q4
20200330002125,Y,00148276,제일기획,소액주주,"9,067",-,99.8%,"36,771,261",-,31.96%,2019-12-31,2019,Q4
20210409002715,Y,00148276,제일기획,소액주주,"25,174","25,192",99.93%,"35,808,106","115,041,225",31.13%,2020-12-31,2020,Q4
20220324000651,Y,00148276,제일기획,소액주주,"31,088","31,106",99.94%,"37,103,579","115,041,225",32.25%,2021-12-31,2021,Q4
20230308000451,Y,00148276,제일기획,소액주주,"22,624","22,640",99.93%,"39,004,330","115,041,225",33.90%,2022-12-31,2022,Q4
20240313001356,Y,00148276,제일기획,소액주주,"33,885","33,901",99.95%,"38,620,214","115,041,225",33.57%,2023-12-31,2023,Q4
20250311000974,Y,00148276,제일기획,소액주주,"34,977","34,991",99.96%,"39,778,754","115,041,225",34.58%,2024-12-31,2024,Q4
