접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160609000026,Y,00120526,롯데쇼핑,소액주주,"28,079",-,99.90%,"8,112,836",-,25.75%,2015-12-31,2015,Q4
20170601000387,Y,00120526,롯데쇼핑,소액주주,"27,294",-,99.89%,"7,796,027",-,24.74%,2016-12-31,2016,Q4
20180402005083,Y,00120526,롯데쇼핑,소액주주,"37,954",-,99.93%,"9,596,019",-,34.12%,2017-12-31,2017,Q4
20190401004513,Y,00120526,롯데쇼핑,소액주주,"27,242",-,99.93%,"9,500,829",-,33.59%,2018-12-31,2018,Q4
20200814001581,Y,00120526,롯데쇼핑,소액주주,"35,233",-,99.93%,"9,591,224",-,33.90%,2019-12-31,2019,Q4
20210315000915,Y,00120526,롯데쇼핑,소액주주,"47,829","47,880",99.89%,"9,952,439","28,288,755",35.18%,2020-12-31,2020,Q4
20220315001185,Y,00120526,롯데쇼핑,소액주주,"64,010","64,050",99.94%,"10,499,089","28,270,640",37.14%,2021-12-31,2021,Q4
20230315001405,Y,00120526,롯데쇼핑,소액주주,"54,169","54,202",99.94%,"10,517,592","28,226,062",37.26%,2022-12-31,2022,Q4
20240315000948,Y,00120526,롯데쇼핑,소액주주,"50,414","50,448",99.93%,"9,741,113","28,226,062",34.51%,2023-12-31,2023,Q4
20250314001659,Y,00120526,롯데쇼핑,소액주주,"48,496","48,533",99.92%,"10,073,371","28,226,062",35.69%,2024-12-31,2024,Q4
