접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330004084,Y,00872984,이마트,소액주주,"16,353",-,99.91% %,"14,505,196",-,52.03% %,2015-12-31,2015,Q4
20170331005200,Y,00872984,이마트,소액주주,"16,291",-,99.92%,"15,218,630",-,54.59%,2016-12-31,2016,Q4
20180330003129,Y,00872984,이마트,소액주주,"14,023",-,99.92%,"15,518,139",-,55.67%,2017-12-31,2017,Q4
20190401004008,Y,00872984,이마트,소액주주,"25,189",-,99.96%,"15,888,127",-,56.99%,2018-12-31,2018,Q4
20200330003902,Y,00872984,이마트,소액주주,"41,384",-,99.96%,"15,281,740",-,54.81%,2019-12-31,2019,Q4
20210316001234,Y,00872984,이마트,소액주주,"90,459","90,469",99.99%,"15,537,947","26,964,179",57.62%,2020-12-31,2020,Q4
20220816000177,Y,00872984,이마트,소액주주,"127,790","127,798",99.99%,"16,589,540","27,788,355",59.52%,2021-12-31,2021,Q4
20230321000409,Y,00872984,이마트,소액주주,"138,541","138,549",99.99%,"16,055,633","26,788,355",59.94%,2022-12-31,2022,Q4
20240320001504,Y,00872984,이마트,소액주주,"133,752","133,763",99.99%,"15,166,687","26,788,353",56.62%,2023-12-31,2023,Q4
20250318000688,Y,00872984,이마트,소액주주,"121,725","121,734",99.99%,"15,936,228","26,788,353",59.49%,2024-12-31,2024,Q4
