접수번호,법인구분,회사코드,회사명,구분,주주 수,전체 주주 수,주주 비율,보유 주식 수,전체 주식 수,보유 주식 비율,결제일시,연도,분기
20160330001223,Y,00101628,경방,소액주주,"1,940",-,98.68%,"565,110",-,20.61%,2015-12-31,2015,Q4
20170331001034,Y,00101628,경방,소액주주,"1,966",-,99.19%,"6,163,922",-,22.48%,2016-12-31,2016,Q4
20180330002127,Y,00101628,경방,소액주주,"1,955",-,99.23%,"6,199,455",-,22.61%,2017-12-31,2017,Q4
20190401001920,Y,00101628,경방,소액주주,"2,182",-,99.27%,"5,890,813",-,21.48%,2018-12-31,2018,Q4
20200330002419,Y,00101628,경방,소액주주,"2,847",-,99.40%,"5,560,312",-,20.28%,2019-12-31,2019,Q4
20210316000402,Y,00101628,경방,소액주주,"2,690","2,719",98.93%,"4,268,335","26,015,270",16.41%,2020-12-31,2020,Q4
20220805000069,Y,00101628,경방,소액주주,"2,533","2,566",98.71%,"3,453,653","25,044,840",13.79%,2021-12-31,2021,Q4
20230317000682,Y,00101628,경방,소액주주,"2,384","2,417",98.63%,"2,951,410","24,915,270",11.85%,2022-12-31,2022,Q4
20240320000197,Y,00101628,경방,소액주주,"2,290","2,321",98.66%,"2,792,296","24,915,270",10.19%,2023-12-31,2023,Q4
20250320001362,Y,00101628,경방,소액주주,"2,300","2,333",98.59%,"2,791,144","24,915,270",10.18%,2024-12-31,2024,Q4
