,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,실업률 변화율,금리 변화율,1인평균급여 변화율,특정 증권 등 소유 증감 수 변화율,자기주식수 변화율,보유 주식 수 변화율,전체 주식 수 변화율,Label,Code
12,Hyundai_E&C,건설,2021,Q3,0.26661007939596815,-0.025269856708739047,-0.012737583524205398,0.1504424778761062,0.05306772908366497,-0.06857390283214371,-0.06857390283214393,0.0,-0.06857390283214393,-0.06857390283214393,-0.017194248395717898,000720
12,Daewoo_E&C,건설,2021,Q3,0.13772042236541818,-0.018190865236864306,0.021616531956468732,0.1504424778761062,0.05306772908366497,-0.06871225757834432,-0.06871225757834432,-0.06871225757834432,-0.06871225757834432,-0.06871225757834432,-0.06717621206400388,047040
12,KEPCO_KPS,건설,2021,Q3,0.30147112002223725,-0.031233851805654522,0.15821425891645347,0.1504424778761062,0.05306772908366497,-0.0693686216475653,-0.0693686216475653,0.0,-0.06936862164756552,-0.06936862164756552,-0.01795282623411963,051600
12,HHI_Heavy_Industries,건설,2021,Q3,0.08626732855304292,-0.016846355932863988,-0.08324353753842306,0.1504424778761062,0.05306772908366497,-0.0693184695750717,-0.0693184695750717,-0.06931846957507148,-0.0693184695750717,-0.06931846957507148,0.25685800289313926,097230
