,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,실업률 변화율,금리 변화율,1인평균급여 변화율,특정 증권 등 소유 증감 수 변화율,자기주식수 변화율,보유 주식 수 변화율,전체 주식 수 변화율,Label,Code
5,Hyundai_E&C,건설,2023,Q2,-0.062469385703469535,-0.014866707433216275,-0.10578181037309875,0.04938271604938271,-0.0022310602386272915,-0.03546219899938996,-0.5989339252690091,0.0,-0.03546219899938996,-0.03546219899939018,-0.014578946147557108,000720
5,Daewoo_E&C,건설,2023,Q2,-0.13992992895348647,-0.009381937993322653,-0.2541601446852624,0.04938271604938271,-0.0022310602386272915,-0.03583333615874795,-0.03583333615874773,-0.03583333615874795,-0.03583333615874795,-0.03583333615874795,-0.04323599427971824,047040
5,KEPCO_KPS,건설,2023,Q2,0.030591104572031347,-0.034567592311376405,-0.16712509619052307,0.04938271604938271,-0.0022310602386272915,-0.03581278725873438,1.851888670573923,0.0,-0.03581278725873438,-0.03581278725873438,-0.16691420673721552,051600
5,HHI_Heavy_Industries,건설,2023,Q2,-0.16969639492684901,0.22272490236108644,-0.2380206609324591,0.04938271604938271,-0.0022310602386272915,-0.03581126976633686,-0.03581126976633686,-0.03581126976633686,-0.035811269766337084,-0.03581126976633686,0.07929791447490568,097230
