,name,sector,year,quarter,Relative Return,자본총계 변화율,매출액 변화율,실업률 변화율,금리 변화율,1인평균급여 변화율,특정 증권 등 소유 증감 수 변화율,자기주식수 변화율,보유 주식 수 변화율,전체 주식 수 변화율,Label,Code
20,Hyundai_E&C,건설,2019,Q3,0.0014120303622121855,-0.020498111120816898,0.1090789080029918,0.05084745762711873,0.21649484536082508,0.013853571054423086,0.013853571054423086,0.0,0.013853571054423086,0.013853571054423197,-0.15159739353684196,000720
20,Daewoo_E&C,건설,2019,Q3,-0.024290494362390166,-0.024857553505619023,0.08919844545583289,0.05084745762711873,0.21649484536082508,0.014184120850664672,0.014184120850664672,0.014184120850664672,0.014184120850664672,0.014184120850664672,-0.012396938374047844,047040
20,KEPCO_KPS,건설,2019,Q3,-0.09745086370471158,-0.04401518764416701,0.09704635407006257,0.05084745762711873,0.21649484536082508,0.01387677161522971,0.0138767716152296,0.0,0.01387677161522971,0.0138767716152296,0.12543692744064866,051600
20,HHI_Heavy_Industries,건설,2019,Q3,0.0,0.12497001880925229,-0.051724834003062936,0.05084745762711873,0.21649484536082508,0.013902795047919358,0.013902795047919358,0.013902795047919358,0.013902795047919247,0.013902795047919358,-0.22215733770849044,097230
