,name,sector,year,quarter,자본총계변화율,자본금변화율,영업이익변화율,매출액변화율,비유동부채변화율,전체 주주 수변화율,Relative Return,자기주식수변화율,1인평균급여변화율,특정 증권 등 소유 수변화율,Label,Code
19,Hyundai_E&C,건설,2019,Q4,0.01213597341128525,-0.0,0.2896758680012512,-0.1390201916364826,0.04560347477712434,0.01854644340433864,-0.15159739353684196,0.0,-0.1073946843247564,0.013245364059467635,-0.16076285991038167,000720
19,Daewoo_E&C,건설,2019,Q4,0.08461643024307719,-0.0,2.08254616997311,-0.06733798840637406,0.03603333517192153,0.004222856103691441,-0.012396938374047844,-0.15345182730943963,-0.11574785959780254,0.04202827844792678,-0.09200490639068178,047040
19,KEPCO_KPS,건설,2019,Q4,-0.08184805551081453,-0.0,-0.310842133732125,-0.2771373077407069,0.4851581911561764,-0.07216065136334526,0.12543692744064866,0.0,-0.0031647478563467946,-0.06808613824752596,0.06701109082982004,051600
19,HHI_Heavy_Industries,건설,2019,Q4,-0.18909353209906232,-0.0,-4.734678111587983,-0.3769516405168376,0.5709067339574302,0.019084249092369054,-0.22215733770849044,0.25371141689067456,-0.1456971978924757,-0.38428464396948314,0.022421354888295858,097230
