Year,Quarter,공시일,sj_div,account_nm,thstrm_dt,thstrm_amount
2018,Q1,20180515,BS,유동자산,2018.03.31 현재,"118,980,796,170"
2018,Q1,20180515,BS,비유동자산,2018.03.31 현재,"132,584,075,349"
2018,Q1,20180515,BS,자산총계,2018.03.31 현재,"251,564,871,519"
2018,Q1,20180515,BS,유동부채,2018.03.31 현재,"20,498,855,628"
2018,Q1,20180515,BS,비유동부채,2018.03.31 현재,"8,872,515,846"
2018,Q1,20180515,BS,부채총계,2018.03.31 현재,"29,371,371,474"
2018,Q1,20180515,BS,자본금,2018.03.31 현재,"24,435,141,500"
2018,Q1,20180515,BS,이익잉여금,2018.03.31 현재,"210,711,529,838"
2018,Q1,20180515,BS,자본총계,2018.03.31 현재,"222,193,500,045"
2018,Q1,20180515,IS,매출액,2018.01.01 ~ 2018.03.31,35152927119
2018,Q1,20180515,IS,영업이익,2018.01.01 ~ 2018.03.31,2113707872
2018,Q1,20180515,IS,법인세차감전 순이익,2018.01.01 ~ 2018.03.31,4911254362
2018,Q1,20180515,IS,당기순이익,2018.01.01 ~ 2018.03.31,4063475583
2018,Q1,20180515,IS,당기순이익(손실),2018.01.01 ~ 2018.03.31,4063475583
2018,Q2,20180814,BS,유동자산,2018.06.30 현재,"174,631,691,402"
2018,Q2,20180814,BS,비유동자산,2018.06.30 현재,"130,159,058,251"
2018,Q2,20180814,BS,자산총계,2018.06.30 현재,"304,790,749,653"
2018,Q2,20180814,BS,유동부채,2018.06.30 현재,"31,781,721,908"
2018,Q2,20180814,BS,비유동부채,2018.06.30 현재,"9,473,238,449"
2018,Q2,20180814,BS,부채총계,2018.06.30 현재,"41,254,960,357"
2018,Q2,20180814,BS,자본금,2018.06.30 현재,"24,435,141,500"
2018,Q2,20180814,BS,이익잉여금,2018.06.30 현재,"212,414,343,571"
2018,Q2,20180814,BS,자본총계,2018.06.30 현재,"263,535,789,296"
2018,Q2,20180814,IS,매출액,2018.01.01 ~ 2018.06.30,40356045883
2018,Q2,20180814,IS,영업이익,2018.01.01 ~ 2018.06.30,3068395965
2018,Q2,20180814,IS,법인세차감전 순이익,2018.01.01 ~ 2018.06.30,8806167862
2018,Q2,20180814,IS,당기순이익,2018.01.01 ~ 2018.06.30,1980940835
2018,Q2,20180814,IS,당기순이익(손실),2018.01.01 ~ 2018.06.30,1980940835
2018,Q3,20181112,BS,유동자산,2018.09.30 현재,"234,584,436,049"
2018,Q3,20181112,BS,비유동자산,2018.09.30 현재,"317,441,111,324"
2018,Q3,20181112,BS,자산총계,2018.09.30 현재,"552,025,547,373"
2018,Q3,20181112,BS,유동부채,2018.09.30 현재,"39,211,306,373"
2018,Q3,20181112,BS,비유동부채,2018.09.30 현재,"54,697,513,993"
2018,Q3,20181112,BS,부채총계,2018.09.30 현재,"93,908,820,366"
2018,Q3,20181112,BS,자본금,2018.09.30 현재,"24,435,141,500"
2018,Q3,20181112,BS,이익잉여금,2018.09.30 현재,"240,811,979,182"
2018,Q3,20181112,BS,자본총계,2018.09.30 현재,"458,116,727,007"
2018,Q3,20181112,IS,매출액,2018.01.01 ~ 2018.09.30,74971124102
2018,Q3,20181112,IS,영업이익,2018.01.01 ~ 2018.09.30,28499577783
2018,Q3,20181112,IS,법인세차감전 순이익,2018.01.01 ~ 2018.09.30,35903820093
2018,Q3,20181112,IS,당기순이익,2018.01.01 ~ 2018.09.30,28609166523
2018,Q3,20181112,IS,당기순이익(손실),2018.01.01 ~ 2018.09.30,28609166523
2018,Q4,20190329,BS,유동자산,2018.12.31 현재,"219,894,677,905"
2018,Q4,20190329,BS,비유동자산,2018.12.31 현재,"286,668,219,397"
2018,Q4,20190329,BS,자산총계,2018.12.31 현재,"506,562,897,302"
2018,Q4,20190329,BS,유동부채,2018.12.31 현재,"38,046,837,964"
2018,Q4,20190329,BS,비유동부채,2018.12.31 현재,"42,121,638,259"
2018,Q4,20190329,BS,부채총계,2018.12.31 현재,"80,168,476,223"
2018,Q4,20190329,BS,자본금,2018.12.31 현재,"24,435,141,500"
2018,Q4,20190329,BS,이익잉여금,2018.12.31 현재,"356,410,847,974"
2018,Q4,20190329,BS,자본총계,2018.12.31 현재,"426,394,421,079"
2018,Q4,20190329,IS,매출액,2018.01.01 ~ 2018.12.31,42060201329
2018,Q4,20190329,IS,영업이익,2018.01.01 ~ 2018.12.31,857120822
2018,Q4,20190329,IS,법인세차감전 순이익,2018.01.01 ~ 2018.12.31,148250829669
2018,Q4,20190329,IS,당기순이익,2018.01.01 ~ 2018.12.31,116416234883
2018,Q4,20190329,IS,당기순이익(손실),2018.01.01 ~ 2018.12.31,116416234883
