code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
3240,Taekwang_Industrial,Industrials_&_Machinery,2022,Q2,"1,890,501,234,646","2,226,016,338,958","4,116,517,573,604","464,512,198,372","243,137,690,728","707,649,889,100","3,401,682,890,844","3,408,867,684,504",625270269016.0,-932828865.0,12132047527.0,8982861464.0,8982861464.0,"5,567,000,000",
3570,S&T_Heavy_Industries,Industrials_&_Machinery,2022,Q2,"355,506,934,749","469,053,982,302","824,560,917,051","81,556,510,559","95,073,579,110","176,630,089,669","627,794,449,411","647,930,827,382",68638402995.0,5729440082.0,6975327013.0,5049262488.0,5049262488.0,"85,631,742,500",
4800,Hyosung,Industrials_&_Machinery,2022,Q2,"446,372,494,517","2,694,153,716,930","3,140,526,211,447","173,499,270,184","321,068,427,583","494,567,697,767","6,518,947,035,514","2,645,958,513,680",248806594135.0,40327957846.0,50512675026.0,38261014271.0,38261014271.0,"105,355,125,000",
5090,Samkwang_Glass,Industrials_&_Machinery,2022,Q2,"296,713,798,555","1,274,184,744,291","1,570,898,542,846","634,052,533,096","372,818,505,035","1,006,871,038,131","82,036,207,473","564,027,504,715",209183447626.0,274171273.0,-11003809099.0,-8190255279.0,-8190255279.0,"73,385,020,000",
9540,Hyundai_Heavy_Industries,Industrials_&_Machinery,2022,Q2,"2,050,674,564,000","9,159,580,996,000","11,210,255,560,000","215,794,971,000","114,312,103,000","330,107,074,000","16,468,200,975,000","10,880,148,486,000",38861807000.0,-7107919000.0,74322399000.0,57772380000.0,57772380000.0,"353,865,580,000",
10120,LS_Electric,Industrials_&_Machinery,2022,Q2,"1,387,019,766,164","1,195,984,250,912","2,583,004,017,076","747,221,730,127","423,330,831,639","1,170,552,561,766","1,293,165,724,468","1,412,451,455,310",623406414883.0,43872446127.0,15964001794.0,11733058357.0,11733058357.0,"150,000,000,000",
10140,Samsung_Heavy Industries,Industrials_&_Machinery,2022,Q2,"6,745,399,980,389","7,215,958,576,571","13,961,358,556,960","7,603,021,079,243","2,218,169,141,503","9,821,190,220,746","-1,693,475,436,549","4,140,168,336,214",1404802967114.0,-246789714300.0,-251622914049.0,-251622914049.0,-251622914049.0,"880,114,845,000",
10620,Hyundai_Mipo_Dockyard,Industrials_&_Machinery,2022,Q2,"2,661,217,743,000","1,756,041,655,000","4,417,259,398,000","2,141,888,236,000","102,698,838,000","2,244,587,074,000","1,613,553,777,000","2,172,672,324,000",930654466000.0,-1388916000.0,58704186000.0,44262513000.0,44262513000.0,"199,710,745,000",
11210,Hyundai_WIA,Industrials_&_Machinery,2022,Q2,"3,011,724,000,000","2,815,788,000,000","5,827,512,000,000","1,518,088,000,000","1,049,829,000,000","2,567,917,000,000","2,672,253,000,000","3,259,595,000,000",1668178000000.0,55220000000.0,121567000000.0,100183000000.0,100183000000.0,"135,975,000,000",
12450,Hanwha_Aerospace,Industrials_&_Machinery,2022,Q2,"1,423,216,095,068","3,835,983,596,762","5,259,199,691,830","1,342,865,659,720","1,656,532,239,217","2,999,397,898,937","1,628,025,051,569","2,259,801,792,893",304160569257.0,16684776232.0,100644598888.0,101107387780.0,101107387780.0,"265,650,000,000",
14820,Dongwon_Systems,Industrials_&_Machinery,2022,Q2,"583,956,899,479","874,513,794,096","1,458,470,693,575","498,440,646,630","283,165,211,262","781,605,857,892","196,982,547,539","676,864,835,683",346838969647.0,30283419611.0,36121301559.0,27362855038.0,27362855038.0,"147,268,845,000",
17800,Hyundai_Elevator,Industrials_&_Machinery,2022,Q2,"840,462,857,173","1,513,489,909,680","2,353,952,766,853","895,845,896,692","239,878,812,644","1,135,724,709,336","389,810,959,638","1,218,228,057,517",379328860006.0,7070343205.0,130970627413.0,100611821776.0,100611821776.0,"212,235,955,000",
28050,Samsung_Engineering,Industrials_&_Machinery,2022,Q2,"3,022,802,554,020","1,563,711,921,839","4,586,514,475,859","2,711,749,487,401","275,673,976,688","2,987,423,464,089","522,311,879,340","1,599,091,011,770",1694897273545.0,136291768719.0,91811527638.0,72294862564.0,72294862564.0,"980,000,000,000",
33530,Sejong_Industrial,Industrials_&_Machinery,2022,Q2,"304,593,850,487","355,818,608,880","660,412,459,367","262,500,031,267","39,806,879,481","302,306,910,748","305,335,935,427","358,105,548,619",91875564400.0,3067300623.0,4532383692.0,2777164195.0,2777164195.0,"13,910,480,500",
34020,Doosan_Heavy_Industries,Industrials_&_Machinery,2022,Q2,"4,024,955,192,140","10,192,248,613,802","14,217,203,805,942","5,251,515,101,391","1,934,363,488,369","7,185,878,589,760","-79,178,877,917","7,031,325,216,182",1320100798810.0,20707506888.0,-233857790983.0,-231061790634.0,-231061790634.0,"3,240,986,300,000",
42660,Daewoo_Shipbuilding_&_Marine_Engineering,Industrials_&_Machinery,2022,Q2,"7,533,299,220,220","4,297,169,342,141","11,830,468,562,361","9,194,975,106,432","1,180,996,435,078","10,375,971,541,510","-1,736,810,438,851","1,454,497,020,851",1173752067481.0,-106790182411.0,-182163381758.0,-182163381758.0,-182163381758.0,"541,453,345,000",
42670,Doosan_Infracore,Industrials_&_Machinery,2022,Q2,"1,634,558,309,113","1,975,104,083,888","3,609,662,393,001","2,040,149,740,647","382,392,447,248","2,422,542,187,895","821,587,001,061","1,187,120,205,106",1057864572104.0,73478378326.0,78742375793.0,60152898475.0,60152898475.0,"197,735,271,000",
47810,Korea_Aerospace_Industries,Industrials_&_Machinery,2022,Q2,"3,988,083,098,939","2,232,536,115,892","6,220,619,214,831","3,306,248,999,907","1,553,530,216,591","4,859,779,216,498","745,149,337,087","1,360,839,998,333",665678193582.0,36435217111.0,63374167270.0,51798241571.0,51798241571.0,"487,375,535,000",
64350,Hyundai_Rotem,Industrials_&_Machinery,2022,Q2,"2,866,778,296,000","1,405,103,998,000","4,271,882,294,000","2,234,130,400,000","753,591,147,000","2,987,721,547,000","-33,662,339,000","1,284,160,747,000",765854148000.0,30633727000.0,31318730000.0,28063660000.0,28063660000.0,"545,711,465,000",
64960,S&T_Motiv,Industrials_&_Machinery,2022,Q2,"717,438,852,652","491,610,808,347","1,209,049,660,999","305,881,408,417","51,007,452,096","356,888,860,513","759,825,716,171","852,160,800,486",211397881828.0,20161618765.0,29930818292.0,21918147618.0,21918147618.0,"73,115,680,000",
82740,Doosan_Engine,Industrials_&_Machinery,2022,Q2,"390,253,028,525","478,591,636,840","868,844,665,365","545,879,295,679","190,146,906,399","736,026,202,078","-145,575,408,772","132,818,463,287",186318702830.0,-29651037785.0,-32560310908.0,-31546840274.0,-31546840274.0,"46,721,246,000",
97230,HHI_Heavy_Industries,Industrials_&_Machinery,2022,Q2,"905,456,000,000","1,496,027,000,000","2,401,483,000,000","890,113,000,000","1,103,697,000,000","1,993,810,000,000","-1,380,513,000,000","407,673,000,000",445257000000.0,2245000000.0,-12920000000.0,-14152000000.0,-14152000000.0,"416,371,000,000",
