,name,year,quarter,sector,Relative Return,이익잉여금 변화율,부채총계 변화율,매출액 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,유동자산 변화율,Label,Code
9,조선내화,2022,Q3,철강_소재,0.0007924334269140132,0.001907992374612144,0.15399016188681847,-0.06681435738702624,-0.9388101573351061,0.624039265223985,0.015617950612269782,0.12929673357272164,000480
9,영풍,2022,Q3,철강_소재,0.29243453105298334,-0.013187655926474418,-0.012518076581978455,-0.021745133223447177,-3.5660620825990192,-0.013799849563343902,-0.060524716770642084,-0.19892443087406253,000670
9,동국제강,2022,Q3,철강_소재,-0.12025716539876316,0.12772149887489292,-0.12130599584766266,-0.1354014875790347,-6.419078132415884,0.2283218191078964,-0.11036348453211065,0.008803968088918833,001230
9,세아베스틸,2022,Q3,철강_소재,0.10859857971196203,-0.001914271210727292,-0.04983544525734218,0.34851560339528964,0.42180289809777927,-0.005705056177804146,-0.420583406025276,0.21857325560664387,001430
9,고려제강,2022,Q3,철강_소재,-0.11527759164887477,0.009394948612524878,-0.04376518073261071,-0.09504439065996295,-0.06499689455846003,0.012885913857792586,-0.03580688643189278,0.18377656778504414,002240
9,세아제강,2022,Q3,철강_소재,-0.2145597434463611,0.00611130869022225,0.29724537665643136,-0.36958154947851596,5.434645214687112,0.46200367741596904,-0.182344139671329,0.0488594805333885,003030
9,현대제철,2022,Q3,철강_소재,-0.07399040146856845,0.021053957475607454,-0.05918658466540905,-0.07905821637476984,-0.5671317537651226,-0.061330692188295566,-0.05573891616040094,0.09820558012017783,004020
9,삼광글라스,2022,Q3,철강_소재,-0.14135042371594314,0.20063043992394491,0.02866025163318442,0.025959239163649173,-3.0522499687905573,-0.0035659636124424354,0.18667448266897124,-0.03292159565962588,005090
9,POSCO,2022,Q3,철강_소재,0.11231796104045152,-0.019639054957252156,-0.07239692590849056,-0.04735442862519412,-1.8113054909935142,-0.02711819659881498,-0.14846740424682037,0.15154149298591688,005490
9,무림P&P,2022,Q3,철강_소재,-0.040561255162158555,0.05352545848727597,0.057810475496817615,0.40581612371175946,-6.839464284987683,0.07656002184759991,0.19624453433706446,-0.17689267089963867,009580
9,고려아연,2022,Q3,철강_소재,0.08485366462579058,0.014700698749829044,0.3166956543732813,-0.0016374679993841346,-0.5854176997857576,0.028502310818652843,0.1192470159142276,-0.07582018643055709,010130
9,풍산,2022,Q3,철강_소재,0.09121509174023877,0.020443596995413982,-0.09303991526530031,-0.13392042139965765,-0.6249652610569862,0.012765161213850185,-0.060752610876483426,0.2826578363715629,103140
9,한국철강,2022,Q3,철강_소재,-0.10753713642375409,0.12445956319521345,-0.05840635707650321,-0.10336096233471204,1.3682136367535191,0.05544024694550265,0.0227376865384179,0.18075517685300932,104700
