,name,year,quarter,sector,Relative Return,이익잉여금 변화율,부채총계 변화율,매출액 변화율,법인세차감전 순이익 변화율,비유동부채 변화율,유동자산 변화율,Label,Code
14,조선내화,2021,Q2,철강_소재,-0.03153426773795297,0.057775907998172116,-0.007214949241382995,-0.030128934925684248,11.392949269740228,0.09517545068511257,-0.20325461622947116,0.07722297134182479,000480
14,영풍,2021,Q2,철강_소재,-0.008592319436373275,0.007155265214077167,0.022265270096512024,0.08741492933003858,-0.7839186298779928,0.006496172225048724,0.019424154484484424,0.0676530318612917,000670
14,동국제강,2021,Q2,철강_소재,-0.1763557107782743,0.19448464363902374,0.05479534797100749,0.30966612494297596,1.0649522672623637,0.14934233073009828,0.20459893344617974,-0.05809848383616125,001230
14,세아베스틸,2021,Q2,철강_소재,-0.1510698486409106,0.047450050783380826,0.06306314622442577,0.21970481129551356,0.09675080009415793,-0.006008102501117163,0.15882835088921854,-0.21023237478733556,001430
14,고려제강,2021,Q2,철강_소재,0.012190068395831767,0.007799811136542045,-0.010449239567150714,0.1323529623701749,-0.2948382631797133,0.035674625560887296,0.005583083190845439,-0.03614379296018116,002240
14,세아제강,2021,Q2,철강_소재,0.08333906833819155,0.0009958155317673079,-0.3349892983628773,-0.7265619356291466,-0.8642524246396354,0.03717646770863703,-0.6368113011184764,0.7001081532030333,003030
14,현대제철,2021,Q2,철강_소재,-0.09218895526062851,0.02486202700969775,-0.012237227399412576,0.14443092196710272,0.32256648843207025,-0.03744276824555637,0.049674912170537544,-0.11740833226314312,004020
14,삼광글라스,2021,Q2,철강_소재,0.052134764639286325,0.06939658009394067,-0.004689569527242199,0.00520391950609822,-0.5878806416918541,0.2465435038870576,-0.019578374025646883,0.08282846965586767,005090
14,POSCO,2021,Q2,철강_소재,-0.12454951514294245,0.023238128633400246,-0.03076951281256457,0.18933617418940374,0.401463236037946,0.002719437086357246,0.032354236345461196,-0.07695380850330745,005490
14,무림P&P,2021,Q2,철강_소재,-0.13984041884129564,0.039191134838674646,-0.014262137603505476,0.1216088002621889,-3.0981242087337186,-0.12172053252579884,0.01999638985880292,-0.11170766806853002,009580
14,고려아연,2021,Q2,철강_소재,0.1590439029437895,0.027800893257592163,0.09238458278486394,0.0800402455896283,-0.08203166466799983,0.014721391083970525,0.027774813803628895,0.024197738400345406,010130
14,풍산,2021,Q2,철강_소재,-0.14676963557666972,0.09673380001830734,0.051071437503094286,0.4148505970065728,0.8301093991101607,-0.009219073090116381,0.10787872395181708,-0.04943282950503166,103140
14,한국철강,2021,Q2,철강_소재,-0.19996806412177934,0.30455350221683597,-0.09505040581169022,0.756440214812591,2.499410413144431,0.05403549241639993,-0.011185310895059142,0.023378628699684968,104700
