,Feature,Importance
0,F_이익잉여금 변화율,0.200016087858125
1,F_부채총계 변화율,0.19862583548456667
2,F_매출액 변화율,0.18723748373531496
3,F_법인세차감전 순이익 변화율,0.14852920955064672
4,F_비유동부채 변화율,0.134822197465532
5,F_유동자산 변화율,0.13076918590581468
