,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,국제유가 변화율,금리 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
1,경방,2024,Q3,경기소비재,0.09305574478690715,-0.163635658187813,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,-0.02886037179999912,000050
1,하이트진로,2024,Q3,생활소비재,0.06823672954739804,-0.0866808112952705,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,-0.09038091063838459,000080
1,유한양행,2024,Q3,헬스케어,0.5302977539193272,0.27259044526318665,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,-0.07720671896762361,000100
1,CJ대한통운,2024,Q3,산업재,-0.045049518370987585,0.9323574897996776,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,0.07174232802373501,000120
1,두산,2024,Q3,산업재,0.576339132409057,0.7615812577001586,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,0.2714160839160839,000150
1,대림산업,2024,Q3,건설,-0.13955218472851136,-1.3370594443808235,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,-0.026899026899026957,000210
1,일동제약,2024,Q3,헬스케어,-0.0836245273219364,-1.1437246559662149,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,-0.20398249218684314,000230
1,한국타이어월드와이드,2024,Q3,경기소비재,0.19368652376094134,-0.3856314739505554,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,-0.13537504162504166,000240
1,기아차,2024,Q3,경기소비재,-0.008185102997293248,-0.5035046148237751,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,-0.005379445881629259,000270
1,조선내화,2024,Q3,철강_소재,0.08784612279377998,-2.337591745798588,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,-0.09158966033966043,000480
1,동아쏘시오홀딩스,2024,Q3,헬스케어,0.10673495881254522,-2.984539108470846,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,-0.23453288397382438,000640
1,SK하이닉스,2024,Q3,정보기술,0.08992808521243906,0.3096333659206143,-0.05674568795778523,-0.11983510689291532,-0.09523809523809512,-0.2377021247854798,0.02398203218323508,000660
