code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
50,경방,경기소비재,2024,Q2,2024-08-14,"89,691,092,771","1,062,819,165,861","1,152,510,258,632","207,803,936,633","179,339,863,368","387,143,800,001","782,671,937,937","765,366,458,631",70707865513.0,-791763206.0,9833562946.0,7608693134.0,7608693134.0,"13,707,635,000",7608208896.0,,7608693134.0,"93,757,108",,,,,,,,
240,한국타이어월드와이드,경기소비재,2024,Q2,2024-08-14,"757,007,933,186","2,429,916,481,586","3,186,924,414,772","464,053,726,300","75,804,395,665","539,858,121,965","903,701,799,551","2,647,066,292,807",227779855780.0,28927952861.0,30249334170.0,22068764215.0,22068764215.0,"47,467,620,000",21535996044.0,,,,,,,,,,,
270,기아차,경기소비재,2024,Q2,2024-08-14,"20,174,354,000,000","33,524,613,000,000","53,698,967,000,000","14,790,145,000,000","4,609,250,000,000","19,399,395,000,000","31,192,993,000,000","34,299,572,000,000",16665620000000.0,2883384000000.0,3017450000000.0,2251719000000.0,2251719000000.0,"2,139,317,000,000",2209248000000.0,,,,,,,,,,,
1740,SK네트웍스,경기소비재,2024,Q2,2024-08-14,"2,002,148,000,000","2,628,553,000,000","4,630,701,000,000","2,026,687,000,000","719,106,000,000","2,745,793,000,000","527,102,000,000","1,884,908,000,000",1300548000000.0,6669000000.0,11790000000.0,3618000000.0,3618000000.0,"648,654,000,000",1432000000.0,,,,,,,,,,,
2350,넥센타이어,경기소비재,2024,Q2,2024-08-14,"1,507,031,415,007","2,025,032,902,848","3,532,064,317,855","943,706,882,668","825,411,410,598","1,769,118,293,266","1,650,064,025,553","1,762,946,024,589",584126665450.0,61392708245.0,84533006077.0,64898815633.0,64898815633.0,"54,083,938,500",65434003490.0,,,,,,,,,,,
3200,일신방직,경기소비재,2024,Q2,2024-08-14,"186,069,337,326","498,321,285,605","684,390,622,931","92,478,120,639","14,622,887,461","107,101,008,100","574,821,922,122","577,289,614,831",78363352612.0,1229430854.0,15882447221.0,12801659794.0,12801659794.0,"12,000,000,000",12800182231.0,,,,,,,,,,,
3620,쌍용차,경기소비재,2024,Q2,2024-08-14,"1,323,394,914,009","1,528,956,562,884","2,852,351,476,893","1,119,775,634,659","524,864,837,553","1,644,640,472,212","-1,055,034,181,482","1,207,711,004,681",958515511654.0,10510757334.0,31477934477.0,31477934477.0,31477934477.0,"976,265,225,000",31493305659.0,,,,,,,,,,,
4150,한솔홀딩스,경기소비재,2024,Q2,2024-08-13,"51,638,605,323","405,733,560,045","457,372,165,368","8,010,941,814","4,811,327,537","12,822,269,351","342,916,857,247","444,549,896,017",5511665300.0,2059200532.0,2588515834.0,2000760908.0,2000760908.0,"42,008,577,000",2013568063.0,,,,3452464768.0,,,,,,,
4170,신세계,경기소비재,2024,Q2,2024-08-14,"670,417,944,398","8,098,486,876,349","8,768,904,820,747","2,784,566,340,243","1,837,847,243,412","4,622,413,583,655","3,661,933,867,556","4,146,491,237,092",483637645678.0,45882863688.0,18067781871.0,12670229899.0,12670229899.0,"49,225,905,000",-5492828225.0,,,,,,,,,,,
4490,세방전지,경기소비재,2024,Q2,2024-08-14,"819,398,450,944","867,007,330,690","1,686,405,781,634","313,438,915,246","11,463,028,738","324,901,943,984","1,332,686,318,771","1,361,503,837,650",383951677596.0,39915313365.0,51560688425.0,41550356464.0,41550356464.0,"7,000,000,000",41109755887.0,,,,,,,,,,,
