,name,sector,year,quarter,Relative Return,자본총계변화율,비유동부채변화율,비유동자산변화율,이익잉여금변화율,자산총계변화율,Label,Code
14,Doosan_Corp,Conglomerate,2021,Q1,-0.16438860047007242,-0.021080142930058443,0.1722301268323353,0.12165294205743815,-0.020602580306436247,0.025816667109242797,-0.11414267375756469,000150
14,DL_Holdings,Conglomerate,2021,Q1,-0.19171648502920763,-0.21501002569757688,0.4410104661536678,0.07226056862978081,-0.07629522985208492,0.6741957346080663,0.0,000210
14,Dong-A_Socio_Holdings,Conglomerate,2021,Q1,-0.3038862126877278,-0.031077646162066763,0.1222322407554286,0.027557185740729517,-0.04617200999638982,-0.03347650800590296,-0.19810136566806386,000640
14,Hanwha_Corp,Conglomerate,2021,Q1,-0.15387976552789134,0.01771557273031299,-0.01830424213874582,-0.07100429869727298,0.024309973372858673,-0.0874822672639941,0.04418485237483949,000880
14,CJ_Corp,Conglomerate,2021,Q1,-0.12989862404368988,0.004444363009906471,-123.34687381617577,0.003895211083354999,0.007214015153665154,-0.012581206382162868,-0.05045245468937586,001040
14,LG_International,Conglomerate,2021,Q1,0.3261397276494966,-0.059497489546852744,0.07551590209028214,-0.047606606498153514,-0.038799655451517534,-0.08478062575353795,0.20030177068687977,001120
14,Orion_Corp,Agriculture_&_Food,2021,Q1,-0.170773852597417,0.00734864241045452,-0.025645294177804923,-0.005407977172865008,0.17144698001206238,-0.010938454448414126,0.013974209359318424,001800
14,LG_Corp,Conglomerate,2021,Q1,-0.09051517691278846,0.14947130892655425,0.013652575093253017,0.000825341305360161,-0.01770741323865499,-0.05511737950815632,-0.03828867571663053,003550
14,Namyang_Dairy_Products,Agriculture_&_Food,2021,Q1,-0.1503925587679416,0.010517469736314511,0.02134883209970595,0.022214058111613255,0.010311117061419073,0.007690746926322101,-0.007955909184450848,003920
14,Hansol_Holdings,Conglomerate,2021,Q1,-0.1604674152076463,-0.0011046265290972634,-6.001271609383496,-0.01904946410010555,-2.9011214084613055,-0.026881043041698582,-0.01974914276026011,004150
14,Nongshim,Agriculture_&_Food,2021,Q1,-0.3078265170762418,0.002674479351832182,0.003652539005622457,-0.004364826228337115,0.0026145880376763353,-0.00992349048257779,-0.12214362455385658,004370
14,Binggrae,Agriculture_&_Food,2021,Q1,-0.30234410735607753,0.013356075448224258,-0.09785690971745198,-0.00032687344172765975,0.8387682230337139,-0.038069515062695736,-0.01284716785748937,005180
14,Hyundai_Green_Food,Agriculture_&_Food,2021,Q1,-0.09200782216202738,-0.07423168875810027,-0.19257846043024163,-0.154162455203678,-0.05113421693232012,-0.06926346083440138,0.13608907996087183,005440
14,SPC_Samlip,Agriculture_&_Food,2021,Q1,-0.09214506199451636,-0.003388878591936484,0.01855564649815089,0.010197106758911612,-0.0035235836746017046,0.013573877651216537,-0.05862680074169167,005610
14,Crown_Confectionery,Agriculture_&_Food,2021,Q1,-0.2890617375519686,-0.009614555782141654,-0.0037729178822523135,-0.0001585255520830664,-0.014968991811266985,-0.012439897918259613,0.04250611545095148,005740
14,LS_Corp,Conglomerate,2021,Q1,0.05049870200847095,-0.005773018749322345,-7.381451714461029e-05,0.007817621759851234,-0.005165849851235249,-0.015416817125290416,-0.10886733457161099,006260
14,Ottogi,Agriculture_&_Food,2021,Q1,-0.25371534481427155,-0.004487570008218089,-0.1863370080731146,-0.002870955682753973,-0.004934930675029925,-0.11073438698087856,-0.07598791185280279,007310
14,Muhak,Agriculture_&_Food,2021,Q1,-0.15765302375428086,0.017072125335058308,0.7253015050422221,-0.13474442132469733,0.01730222639915846,-0.08053843911081149,-0.10735397499115004,033920
14,SK_Holdings,Conglomerate,2021,Q1,-0.051679821222683886,-0.058664956619878916,-0.006678552375102065,-0.04738562180467909,-0.07695679506911923,-0.0694092253534051,0.10455323614166472,034730
14,Farmsco,Agriculture_&_Food,2021,Q1,-0.2509436056838368,-0.0393788473012151,-0.08421725590664098,-0.010330511602304027,-0.05651625344003741,-0.05395207387456913,0.36735558408215657,036580
14,Dongwon_F&B,Agriculture_&_Food,2021,Q1,-0.22251569733053211,-0.016228943544642993,-0.0001781130810678544,-0.020057537353956212,0.5600527866922826,-0.031588297661170106,0.006867114027978641,049770
14,Halla_Holdings,Conglomerate,2021,Q1,-0.06230542677009873,-0.061992870208238404,-0.5332366991251813,0.015364155750294373,-0.06955361925678138,-0.09997654602420014,0.002491582038994772,060980
14,GS_Holdings,Conglomerate,2021,Q1,-0.04394643282438604,0.016528238096497283,-0.24651711168121238,-0.0004969072856362278,0.025025666863545792,-0.032282162426948036,-0.028435966671547262,078930
14,Samyang_Foods,Agriculture_&_Food,2021,Q1,-0.16299070713311212,-0.034286027257209195,0.2179140942144392,-0.04014610575105437,-0.07612192320540334,-0.05806633721937016,-0.12449104878679079,145990
