,0
Relative Return,0.13537289099991928
자본총계변화율,0.09632548803093538
비유동부채변화율,0.08913529717295939
비유동자산변화율,0.08110221953081709
이익잉여금변화율,0.07860683125852147
자산총계변화율,0.07716212425634081
