,name,sector,year,quarter,Relative Return,자본총계변화율,비유동부채변화율,비유동자산변화율,이익잉여금변화율,자산총계변화율,Label,Code
4,Doosan_Corp,Conglomerate,2023,Q3,-0.12121228960672698,0.0035865908306648153,-0.08509017979901912,-0.019620124704323283,0.0031808135531959936,-0.03339766075329509,0.2807863441068099,000150
4,DL_Holdings,Conglomerate,2023,Q3,-0.2708427984706853,0.0005416809406367795,0.07098992406158755,0.0005905265150185635,0.0003100934171623715,-0.0040830494857624355,0.0688781787577624,000210
4,Dong-A_Socio_Holdings,Conglomerate,2023,Q3,-0.04452284024207545,-0.0009552028056170059,-0.00017082632916998186,-0.012203660969995367,-0.0014097993813733112,-0.004372109865950824,0.22592378432705484,000640
4,Hanwha_Corp,Conglomerate,2023,Q3,0.09092030536674629,-0.005861671109806954,-0.2831172653168097,-0.013198961615623173,-0.005070895330064884,-0.025744399948512964,-0.16449644819195325,000880
4,CJ_Corp,Conglomerate,2023,Q3,-0.3908602830322851,-0.004096622552653084,-0.025254475159158796,-0.0316585615253433,-0.006561338116065185,-0.031067612466071592,0.35268798576114657,001040
4,LG_International,Conglomerate,2023,Q3,0.18677654695353818,-0.02466843578952993,0.007746569885857202,-0.02742155251975409,-0.020397960725368147,-0.0427774402702068,-0.17041264271183396,001120
4,Orion_Corp,Agriculture_&_Food,2023,Q3,-0.18571380198672288,-0.0014432566163897764,-0.0043341107601491125,-0.0024569212130651774,-0.06838789522540623,-0.002235394565961668,0.08069442329002781,001800
4,LG_Corp,Conglomerate,2023,Q3,0.01967321713834394,-0.0025304598282456237,-0.014377794762847618,-0.006988829396100016,-0.010798227349275269,-0.002280500908119709,-0.008985683846091351,003550
4,Namyang_Dairy_Products,Agriculture_&_Food,2023,Q3,-0.09321939934588515,0.006186335668034726,0.020107263389877117,0.01590048318359938,0.006101072294212084,0.005365538647506551,-0.09338576647435151,003920
4,Hansol_Holdings,Conglomerate,2023,Q3,-0.08808827076842242,-0.007801752036582288,0.058830545937360146,0.002044436165253849,-0.010188046420169128,-0.004726070847253849,-0.05198079000340141,004150
4,Nongshim,Agriculture_&_Food,2023,Q3,0.02275429031383186,-0.016036162447492508,0.028774285245781184,-0.010359406527498782,-0.016540520193583097,-0.018865763121448387,0.22380246365383405,004370
4,Binggrae,Agriculture_&_Food,2023,Q3,0.08914278320998921,-0.06308393520003364,0.007632707849610565,0.010765085323088952,-1.0009816047653333,-0.06732187345079721,0.20999055591201393,005180
4,Hyundai_Green_Food,Agriculture_&_Food,2023,Q3,0.0,-0.383021752709626,-0.36594538993286485,-0.36498291371777736,0.002978315583453406,-0.3600473879956998,-0.016496192633558143,005440
4,SPC_Samlip,Agriculture_&_Food,2023,Q3,-0.047168361184918364,-0.025948718244346303,0.054087860571124025,0.04518686145422213,-0.02722079096604868,0.0006004251865308063,0.0021413292648333193,005610
4,Crown_Confectionery,Agriculture_&_Food,2023,Q3,-0.08446177544757494,0.00285665824821435,-0.008199403998065291,0.0004764024831023228,0.004558357255376233,8.900658114585625e-05,-0.05342509973931412,005740
4,LS_Corp,Conglomerate,2023,Q3,0.10833518155565101,-0.04853110346944889,0.17529561557362228,-0.041351272135183414,-0.05658972267002893,-0.020044249784513468,0.12645350472790393,006260
4,Ottogi,Agriculture_&_Food,2023,Q3,-0.1616930765160853,-0.02466785286661377,-0.006153775652151694,0.0006264116097307593,-0.025665620279390122,-0.021681793856036746,-0.033781572228582406,007310
4,Muhak,Agriculture_&_Food,2023,Q3,0.012459265319183357,-0.005269935317893992,0.18461131487913118,0.2611486992422304,-0.005472279046010664,0.043467551833645146,0.043374886553684454,033920
4,SK_Holdings,Conglomerate,2023,Q3,-0.18516967811768692,0.0024003029229469064,-0.016478001830337652,-0.011185537492520492,0.002715063108194249,-0.022635298338889775,0.015139366603735584,034730
4,Farmsco,Agriculture_&_Food,2023,Q3,0.11638582656281778,-0.0201563702162868,0.04905456142051656,-0.0026889326148487047,-0.030548509106162136,-0.021242159558940932,-0.22191460051675477,036580
4,Dongwon_F&B,Agriculture_&_Food,2023,Q3,-0.172462648905376,-0.0390234182278788,-0.6905977322918218,-0.07921191388774163,-0.8590753456751412,-0.14575537289619578,0.13313234784005276,049770
4,Halla_Holdings,Conglomerate,2023,Q3,0.1289010890780803,-0.010951058640152,-0.00457777905772061,-0.004739294799558813,-0.010204409822102578,0.010279613756902783,-0.008826159963525475,060980
4,GS_Holdings,Conglomerate,2023,Q3,-0.15179964650070407,-0.026303900491038812,-0.00649251912658233,-0.0036046623026073643,-0.03735759724236121,-0.023278239573965243,0.12849915989931143,078930
4,Samyang_Foods,Agriculture_&_Food,2023,Q3,0.0014443164600173447,-0.04658344361238842,-0.02032275206054046,-0.029773787100686233,-0.07913642571082224,-0.04406120098805166,0.07935737240605341,145990
