code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익
004000,삼성정밀화학,에너지_화학,2015,Q4,2016-03-30,"580,070,984,655","1,057,336,767,227","1,637,407,751,882","180,144,637,527","332,712,772,091","512,857,409,618","652,324,108,993","1,124,550,342,264",1162112864216,11752123501,62164382458,44152629482,,
004000,삼성정밀화학,에너지_화학,2016,Q1,2016-05-16,"519,524,497,274","998,220,240,694","1,517,744,737,968","142,721,992,671","327,976,073,941","470,698,066,612","574,820,438,085","1,047,046,671,356",285752117565,-20598812842,-81378103121,-64768670908,,
004000,삼성정밀화학,에너지_화학,2016,Q2,2016-08-16,"558,539,708,384","978,177,327,358","1,536,717,035,742","144,248,575,029","328,162,517,954","472,411,092,983","592,079,709,488","1,064,305,942,759",292737094527,24197935445,22417070758,17259271403,,
004000,삼성정밀화학,에너지_화학,2016,Q3,2016-11-14,"545,797,149,775","958,870,453,003","1,504,667,602,778","215,935,449,895","216,778,292,515","432,713,742,410","599,727,627,097","1,071,953,860,368",284819174080,10892792400,9693778881,7647917609,,
004000,삼성정밀화학,에너지_화학,2016,Q4,2017-03-31,"566,666,492,362","925,834,856,307","1,492,501,348,669","201,287,234,777","215,955,011,933","417,242,246,710","610,636,926,969","1,075,259,101,959",247365452265,17381699207,7208196094,6807585946,,
004000,삼성정밀화학,에너지_화학,2017,Q1,2017-05-15,"613,397,199,787","913,486,962,558","1,526,884,162,345","217,930,418,867","216,805,683,500","434,736,102,367","627,525,884,988","1,092,148,059,978",287045206832,22264406411,31015434709,24529958019,,
004000,삼성정밀화학,에너지_화학,2017,Q2,2017-08-14,"769,783,183,740","900,338,239,628","1,670,121,423,368","351,751,832,648","198,942,289,419","550,694,122,067","654,805,126,311","1,119,427,301,301",322178410872,33901949226,35689080440,27279241323,,
004000,삼성정밀화학,에너지_화학,2017,Q3,2017-11-14,"670,301,581,639","895,171,806,263","1,565,473,387,902","330,936,086,662","91,480,503,468","422,416,590,130","678,434,622,782","1,143,056,797,772",308655542846,30120213288,31030671467,23629496471,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2017,Q4,2018-04-02,"694,929,462,673","887,545,346,001","1,582,474,808,674","353,560,654,271","94,032,794,637","447,593,448,908","672,278,796,930","1,134,881,359,766",239458848369,26069413505,-9558588977,-5701046680,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2018,Q1,2018-05-15,"765,850,463,449","881,883,792,328","1,647,734,255,777","374,277,183,353","95,117,362,444","469,394,545,797","715,737,147,144","1,178,339,709,980",336013780297,49874641445,81284920958,63834350214,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2018,Q2,2018-08-14,"743,377,371,344","892,716,149,980","1,636,093,521,324","313,574,449,471","97,118,860,055","410,693,309,526","762,797,648,962","1,225,400,211,798",355121528593,73127289247,61932259456,47060501818,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2018,Q3,2018-11-14,"692,507,031,958","898,846,236,828","1,591,353,268,786","238,996,095,246","89,106,092,088","328,102,187,334","800,648,518,616","1,263,251,081,452",343994692567,48784590506,49816066730,37850869654,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2018,Q4,2019-04-01,"714,906,297,793","882,591,761,705","1,597,498,059,498","228,483,153,540","90,916,831,616","319,399,985,156","824,334,090,925","1,278,098,074,342",334969267658,38710454719,31471903806,24097083249,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2019,Q1,2019-05-15,"808,535,379,635","891,573,946,043","1,700,109,325,678","286,303,488,960","92,538,853,703","378,842,342,663","867,502,999,598","1,321,266,983,015",327255571440,37848828158,106436390203,86467908673,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2019,Q2,2019-08-14,"759,366,355,191","883,767,569,655","1,643,133,924,846","269,385,490,271","14,443,157,952","283,828,648,223","905,541,293,206","1,359,305,276,623",330754819724,52628887656,55798248787,38038293608,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2019,Q3,2019-11-14,"817,617,321,014","877,457,176,328","1,695,074,497,342","277,310,774,632","17,847,865,302","295,158,639,934","946,151,873,991","1,399,915,857,408",324071647917,51527778499,54635243281,40610580785,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2019,Q4,2020-03-30,"858,069,351,911","855,760,636,764","1,713,829,988,675","280,945,731,147","12,015,135,814","292,960,866,961","969,040,289,243","1,420,869,121,714",328722107042,47983202317,41136726174,30491432355,"129,000,000,000",
004000,삼성정밀화학,에너지_화학,2020,Q1,2020-05-15,"904,816,555,977","894,355,530,705","1,799,172,086,682","346,392,646,906","19,573,023,112","365,965,670,018","981,377,584,193","1,433,206,416,664",350556540055,51413538928,79421233441,55636294950,"129,000,000,000",
