code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
009830,한화케미칼,에너지_화학,2015,Q4,2016-03-30,"858,151,332,463","6,118,032,616,037","6,976,183,948,500","1,209,653,893,027","1,856,568,714,465","3,066,222,607,492","2,370,592,436,165","3,909,961,341,008",3269466053635,187803840531,44179109062,31339091465,31339091465,,
009830,한화케미칼,에너지_화학,2016,Q1,2016-05-16,"1,035,802,194,849","6,127,753,291,436","7,163,555,486,285","1,345,277,163,720","1,822,757,110,178","3,168,034,273,898","2,463,801,529,471","3,995,521,212,387",780701735195,64817726924,148985868296,117724776356,117724776356,,
009830,한화케미칼,에너지_화학,2016,Q2,2016-08-16,"1,009,345,149,567","6,122,795,462,194","7,132,140,611,761","1,334,696,683,897","1,719,194,066,595","3,053,890,750,492","2,532,669,547,595","4,078,249,861,269",870660911049,125481414467,103476817144,82705928104,82705928104,,
009830,한화케미칼,에너지_화학,2016,Q3,2016-11-14,"950,365,065,457","6,158,306,445,967","7,108,671,511,424","1,304,024,473,604","1,656,630,642,467","2,960,655,116,071","2,602,394,453,147","4,148,016,395,353",876915753586,106413290943,87316873434,69724905552,69724905552,,
009830,한화케미칼,에너지_화학,2016,Q4,2017-03-31,"1,178,854,688,165","6,153,722,070,253","7,332,576,758,418","1,349,687,362,601","1,748,961,744,616","3,098,649,107,217","2,656,186,897,495","4,233,927,651,201",954511696277,103596807677,59568706395,81832089919,81832089919,,
009830,한화케미칼,에너지_화학,2017,Q1,2017-05-15,"1,360,679,173,426","6,161,118,741,629","7,521,797,915,055","1,380,185,589,925","1,691,895,060,054","3,072,080,649,979","2,871,572,635,145","4,449,717,265,076",971213515449,157727342112,347357278874,272923870350,272923870350,,
009830,한화케미칼,에너지_화학,2017,Q2,2017-08-11,"1,052,107,162,428","6,370,553,600,106","7,422,660,762,534","1,263,711,774,821","1,594,775,080,635","2,858,486,855,456","2,983,189,468,733","4,564,173,907,078",976621104395,157301863122,146988212573,111616833588,111616833588,,
009830,한화케미칼,에너지_화학,2017,Q3,2017-11-14,"1,290,421,613,241","6,354,087,381,676","7,644,508,994,917","1,326,809,329,941","1,650,521,971,118","2,977,331,301,059","3,085,310,977,955","4,667,177,693,858",999680231963,162390659639,151224038878,102121509222,102121509222,"829,665,480,000",
009830,한화케미칼,에너지_화학,2017,Q4,2018-03-30,"1,210,507,913,724","6,273,105,929,147","7,483,613,842,871","1,473,423,456,176","1,312,357,154,730","2,785,780,610,906","3,104,399,054,103","4,697,833,231,965",1017923894033,110969478284,-7164793512,16612538604,16612538604,"829,665,480,000",
009830,한화케미칼,에너지_화학,2018,Q1,2018-05-15,"1,421,706,270,393","6,251,450,816,422","7,673,157,086,815","1,424,258,408,188","1,301,893,906,331","2,726,152,314,519","3,355,545,793,033","4,947,004,772,296",1018365439456,144419267129,396962363229,308684871630,308684871630,"829,665,480,000",
009830,한화케미칼,에너지_화학,2018,Q2,2018-08-14,"1,385,633,836,001","6,251,235,463,634","7,636,869,299,635","1,347,414,872,816","1,212,201,893,530","2,559,616,766,346","3,499,727,971,611","5,077,252,533,289",1052954936281,175907788936,182451096181,134351702322,134351702322,"821,170,655,000",
009830,한화케미칼,에너지_화학,2018,Q3,2018-11-14,"1,359,523,903,834","6,701,653,537,450","8,061,177,441,284","1,537,266,005,083","1,234,712,079,038","2,771,978,084,121","3,712,301,783,278","5,289,199,357,163",1019286891822,80430775438,274161643704,211798991041,211798991041,"821,170,655,000",
009830,한화케미칼,에너지_화학,2018,Q4,2019-03-29,"1,113,476,758,967","6,707,113,045,500","7,820,589,804,467","1,489,911,942,701","1,179,387,648,696","2,669,299,591,397","3,612,824,411,042","5,151,290,213,070",907057701216,-47104345813,-177005324963,-127893654711,-127893654711,"821,170,655,000",
009830,한화케미칼,에너지_화학,2019,Q1,2019-05-15,"1,212,554,872,859","6,749,815,682,729","7,962,370,555,588","1,533,498,618,183","1,249,015,147,168","2,782,513,765,351","3,674,059,213,424","5,179,856,790,237",821747429047,50178103328,121462788752,94137815432,94137815432,"821,170,655,000",
009830,한화케미칼,에너지_화학,2019,Q2,2019-08-14,"1,079,800,469,840","6,837,714,827,303","7,917,515,297,143","1,435,195,603,511","1,272,772,981,300","2,707,968,584,811","3,671,072,527,289","5,209,546,712,332",884417399435,39933432166,38787925750,34171013435,34171013435,"821,170,655,000",
009830,한화케미칼,에너지_화학,2019,Q3,2019-11-14,"1,086,763,268,153","6,950,692,412,564","8,037,455,680,717","1,518,189,604,293","1,240,262,193,480","2,758,451,797,773","3,740,400,592,924","5,279,003,882,944",903532356711,57373986890,80640244292,69328065635,69328065635,"821,170,655,000",
009830,한화케미칼,에너지_화학,2019,Q4,2020-03-30,"1,286,347,193,507","6,958,249,950,087","8,244,597,143,594","1,440,102,687,354","1,788,823,371,986","3,228,926,059,340","3,475,671,767,148","5,015,671,084,254",839641935874,-13562470903,-321160542961,-264439364957,-264439364957,"821,170,655,000",
009830,한화케미칼,에너지_화학,2020,Q1,2020-05-15,"2,908,039,392,487","8,258,457,238,615","11,166,496,631,102","3,246,674,911,686","2,723,129,150,228","5,969,804,061,914","3,640,134,925,029","5,196,692,569,188",1469433262737,88966156385,210407950393,183792858144,183792858144,"821,170,655,000",
009830,한화케미칼,에너지_화학,2020,Q2,2020-08-13,"2,425,097,573,075","8,372,964,815,088","10,798,062,388,163","2,777,688,500,269","2,796,491,380,253","5,574,179,880,522","3,654,565,437,327","5,223,882,507,641",1326472735487,100476075439,79085769613,36010876828,36010876828,"821,170,655,000",
009830,한화케미칼,에너지_화학,2020,Q3,2020-11-16,"2,463,204,358,947","8,342,705,655,950","10,805,910,014,897","2,309,932,585,379","2,772,479,986,005","5,082,412,571,384","4,151,740,987,617","5,723,497,443,513",1452330477906,174829664568,561067019019,497175550290,497175550290,"821,170,655,000",
009830,한화케미칼,에너지_화학,2020,Q4,2021-03-17,"2,092,799,425,548","8,533,615,206,754","10,626,414,632,302","2,408,747,376,467","2,493,445,749,309","4,902,193,125,776","4,149,575,142,051","5,724,221,506,526",1469080595516,60731848895,-3773869802,-3123244275,-3123244275,"821,170,655,000",
009830,한화케미칼,에너지_화학,2021,Q1,2021-05-14,"3,583,529,923,079","8,616,321,578,074","12,199,851,501,153","2,307,669,322,108","2,530,507,931,532","4,838,177,253,640","4,445,454,901,270","7,361,674,247,513",1645585416737,221055842761,383616100149,295879759219,295879759219,"978,240,655,000",
009830,한화케미칼,에너지_화학,2021,Q2,2021-08-12,"3,912,843,273,432","9,944,524,627,116","13,857,367,900,548","2,973,481,639,713","3,213,231,296,931","6,186,712,936,644","4,824,549,274,006","7,670,654,963,904",1805685053922,137233276702,130107519253,112021944924,112021944924,"978,240,655,000",
009830,한화케미칼,에너지_화학,2021,Q3,2021-11-12,"3,239,870,043,481","10,961,927,385,535","14,201,797,429,016","3,169,407,291,533","3,263,355,827,901","6,432,763,119,434","4,923,111,678,361","7,769,034,309,582",1755725939258,100297757729,128878532744,98562404355,98562404355,"978,240,655,000",
009830,한화케미칼,에너지_화학,2021,Q4,2022-03-15,"3,275,438,326,167","12,034,621,377,218","15,310,059,703,385","3,718,289,023,121","3,749,136,222,766","7,467,425,245,887","4,981,805,487,404","7,842,634,457,498",2188688443791,99521606757,31754462243,40997498861,40997498861,"978,240,655,000",
009830,한화케미칼,에너지_화학,2022,Q1,2022-05-16,"3,252,270,425,773","12,999,179,605,114","16,251,450,030,887","4,336,660,669,279","4,043,184,874,918","8,379,845,544,197","5,064,650,860,086","7,871,604,486,690",2158014670981,123818684229,110303700604,82845372682,82845372682,"978,240,655,000",
