code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익
010620,현대미포조선,중공업,2015,Q4,2016-03-30,"2,197,580,776,000","2,423,703,602,000","4,621,284,378,000","2,280,139,853,000","651,918,248,000","2,932,058,101,000","1,225,341,256,000","1,689,226,277,000",3701784128000,40649263000,37334314000,25923462000,,
010620,현대미포조선,중공업,2016,Q1,2016-05-16,"2,090,315,204,000","2,461,949,403,000","4,552,264,607,000","2,152,536,333,000","572,777,285,000","2,725,313,618,000","1,277,282,692,000","1,826,950,989,000",912898465000,48090168000,67749855000,51941436000,,
010620,현대미포조선,중공업,2016,Q2,2016-08-16,"2,217,495,979,000","2,507,368,638,000","4,724,864,617,000","2,198,235,867,000","440,983,736,000","2,639,219,603,000","1,375,699,800,000","2,085,645,014,000",882530285000,52482945000,111111885000,98192220000,,
010620,현대미포조선,중공업,2016,Q3,2016-11-14,"1,918,065,650,000","2,674,707,133,000","4,592,772,783,000","1,895,844,394,000","426,154,680,000","2,321,999,074,000","1,411,669,694,000","2,270,773,709,000",787444325000,37746946000,44921617000,34499417000,,
010620,현대미포조선,중공업,2016,Q4,2017-03-31,"2,109,415,742,000","2,599,563,926,000","4,708,979,668,000","2,138,235,574,000","409,637,120,000","2,547,872,694,000","1,267,386,974,000","2,161,106,974,000",859305826000,25680506000,-144374986000,-144408953000,,
010620,현대미포조선,중공업,2017,Q1,2017-05-15,"1,713,499,722,000","2,720,379,104,000","4,433,878,826,000","1,782,088,338,000","374,249,862,000","2,156,338,200,000","1,294,321,331,000","2,277,540,626,000",747185659000,38342513000,36346464000,26831886000,,
010620,현대미포조선,중공업,2017,Q2,2017-08-14,"1,953,616,033,000","2,448,529,335,000","4,402,145,368,000","1,902,116,290,000","62,802,693,000","1,964,918,983,000","1,434,778,607,000","2,437,226,385,000",690023823000,37852996000,55293737000,140327735000,,
010620,현대미포조선,중공업,2017,Q3,2017-11-14,"1,721,448,154,000","2,143,392,944,000","3,864,841,098,000","1,438,158,395,000","67,769,854,000","1,505,928,249,000","1,591,565,686,000","2,358,912,849,000",514594726000,40027464000,210527904000,156843226000,"100,000,000,000",
010620,현대미포조선,중공업,2017,Q4,2018-04-02,"2,336,011,627,000","1,422,017,921,000","3,758,029,548,000","1,479,802,211,000","53,127,134,000","1,532,929,345,000","1,695,735,031,000","2,225,100,203,000",489542106000,-34637361000,124809089000,102458780000,"100,000,000,000",
010620,현대미포조선,중공업,2018,Q1,2018-05-14,"2,045,822,141,000","1,662,875,809,000","3,708,697,950,000","1,352,149,885,000","48,147,749,000","1,400,297,634,000","1,905,629,837,000","2,308,400,316,000",538927997000,17858537000,111726763000,83994738000,"100,000,000,000",
010620,현대미포조선,중공업,2018,Q2,2018-08-14,"2,073,467,374,000","1,820,767,000,000","3,894,234,374,000","1,569,899,871,000","49,457,885,000","1,619,357,756,000","1,872,104,711,000","2,274,876,618,000",555730487000,13969998000,-44194746000,-33525126000,"100,000,000,000",
