code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익
036580,팜스코,생활소비재,2015,Q4,2016-03-30,"430,232,937,340","332,944,967,503","763,177,904,843","397,636,866,780","58,607,617,810","456,244,484,590","186,192,669,717","306,933,420,253",875142420007,36644585318,24936323688,16779418290,,
036580,팜스코,생활소비재,2016,Q1,2016-05-13,"435,109,693,998","345,496,820,373","780,606,514,371","405,032,028,590","54,879,983,220","459,912,011,810","199,953,752,025","320,694,502,561",216793892326,11230656484,18213853444,13789206642,"18,363,971,500",
036580,팜스코,생활소비재,2016,Q2,2016-08-12,"398,723,641,101","352,483,150,752","751,206,791,853","375,267,605,894","52,231,899,435","427,499,505,329","202,966,535,988","323,707,286,524",227296982319,11419224597,7356393391,3045746910,"18,363,971,500",
036580,팜스코,생활소비재,2016,Q3,2016-11-14,"357,422,358,190","316,078,209,926","673,500,568,116","295,900,082,301","36,817,757,642","332,717,839,943","220,041,977,637","340,782,728,173",226833285522,11862597155,24336535378,18370407959,"18,363,971,500",
036580,팜스코,생활소비재,2016,Q4,2017-03-31,"310,451,444,879","318,111,903,525","628,563,348,404","275,237,762,196","20,295,017,259","295,532,779,455","214,147,327,028","333,030,568,949",255785223808,3645507971,-6725424661,-6614582745,"18,363,971,500",
036580,팜스코,생활소비재,2017,Q1,2017-05-11,"315,014,202,641","329,655,428,823","644,669,631,464","284,155,525,748","20,368,599,091","304,524,124,839","226,309,391,494","340,145,506,625",233058951043,9187253490,19790896402,15788116538,"18,363,971,500",
036580,팜스코,생활소비재,2017,Q2,2017-08-10,"319,358,480,938","329,620,707,594","648,979,188,532","283,977,533,201","20,794,806,465","304,772,339,666","230,476,113,735","344,206,848,866",250109731453,7319100554,5418772707,4197311330,"18,363,971,500",
036580,팜스코,생활소비재,2017,Q3,2017-11-13,"391,560,589,732","332,656,252,019","724,216,841,751","353,702,956,087","21,055,435,081","374,758,391,168","235,727,715,452","349,458,450,583",256456894636,8247104172,7301721173,5272858711,"18,363,971,500",
036580,팜스코,생활소비재,2017,Q4,2018-03-30,"330,092,197,810","330,991,659,781","661,083,857,591","286,580,630,230","19,007,654,742","305,588,284,972","243,655,154,527","355,495,572,619",247463070721,6422539807,11470298236,7131566419,"18,363,971,500",
036580,팜스코,생활소비재,2018,Q1,2018-05-11,"360,412,992,044","343,060,943,797","703,473,935,841","324,548,471,011","19,152,684,293","343,701,155,304","247,932,362,445","359,772,780,537",236235642095,10099680150,10645619716,7892761693,"18,363,971,500",
036580,팜스코,생활소비재,2018,Q2,2018-08-13,"377,339,677,151","350,290,837,943","727,630,515,094","336,160,871,632","29,738,884,199","365,899,755,831","249,890,341,171","361,730,759,263",242401465523,7713475117,3009585030,2011333183,"18,363,971,500",
036580,팜스코,생활소비재,2018,Q3,2018-11-13,"408,311,384,191","363,374,657,899","771,686,042,090","376,492,391,186","27,481,527,243","403,973,918,429","255,871,705,569","367,712,123,661",218591563303,6385688765,8023807875,6015345005,"18,363,971,500",
036580,팜스코,생활소비재,2018,Q4,2019-03-27,"342,049,745,480","455,602,821,763","797,652,567,243","418,517,551,066","26,107,308,398","444,624,859,464","249,155,663,452","353,027,707,779",235878040340,5225310540,-4627542632,-5441680472,"18,363,971,500",
036580,팜스코,생활소비재,2019,Q1,2019-05-13,"354,565,905,826","465,671,148,898","820,237,054,724","444,841,001,076","26,994,632,530","471,835,633,606","245,130,410,055","348,401,421,118",221436835877,2152462042,-2059379569,-2093571721,"18,363,971,500",
036580,팜스코,생활소비재,2019,Q2,2019-08-12,"420,111,652,433","462,384,008,288","882,495,660,721","517,296,323,166","17,233,584,366","534,529,907,532","244,694,742,126","347,965,753,189",242444252686,6125139548,-212087499,-536823395,"18,363,971,500",
036580,팜스코,생활소비재,2019,Q3,2019-11-12,"464,978,553,313","483,496,983,629","948,475,536,942","587,825,669,487","17,118,497,756","604,944,167,243","240,260,358,636","343,531,369,699",239797489434,6057308611,-5141269336,-4416099884,"18,363,971,500",
036580,팜스코,생활소비재,2019,Q4,2020-03-27,"333,330,269,835","507,422,965,813","840,753,235,648","509,994,703,953","13,249,069,122","523,243,773,075","217,572,242,975","317,509,462,573",255498929282,1717173608,-20240471410,-21799313735,"18,363,971,500",
036580,팜스코,생활소비재,2020,Q1,2020-05-13,"356,801,646,213","495,396,239,245","852,197,885,458","528,301,459,692","14,987,262,303","543,288,721,995","208,971,943,865","308,909,163,463",259671468686,7567993006,-5554810356,-6806509770,"18,363,971,500",
036580,팜스코,생활소비재,2020,Q2,2020-08-13,"399,430,678,021","477,673,538,627","877,104,216,648","539,205,891,125","17,165,457,838","556,371,348,963","217,837,217,356","320,732,867,685",298937936894,8819820511,14920145795,12451587341,"18,363,971,500",
036580,팜스코,생활소비재,2020,Q3,2020-11-12,"449,144,916,091","486,674,548,669","935,819,464,760","589,913,994,860","16,956,185,012","606,870,179,872","226,053,634,559","328,949,284,888",294613484132,6353768365,11164832461,8246307435,"18,363,971,500",
036580,팜스코,생활소비재,2020,Q4,2021-03-18,"329,329,659,160","451,685,461,537","781,015,120,697","447,982,303,273","15,653,088,952","463,635,392,225","221,140,771,075","317,379,728,472",309080410140,10163493419,1372097907,-4403675642,"18,363,971,500",
036580,팜스코,생활소비재,2021,Q1,2021-05-13,"366,800,902,748","456,351,603,438","823,152,506,186","476,303,380,700","16,971,349,150","493,274,729,850","233,638,818,939","329,877,776,336",295345104977,17406018718,21902633476,16045867828,"18,363,971,500",
036580,팜스코,생활소비재,2021,Q2,2021-08-13,"386,442,334,247","451,754,518,210","838,196,852,457","481,447,797,632","17,278,382,712","498,726,180,344","243,231,714,716","339,470,672,113",324096152724,8102515493,11104189007,9655600477,"18,363,971,500",
036580,팜스코,생활소비재,2021,Q3,2021-11-11,"439,270,572,804","431,950,635,737","871,221,208,541","513,361,266,962","17,760,480,083","531,121,747,045","243,860,504,099","340,099,461,496",332561817776,7948891818,987004082,674156261,"18,363,971,500",
036580,팜스코,생활소비재,2021,Q4,2022-03-21,"445,954,985,039","409,569,553,437","855,524,538,476","527,515,971,516","17,768,432,264","545,284,403,780","214,726,604,900","310,240,134,696",370924742403,-3125117478,-25952325453,-31125164223,"18,363,971,500",
036580,팜스코,생활소비재,2022,Q1,2022-05-13,"537,419,510,439","411,919,030,160","949,338,540,599","630,100,481,213","17,769,225,235","647,869,706,448","205,955,304,355","301,468,834,151",354459428516,3402358283,-5412777396,-5193409066,"18,363,971,500",
036580,팜스코,생활소비재,2022,Q2,2022-08-11,"629,447,171,237","410,180,121,533","1,039,627,292,770","740,297,049,397","15,577,075,330","755,874,124,727","188,239,638,247","283,753,168,043",416427270500,10540272758,-16728243412,-17629531406,"18,363,971,500",
036580,팜스코,생활소비재,2022,Q3,2022-11-11,"777,207,614,523","403,445,905,055","1,180,653,519,578","949,938,251,043","15,491,400,041","965,429,651,084","119,710,338,698","215,223,868,494",429269993521,7464956860,-69503985184,-68496386040,"18,363,971,500",
036580,팜스코,생활소비재,2022,Q4,2023-03-21,"549,831,791,368","383,931,801,619","933,763,592,987","647,519,177,531","13,178,837,246","660,698,014,777","177,451,015,369","273,065,578,210",464185970378,-1249388744,56024665480,56468716773,"18,363,971,500",
036580,팜스코,생활소비재,2023,Q1,2023-05-11,"532,024,404,135","383,033,033,137","915,057,437,272","631,181,256,903","14,900,110,604","646,081,367,507","173,378,881,240","268,976,069,765",424063222384,16916924178,-196913736,-2215457024,"18,363,971,500",
036580,팜스코,생활소비재,2023,Q2,2023-08-11,"561,630,525,980","383,489,504,462","945,120,030,442","643,130,554,831","20,974,025,844","664,104,580,675","185,418,261,242","281,015,449,767",442844302184,19474559843,11610329424,12151889098,"18,363,971,500",
036580,팜스코,생활소비재,2023,Q3,2023-11-10,"580,675,739,033","384,520,681,898","965,196,420,931","658,571,565,517","19,945,154,205","678,516,719,722","191,082,512,684","286,679,701,209",426396244725,22966268208,5170052669,5741543398,"18,363,971,500",5664251442
036580,팜스코,생활소비재,2023,Q4,2024-03-15,"494,028,378,605","374,246,112,322","868,274,490,927","555,957,122,305","16,592,534,687","572,549,656,992","203,618,525,626","295,724,833,935",426738569815,15687186864,20437077776,14184832414,"18,363,971,500",18745946083
036580,팜스코,생활소비재,2024,Q1,2024-05-13,"572,301,369,039","373,651,034,406","945,952,403,445","637,750,351,410","15,883,890,467","653,634,241,877","200,211,853,259","292,318,161,568",381281183139,21910130824,-1500774070,-1573895462,"18,363,971,500",-1655730567
036580,팜스코,생활소비재,2024,Q2,2024-08-13,"610,202,260,696","375,422,129,184","985,624,389,880","678,230,167,160","18,262,840,811","696,493,007,971","197,025,073,600","289,131,381,909",382838319964,17609668613,-3421446327,-3108688682,"18,363,971,500",-3186779659
036580,팜스코,생활소비재,2024,Q3,2024-11-12,"675,693,031,229","382,675,128,526","1,058,368,159,755","712,898,151,420","22,188,365,622","735,086,517,042","231,175,334,404","323,281,642,713",358826374955,21302725978,44540588778,34195838289,"18,363,971,500",34150260804
036580,팜스코,생활소비재,2024,Q4,2025-03-18,"537,015,943,508","374,633,313,490","911,649,256,998","638,327,929,941","18,805,854,964","657,133,784,905","159,758,366,708","254,515,472,093",375585032401,5646010762,-82484335084,-71478381262,"18,363,971,500",-68766170620
036580,팜스코,생활소비재,2025,Q1,2025-05-12,"571,249,774,166","376,100,621,859","947,350,396,025","673,583,062,524","16,766,114,900","690,349,177,424","162,244,113,216","257,001,218,601",338383389318,11882515258,5929563889,4298055012,"18,363,971,500",4236688308
036580,팜스코,생활소비재,2025,Q2,2025-08-13,"530,553,809,600","375,607,563,139","906,161,372,739","596,186,651,814","13,366,006,903","609,552,658,717","201,851,608,637","296,608,714,022",360259195549,15274892437,51737054117,39664022753,"18,363,971,500",39607495421
