code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),총포괄손익
001680,대상,생활소비재,2015,Q4,2016-03-30,"549,396,576,582","1,048,058,527,822","1,597,455,104,404","429,647,723,673","394,167,789,399","823,815,513,072","36,018,248,000","462,761,336,001","773,639,591,332",1648286247805,120335336284,102383791510,72919045191,
001680,대상,생활소비재,2016,Q1,2016-05-16,"715,054,467,298","1,046,386,469,035","1,761,440,936,333","465,113,472,191","514,981,822,235","980,095,294,426",,"470,823,113,058","781,345,641,907",446120933751,30961021048,29690282537,22482778487,
001680,대상,생활소비재,2016,Q2,2016-08-16,"742,330,454,501","1,050,598,596,487","1,792,929,050,988","474,729,139,004","517,828,690,132","992,557,829,136",,"488,651,831,697","800,371,221,852",456819778195,28524647733,23603939454,17828718639,
001680,대상,생활소비재,2016,Q3,2016-11-14,"720,050,076,284","1,090,902,983,386","1,810,953,059,670","459,476,013,516","524,970,550,457","984,446,563,973",,"515,520,781,284","826,506,495,697",496354520007,30487258133,33205589722,26868949587,
001680,대상,생활소비재,2016,Q4,2017-03-31,"763,838,628,925","1,145,451,259,934","1,909,289,888,859","534,193,588,255","536,440,455,336","1,070,634,043,591",,"538,327,223,527","838,655,845,268",453419662192,10333448718,7010769223,4788927486,
001680,대상,생활소비재,2017,Q1,2017-05-15,"823,233,790,565","1,139,169,735,138","1,962,403,525,703","541,169,947,885","584,572,008,028","1,125,741,955,913",,"547,195,118,153","836,661,569,790",530979222675,27058959115,29617953164,23288896056,
001680,대상,생활소비재,2017,Q2,2017-08-11,"818,471,270,584","1,174,611,113,487","1,993,082,384,071","547,659,481,120","591,009,785,122","1,138,669,266,242",,"562,428,589,329","854,413,117,829",532002229985,24653334215,21490392686,15233471176,
001680,대상,생활소비재,2017,Q3,2017-11-14,"814,567,537,766","1,179,891,680,991","1,994,459,218,757","572,220,107,724","544,382,520,300","1,116,602,628,024","36,018,248,000","585,861,625,860","877,856,590,733",609128541689,38851008293,32005071198,23433036531,
001680,대상,생활소비재,2017,Q4,2018-04-02,"707,205,818,484","1,187,263,107,937","1,894,468,926,421","504,960,564,219","526,644,961,015","1,031,605,525,234","36,018,248,000","581,567,910,941","862,863,401,187",518019359907,12577342238,-4403147274,-7175643482,
001680,대상,생활소비재,2018,Q1,2018-05-15,"671,276,602,342","1,184,291,865,710","1,855,568,468,052","570,197,538,062","422,639,575,243","992,837,113,305","36,018,248,000","590,506,651,891","862,731,354,747",562611402485,29798588955,26406469091,19614705216,
001680,대상,생활소비재,2018,Q2,2018-08-14,"753,014,505,344","1,191,766,136,969","1,944,780,642,313","612,313,025,038","426,551,507,147","1,038,864,532,185","36,018,248,000","631,948,076,850","905,916,110,128",541800204975,34195735963,55404214873,41441424959,
001680,대상,생활소비재,2018,Q3,2018-11-14,"713,622,384,103","1,181,391,016,932","1,895,013,401,035","542,696,995,482","431,039,566,067","973,736,561,549","36,018,248,000","652,988,112,047","921,276,839,486",599791289480,38837718465,29355973946,21040035197,
