접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330003667,Y,00361008,한화엔진,2009.12.21,유상증자(주주배정),보통주,"6,500,000","5,000","42,500",2015-12-31,2015,Q4
20160330003667,Y,00361008,한화엔진,2010.09.01,주식분할,보통주,"50,000,000","1,000",-,2015-12-31,2015,Q4
20160330003667,Y,00361008,한화엔진,2010.12.08,유상증자(일반공모),보통주,"7,000,000","1,000","19,300",2015-12-31,2015,Q4
20170331002924,Y,00361008,한화엔진,2009.12.21,유상증자(주주배정),보통주,"6,500,000","5,000","42,500",2016-12-31,2016,Q4
20170331002924,Y,00361008,한화엔진,2010.09.01,주식분할,보통주,"50,000,000","1,000",-,2016-12-31,2016,Q4
20170331002924,Y,00361008,한화엔진,2010.12.08,유상증자(일반공모),보통주,"7,000,000","1,000","19,300",2016-12-31,2016,Q4
20180329001197,Y,00361008,한화엔진,2009.12.21,유상증자(주주배정),보통주,"6,500,000","5,000","42,500",2017-12-31,2017,Q4
20180329001197,Y,00361008,한화엔진,2010.09.01,주식분할,보통주,"50,000,000","1,000",-,2017-12-31,2017,Q4
20180329001197,Y,00361008,한화엔진,2010.12.08,유상증자(일반공모),보통주,"7,000,000","1,000","19,300",2017-12-31,2017,Q4
20190829000744,Y,00361008,한화엔진,2009.12.21,유상증자(주주배정),보통주,"6,500,000","5,000","42,500",2018-12-31,2018,Q4
20190829000744,Y,00361008,한화엔진,2010.09.01,주식분할,보통주,"50,000,000","1,000",-,2018-12-31,2018,Q4
20190829000744,Y,00361008,한화엔진,2010.12.08,유상증자(일반공모),보통주,"7,000,000","1,000","19,300",2018-12-31,2018,Q4
20190829000744,Y,00361008,한화엔진,2018.06.07,유상감자,보통주,"36,552,858","1,000",-,2018-12-31,2018,Q4
20200330004113,Y,00361008,한화엔진,2009.12.21,유상증자(주주배정),보통주,"6,500,000","5,000","42,500",2019-12-31,2019,Q4
20200330004113,Y,00361008,한화엔진,2010.09.01,주식분할,보통주,"50,000,000","1,000",-,2019-12-31,2019,Q4
20200330004113,Y,00361008,한화엔진,2010.12.08,유상증자(일반공모),보통주,"7,000,000","1,000","19,300",2019-12-31,2019,Q4
20200330004113,Y,00361008,한화엔진,2018.06.07,유상감자,보통주,"36,552,858","1,000",-,2019-12-31,2019,Q4
20210317000571,Y,00361008,한화엔진,2009.12.21,유상증자(주주배정),보통주,"6,500,000","5,000","42,500",2020-12-31,2020,Q4
20210317000571,Y,00361008,한화엔진,2010.09.01,주식분할,보통주,"50,000,000","1,000",-,2020-12-31,2020,Q4
20210317000571,Y,00361008,한화엔진,2010.12.08,유상증자(일반공모),보통주,"7,000,000","1,000","19,300",2020-12-31,2020,Q4
20210317000571,Y,00361008,한화엔진,2018.06.07,유상감자,보통주,"36,552,858","1,000",-,2020-12-31,2020,Q4
20220316000731,Y,00361008,한화엔진,2009.12.21,유상증자(주주배정),보통주,"6,500,000","5,000","42,500",2021-12-31,2021,Q4
20220316000731,Y,00361008,한화엔진,2010.09.01,주식분할,보통주,"50,000,000","1,000",-,2021-12-31,2021,Q4
20220316000731,Y,00361008,한화엔진,2010.12.08,유상증자(일반공모),보통주,"7,000,000","1,000","19,300",2021-12-31,2021,Q4
20220316000731,Y,00361008,한화엔진,2018.06.07,유상감자,보통주,"36,552,858","1,000",-,2021-12-31,2021,Q4
20220316000731,Y,00361008,한화엔진,2021.02.26,전환권행사,보통주,"7,652,280","1,000","3,267",2021-12-31,2021,Q4
20220316000731,Y,00361008,한화엔진,2021.06.29,전환권행사,보통주,"6,121,824","1,000","3,267",2021-12-31,2021,Q4
20230315001359,Y,00361008,한화엔진,2009.12.21,유상증자(주주배정),보통주,"6,500,000","5,000","42,500",2022-12-31,2022,Q4
20230315001359,Y,00361008,한화엔진,2010.09.01,주식분할,보통주,"50,000,000","1,000",-,2022-12-31,2022,Q4
20230315001359,Y,00361008,한화엔진,2010.12.08,유상증자(일반공모),보통주,"7,000,000","1,000","19,300",2022-12-31,2022,Q4
20230315001359,Y,00361008,한화엔진,2018.06.07,유상감자,보통주,"36,552,858","1,000",-,2022-12-31,2022,Q4
20230315001359,Y,00361008,한화엔진,2021.02.26,전환권행사,보통주,"7,652,280","1,000","3,267",2022-12-31,2022,Q4
