접수번호,법인구분,고유번호,회사명,증자일자,증자방식,증자주식종류,증자주식수,주식액면가액,발행금액,결제일시,연도,분기
20160330003728,Y,00231363,LG유플러스,2010.01.15,-,보통주,"237,515,405","5,000","8,490",2015-12-31,2015,Q4
20170331004495,Y,00231363,LG유플러스,-,-,-,-,-,-,2016-12-31,2016,Q4
20180402004857,Y,00231363,LG유플러스,-,-,-,-,-,-,2017-12-31,2017,Q4
20190401004240,Y,00231363,LG유플러스,-,-,-,-,-,-,2018-12-31,2018,Q4
20200330004215,Y,00231363,LG유플러스,-,-,-,-,-,-,2019-12-31,2019,Q4
20210304000627,Y,00231363,LG유플러스,-,-,-,-,-,-,2020-12-31,2020,Q4
20220303000725,Y,00231363,LG유플러스,-,-,-,-,-,-,2021-12-31,2021,Q4
20230302000615,Y,00231363,LG유플러스,-,-,-,-,-,-,2022-12-31,2022,Q4
20240313001130,Y,00231363,LG유플러스,-,-,-,-,-,-,2023-12-31,2023,Q4
20250317000701,Y,00231363,LG유플러스,-,-,-,-,-,-,2024-12-31,2024,Q4
