,name,sector,year,quarter,매출액변화율,유동자산변화율,비유동자산변화율,영업이익변화율,부채총계변화율,Relative Return,발행금액변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,증자주식수변화율,Label,Code
1,Doosan_Corp,기타금융,2024,Q2,-0.12107096181874355,0.12781926290675216,-0.006085550271659468,0.4547439021147267,0.0324859537647183,0.6138203073892234,0.008601917742243614,-117.34349305358661,0.005242486061818652,0.002124198806260469,0.3950007047817071,000150
1,Hankook_Tire_Worldwide,기타금융,2024,Q2,0.16682008269465975,-0.04158452911852928,0.016497515125220352,0.5864374393174976,0.056078447902715545,-0.021441829443404163,0.016308248672955106,-152.38787646600935,-0.08568053280627974,-0.11741389466344931,-0.07387712221035195,000240
1,Dong-A_Socio_Holdings,기타금융,2024,Q2,0.9171846233844838,0.3246598724040105,-0.00014498803666929128,1.1463868187413606,0.07109716089742857,0.11725491209166372,-0.012727091613122576,0.0004875939787324368,0.0017514937894520521,0.020953860921973266,-0.13934054440502028,000640
1,CJ_Corp,기타금융,2024,Q2,0.2934323107426755,0.5357277992889076,-0.04897929944839419,0.6213239832164139,0.11429643101389741,0.33569021716063213,-0.09544667024713305,1.1981458904192268,-0.07480374957220581,0.028387442929937112,-0.06984132382824709,001040
1,Dongkuk_Steel,기타금융,2024,Q2,0.7519814912826384,0.12064133945098865,0.00792481214300722,1.0233325526365897,0.5041288358339897,-0.12053800159606043,-0.0036636731400885303,0.06053952779217253,0.01419528651977775,-0.011911487151087696,0.01620719121309478,001230
1,Orion_Corp,기타금융,2024,Q2,0.7899815470531018,0.6955458508538106,-0.0010536108177958692,0.9343777045908297,0.07392410839670294,-0.08621009326483335,0.023693972146219378,0.0,-0.004451428719485007,-0.015019475740365218,0.06111834999611367,001800
1,SeAH_Steel,기타금융,2024,Q2,0.547892934018484,0.424902112708498,-0.002038120078114325,0.7354444271800219,0.08214165858242817,-0.12606191959150462,0.0,-4.847337050567199,0.0010842584972599045,-0.014393861957930243,-0.1510747786392545,003030
1,LG_Corp,기타금융,2024,Q2,0.7439310055529482,0.3345898229486236,-0.028751681469092016,0.888717913992103,0.5550322730564536,-0.03005841900807404,0.0,0.0,-0.008668335070753486,-0.04424574606163101,-0.10507583852266733,003550
1,Hansol_Holdings,기타금융,2024,Q2,0.4133080734773733,0.2992917797299386,-0.0416287539144633,0.6533267519351176,0.3711743506692108,0.01002010484130516,0.006584911247234593,0.4921334696005021,-0.0859159452699001,0.025337067200320362,-0.11948955102753683,004150
1,Hyosung,기타금융,2024,Q2,0.44817251559111326,-1.7532987463326988,0.16172372511903865,-0.07025528214476062,-1.601445214310433,-0.044745525678211474,0.03905336493798872,1.0,0.051408669820952824,0.03905336493798861,-0.10773145131384934,004800
1,Hyundai_Green_Food,기타금융,2024,Q2,-0.036135288600507076,0.8175194522994944,-0.13817436168969133,1.0644418442924202,0.07907888228088544,0.11446475619508911,-0.01750552025132457,-0.2519753779973728,0.0006322532617578647,-0.10909148431231319,0.03199666489730531,005440
1,Crown_Confectionery,기타금융,2024,Q2,0.6122400396019743,0.7873774320183899,0.00048499109324728895,1.0060775753833038,0.08300917449380751,-0.00261901301711015,0.0,0.0,-0.00541030464364356,0.015124892902202425,0.11352249189861008,005740
1,SK_Chemicals,기타금융,2024,Q2,0.24825209162954254,-0.7034552246230368,0.11109725555128902,1.0924464087895132,0.004167231370321711,0.07648910081665866,0.03861872140653089,0.0,0.029249655603541203,0.02491563050710499,-0.15237585192210457,006120
1,LS_Corp,기타금융,2024,Q2,-2.581593944633626,0.8603877652869008,-0.0520086698787845,-3.3646600160532047,0.12514896841191436,0.1722390512822818,0.0,1.1580183127226036,-0.04935314912559652,0.0,0.2532388907229586,006260
1,Seoyon,기타금융,2024,Q2,0.5759275322296122,0.09765035820523082,0.0014887514615882225,1.0293388696296146,0.3677868332740504,0.18077199044309747,0.008765874195965306,0.0,0.0039657828799173345,0.03135242423080187,-0.11478830559905012,007860
1,Daeduck_Electronics,기타금융,2024,Q2,0.8177686880938759,0.26604184143210374,-0.05370431036334766,0.9715934297206628,0.8730686538077946,-0.058886645726089905,-0.05775882348630934,-1.9459525742715633,0.07550799812502651,-0.06510273563568147,0.01155062278740875,008060
1,Hyundai_Heavy_Industries,기타금융,2024,Q2,-0.018316737534410432,-0.23215455055714518,0.028585628597791235,5.504277458036454,-0.007960583534209587,-0.06439525292483794,-0.00321995414524201,-0.14325736532791988,0.7306042127028164,-0.009316697853924971,0.31091865291939447,009540
1,OCI,기타금융,2024,Q2,0.9891385404572803,0.24775534171742675,-0.011453069366971214,1.0191001816807146,0.43609541294174237,-0.1723889338095141,0.1361602943195379,-43.292952551148986,0.011941355491974392,-0.02311237271355071,-0.07834637685464912,010060
1,Hyundai_Development_Company,기타금융,2024,Q2,0.7316338778357794,0.03700471512702175,0.000773934143777244,0.9331708551935858,0.042935920722880105,0.11220338653094436,-0.003573256432951144,0.0,-0.002977142468745031,-0.003573256432951144,-0.005562348916298469,012630
1,SK_Holdings,기타금융,2024,Q2,0.35617555842299475,0.15579961955897614,0.0025055215402191022,0.784663972952915,0.03804529796532152,-0.04145197046770586,0.017288527607231097,1.0473997168475697,0.014228804160961506,0.010705952837268828,-0.13690724812931154,034730
1,Halla_Holdings,기타금융,2024,Q2,0.12223809786740092,0.08774626796307694,-0.0053639130305258576,0.5948009720721993,0.04815938389962737,-0.0345454030749881,-0.002268692966077568,-1.127157110320891,-0.017126793557088904,-0.002268692966078012,-0.016840544405020273,060980
1,GS_Holdings,기타금융,2024,Q2,0.90424337469885,0.47710290755591866,-0.0017587171313580008,0.9652990367211267,0.390704192813801,0.1402961050998534,0.0,0.06208718057869267,0.024824644428692255,0.0,-0.05380153003130364,078930
