,name,sector,year,quarter,Relative Return,매출액 변화율,부채총계 변화율,실업률 변화율,소비자물가지수 변화율,증자주식수 변화율,발행금액 변화율,기타 변화율,특정 증권 등 소유 증감 수 변화율,1인평균급여 변화율,Label,Code
0,Doosan_Corp,기타금융,2024,Q3,0.3950007047817071,-0.06337635632972272,0.011266936457822174,0.09523809523809512,0.2377021247854798,0.005183380041260399,0.005183380041260288,0.005183380041260399,0.8779353671980878,0.005183380041260288,0.3950007047817071,000150
0,Hankook_Tire_Worldwide,기타금융,2024,Q3,-0.07387712221035195,-0.04195710126022112,0.1632169400550625,0.09523809523809512,0.2377021247854798,0.005190970523275884,0.005190970523275884,0.0,0.005190970523275773,0.005190970523275884,-0.07387712221035195,000240
0,Dong-A_Socio_Holdings,기타금융,2024,Q3,-0.13934054440502028,-6.852186274755377,0.05862320315979075,0.09523809523809512,0.2377021247854798,0.0051853998782616095,0.0051853998782616095,0.0051853998782616095,1.0593463789807118,0.0051853998782614985,-0.13934054440502028,000640
0,CJ_Corp,기타금융,2024,Q3,-0.06984132382824709,0.3776004133233004,0.014810714145760628,0.09523809523809512,0.2377021247854798,0.005182303185925163,0.005182303185925163,0.005182303185925052,1.0838605804795265,0.005182303185925163,-0.06984132382824709,001040
0,Dongkuk_Steel,기타금융,2024,Q3,0.01620719121309478,-0.7741807447281785,0.07563439497147251,0.09523809523809512,0.2377021247854798,0.005254331704635962,0.005184088888752103,0.0051970185450361805,0.00520212472507664,0.005187887353780951,0.01620719121309478,001230
0,Orion_Corp,기타금융,2024,Q3,0.06111834999611367,-0.04884833417063006,-0.03103512203275849,0.09523809523809512,0.2377021247854798,0.0051843019728825546,0.005184301972882777,0.0,0.0,0.0051843019728825546,0.06111834999611367,001800
0,SeAH_Steel,기타금융,2024,Q3,-0.1510747786392545,0.64666403753243,-0.040440504942627964,0.09523809523809512,0.2377021247854798,0.005186193319654975,0.0,0.005186193319654975,0.7933052742338551,0.005186193319654975,-0.1510747786392545,003030
0,LG_Corp,기타금융,2024,Q3,-0.10507583852266733,-0.5793899877543407,0.00012675460055822096,0.09523809523809512,0.2377021247854798,0.005094823943412985,0.0,0.005094823943412874,0.0,0.005094823943412874,-0.10507583852266733,003550
0,Hansol_Holdings,기타금융,2024,Q3,-0.11948955102753683,-0.3884674149208589,0.049513485688123304,0.09523809523809512,0.2377021247854798,0.005185608752189208,0.005185608752189208,0.005185608752189208,0.005185608752189319,0.005185608752189319,-0.11948955102753683,004150
0,Hyosung,기타금융,2024,Q3,-0.10773145131384934,-0.16787877141961283,0.6663176664721311,0.09523809523809512,0.2377021247854798,0.004479129422550465,0.004479129422550465,0.0,0.0,0.005275659755554218,-0.10773145131384934,004800
0,Hyundai_Green_Food,기타금융,2024,Q3,0.03199666489730531,0.005190262337700369,0.0760069885797886,0.09523809523809512,0.2377021247854798,0.005190262337700258,0.005190262337700258,0.0,0.005190262337700258,0.005190262337700369,0.03199666489730531,005440
0,Crown_Confectionery,기타금융,2024,Q3,0.11352249189861008,-0.168136255518198,-0.018160014326479068,0.09523809523809512,0.2377021247854798,0.00518572492217706,0.0,0.0,0.0,0.00518572492217706,0.11352249189861008,005740
0,SK_Chemicals,기타금융,2024,Q3,-0.15237585192210457,0.4855725964224076,0.07018981102688793,0.09523809523809512,0.2377021247854798,0.005188803071745851,0.005188803071745851,0.0,0.0,0.005188803071745851,-0.15237585192210457,006120
0,LS_Corp,기타금융,2024,Q3,0.2532388907229586,0.6599505404100614,0.023010222992059903,0.09523809523809512,0.2377021247854798,0.0,0.0,0.0,-5.866562191653608,0.005169621185275308,0.2532388907229586,006260
0,Seoyon,기타금융,2024,Q3,-0.11478830559905012,-0.2202479808568909,-0.0931644106885916,0.09523809523809512,0.2377021247854798,0.005185705153941456,0.005185705153941456,0.005185705153941345,0.0,0.005185705153941345,-0.11478830559905012,007860
