,p1,p2,p3,p4,Average
CAGR,0.7425380611413894,-0.23975113485945643,-0.1387748000098743,0.1937919550325251,0.13945102032614595
Sharpe Ratio,1.8729134148724877,-1.0464146407709896,-0.3145859417252644,0.811211025578816,0.3307809644887625
MDD_model,0.14387613812389785,0.1163622934069422,0.16440290565668714,0.0834361380776746,0.12701936881630044
