접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230524000433,2023-05-24,00111704,한화오션,한화시스템,-,-,10%이상주주,"26,109,661","26,109,661",12.33,12.33,2023,Q2
20230524000432,2023-05-24,00111704,한화오션,HanwhaImpactPartnersINC.,-,-,사실상지배주주,"20,887,728","20,887,728",9.87,9.87,2023,Q2
20230524000361,2023-05-24,00111704,한화오션,한화에어로스페이스,-,-,10%이상주주,"52,219,321","52,219,321",24.66,24.66,2023,Q2
20230531002088,2023-05-31,00111704,한화오션,권영삼,비등기임원,상무,-,"1,000","1,000",0.00,0.00,2023,Q2
20231020000316,2023-10-20,00111704,한화오션,HanwhaImpactPartnersINC.,-,-,사실상지배주주,"27,783,136","6,895,408",12.42,2.55,2023,Q4
20231020000307,2023-10-20,00111704,한화오션,한화시스템,-,-,10%이상주주,"34,728,922","8,619,261",15.40,3.07,2023,Q4
20231020000299,2023-10-20,00111704,한화오션,한화에어로스페이스,-,-,10%이상주주,"69,457,843","17,238,522",29.67,5.01,2023,Q4
20231020000345,2023-10-20,00111704,한화오션,한국산업은행,-,-,10%이상주주,"79,458,852","19,720,641",33.58,-23.30,2023,Q4
20231023000245,2023-10-23,00111704,한화오션,한국산업은행,-,-,10%이상주주,"63,297,456","-16,161,396",28.72,-4.86,2023,Q4
20231030000374,2023-10-30,00111704,한화오션,한국산업은행,-,-,10%이상주주,"59,738,211","-3,559,245",27.55,-1.17,2023,Q4
20231108000096,2023-11-08,00111704,한화오션,강상돈,비등기임원,상무,-,19,19,0.00,0.00,2023,Q4
20231108000102,2023-11-08,00111704,한화오션,구홍진,비등기임원,상무,-,"1,059","1,059",0.00,0.00,2023,Q4
20231108000105,2023-11-08,00111704,한화오션,김일홍,비등기임원,상무,-,41,41,0.00,0.00,2023,Q4
20231108000110,2023-11-08,00111704,한화오션,조성원,비등기임원,상무,-,102,102,0.00,0.00,2023,Q4
20231108000114,2023-11-08,00111704,한화오션,최병호,비등기임원,상무,-,114,114,0.00,0.00,2023,Q4
20231108000117,2023-11-08,00111704,한화오션,허철은,비등기임원,상무,-,47,47,0.00,0.00,2023,Q4
20231117000170,2023-11-17,00111704,한화오션,한화시스템,-,-,10%이상주주,"35,450,910","721,988",11.57,-3.83,2023,Q4
20231117000171,2023-11-17,00111704,한화오션,한화에어로스페이스,-,-,10%이상주주,"70,901,820","1,443,977",23.14,-6.53,2023,Q4
20231117000190,2023-11-17,00111704,한화오션,HanwhaImpactPartnersINC.,-,-,사실상지배주주,"28,360,726","577,590",9.26,-3.16,2023,Q4
20231123000101,2023-11-23,00111704,한화오션,강상돈,비등기임원,상무,-,19,0,0.00,0.00,2023,Q4
20231123000103,2023-11-23,00111704,한화오션,구홍진,비등기임원,상무,-,"1,076",17,0.00,0.00,2023,Q4
20231123000104,2023-11-23,00111704,한화오션,권영삼,비등기임원,상무,-,"1,355",355,0.00,0.00,2023,Q4
20231123000106,2023-11-23,00111704,한화오션,김일홍,비등기임원,상무,-,43,2,0.00,0.00,2023,Q4
20231123000107,2023-11-23,00111704,한화오션,문승한,비등기임원,전무,-,112,32,0.00,0.00,2023,Q4
20231123000108,2023-11-23,00111704,한화오션,최병호,비등기임원,상무,-,116,2,0.00,0.00,2023,Q4
20231123000111,2023-11-23,00111704,한화오션,허철은,비등기임원,상무,-,15,-32,0.00,0.00,2023,Q4
20231213000159,2023-12-13,00111704,한화오션,장연성,비등기임원,상무,-,550,550,0.00,0.00,2023,Q4
20240605000362,2024-06-05,00111704,한화오션,박성우,비등기임원,상무,-,4,4,0.00,0.00,2024,Q2
20241008000350,2024-10-08,00111704,한화오션,이정선,비등기임원,상무,-,50,50,0.00,0.00,2024,Q4
20241010000381,2024-10-10,00111704,한화오션,류재혁,비등기임원,상무,-,25,25,0.00,0.00,2024,Q4
20241206000309,2024-12-06,00111704,한화오션,장연성,비등기임원,상무,-,"1,000",450,0.00,0.00,2024,Q4
20241206000317,2024-12-06,00111704,한화오션,김도완,비등기임원,전무,-,"17,195","17,195",0.01,0.01,2024,Q4
20250110000636,2025-01-10,00111704,한화오션,김도완,비등기임원,전무,-,"12,695","-4,500",0.00,-0.01,2025,Q1
20250211000700,2025-02-11,00111704,한화오션,구홍진,비등기임원,상무,-,15,"-1,061",0.00,0.00,2025,Q1
20250313001219,2025-03-13,00111704,한화오션,한화에어로스페이스,-,-,10%이상주주,"93,277,036","22,375,216",30.44,7.30,2025,Q1
20250313001242,2025-03-13,00111704,한화오션,HanwhaImpactPartnersINC.,-,-,사실상지배주주,"13,075,691","-15,285,035",4.27,-4.99,2025,Q1
