접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230329000974,2023-03-29,00113526,대한항공,김세진,등기임원,사외이사,-,"1,000","1,000",0.00,0.00,2023,Q1
20230331002214,2023-03-31,00113526,대한항공,박정수,비등기임원,상무,-,0,"-3,000",0.00,0.00,2023,Q1
20230721000090,2023-07-21,00113526,대한항공,임진규,비등기임원,상무,-,"3,500","3,500",0.00,0.00,2023,Q3
20230724000046,2023-07-24,00113526,대한항공,박희돈,비등기임원,전무,-,0,0,0.00,0.00,2023,Q3
20240223002255,2024-02-23,00113526,대한항공,하성찬,비등기임원,상무,-,0,"-6,206",0.00,0.00,2024,Q1
20240223002250,2024-02-23,00113526,대한항공,김승복,비등기임원,전무,-,0,"-18,516",0.00,0.00,2024,Q1
20240223002241,2024-02-23,00113526,대한항공,박철홍,비등기임원,상무,-,0,"-3,800",0.00,0.00,2024,Q1
20240223002238,2024-02-23,00113526,대한항공,최민영,비등기임원,상무,-,0,-652,0.00,0.00,2024,Q1
20240223002233,2024-02-23,00113526,대한항공,이기광,비등기임원,전무,-,0,"-5,319",0.00,0.00,2024,Q1
20240223002265,2024-02-23,00113526,대한항공,지상휘,비등기임원,상무,-,"5,020","5,020",0.00,0.00,2024,Q1
20240223002307,2024-02-23,00113526,대한항공,이신,비등기임원,상무,-,"3,000","3,000",0.00,0.00,2024,Q1
20240223002270,2024-02-23,00113526,대한항공,조민종,비등기임원,상무,-,"3,600","3,600",0.00,0.00,2024,Q1
20240223002275,2024-02-23,00113526,대한항공,전인준,비등기임원,상무,-,798,798,0.00,0.00,2024,Q1
20240223002278,2024-02-23,00113526,대한항공,전주호,비등기임원,상무,-,235,235,0.00,0.00,2024,Q1
20240223002289,2024-02-23,00113526,대한항공,박종만,비등기임원,상무,-,"1,729","1,729",0.00,0.00,2024,Q1
20240223002296,2024-02-23,00113526,대한항공,임지영,비등기임원,상무,-,"1,217","1,217",0.00,0.00,2024,Q1
20240223002299,2024-02-23,00113526,대한항공,김해룡,비등기임원,상무,-,"9,389","9,389",0.00,0.00,2024,Q1
20240305000125,2024-03-05,00113526,대한항공,박명규,비등기임원,상무,-,"10,154","10,154",0.00,0.00,2024,Q1
20240327001135,2024-03-27,00113526,대한항공,김세진,등기임원,사외이사,-,0,"-1,000",0.00,0.00,2024,Q1
20240405002919,2024-04-05,00113526,대한항공,정현보,비등기임원,상무,-,"1,000","-2,600",0.00,0.00,2024,Q2
20240703000509,2024-07-03,00113526,대한항공,노성재,비등기임원,상무,-,0,"-7,238",0.00,0.00,2024,Q3
20240725000269,2024-07-25,00113526,대한항공,정유태,비등기임원,상무,-,"1,300","1,300",0.00,0.00,2024,Q3
20240821000296,2024-08-21,00113526,대한항공,정유태,비등기임원,상무,-,0,"-1,300",0.00,0.00,2024,Q3
20240821000309,2024-08-21,00113526,대한항공,천덕희,비등기임원,전무,-,"24,435","7,616",0.01,0.01,2024,Q3
20240830001459,2024-08-30,00113526,대한항공,노성재,비등기임원,상무,-,"7,470","7,470",0.00,0.00,2024,Q3
20240926000242,2024-09-26,00113526,대한항공,조영,비등기임원,상무,-,0,-700,0.00,0.00,2024,Q3
20250122000035,2025-01-22,00113526,대한항공,조성배,비등기임원,전무,-,0,"-5,094",0.00,0.00,2025,Q1
20250122000034,2025-01-22,00113526,대한항공,김완태,비등기임원,전무,-,0,"-6,585",0.00,0.00,2025,Q1
20250122000033,2025-01-22,00113526,대한항공,박정우,비등기임원,전무,-,0,-114,0.00,0.00,2025,Q1
20250122000036,2025-01-22,00113526,대한항공,변봉섭,비등기임원,전무,-,0,"-2,526",0.00,0.00,2025,Q1
20250122000042,2025-01-22,00113526,대한항공,박종만,비등기임원,상무,-,0,"-1,729",0.00,0.00,2025,Q1
20250122000039,2025-01-22,00113526,대한항공,서상훈,비등기임원,상무,-,0,-938,0.00,0.00,2025,Q1
20250122000038,2025-01-22,00113526,대한항공,송명익,비등기임원,상무,-,0,"-4,557",0.00,0.00,2025,Q1
20250122000037,2025-01-22,00113526,대한항공,박경호,비등기임원,상무,-,0,"-8,422",0.00,0.00,2025,Q1
20250123000233,2025-01-23,00113526,대한항공,김우희,비등기임원,상무,-,"1,223","1,223",0.00,0.00,2025,Q1
20250123000248,2025-01-23,00113526,대한항공,이승혁,비등기임원,상무,-,"9,700","9,700",0.00,0.00,2025,Q1
20250123000246,2025-01-23,00113526,대한항공,은희건,비등기임원,상무,-,"3,057","3,057",0.00,0.00,2025,Q1
20250123000244,2025-01-23,00113526,대한항공,박봉희,비등기임원,상무,-,"5,025","5,025",0.00,0.00,2025,Q1
20250123000243,2025-01-23,00113526,대한항공,마성렬,비등기임원,상무,-,"7,008","7,008",0.00,0.00,2025,Q1
20250304000592,2025-03-04,00113526,대한항공,박명규,비등기임원,상무,-,0,"-10,154",0.00,0.00,2025,Q1
