접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230324000884,2023-03-24,00126380,삼성전자,경계현,등기임원,대표이사 사장,-,"21,050","3,000",0.00,0.00,2023,Q1
20230406002362,2023-04-06,00126380,삼성전자,김이태,비등기임원,부사장,-,"1,800","1,800",0.00,0.00,2023,Q2
20230412002146,2023-04-12,00126380,삼성전자,김이태,비등기임원,부사장,-,0,"-1,800",0,-0.00,2023,Q2
20230601000004,2023-06-01,00126380,삼성전자,SONG SANG CHUL,비등기임원,상무,-,"1,000","1,000",0.00,0.00,2023,Q2
20230601000073,2023-06-01,00126380,삼성전자,SONG SANG CHUL,비등기임원,상무,-,500,-500,0.00,0.00,2023,Q2
20230608000326,2023-06-08,00126380,삼성전자,이혁,비등기임원,상무,-,70,70,0.00,0.00,2023,Q2
20230804000068,2023-08-04,00126380,삼성전자,송원득,비등기임원,부사장,-,"2,000","1,405",0.00,0.00,2023,Q3
20230807000013,2023-08-07,00126380,삼성전자,오문욱,비등기임원,부사장,-,"20,000","1,000",0.00,0.00,2023,Q3
20230808000082,2023-08-08,00126380,삼성전자,강봉구,비등기임원,부사장,-,0,"-2,900",0.00,0.00,2023,Q3
20230912000215,2023-09-12,00126380,삼성전자,조미선,비등기임원,상무,-,576,576,0,0,2023,Q3
20230925000568,2023-09-26,00126380,삼성전자,손현석,비등기임원,상무,-,246,246,0.00,0.00,2023,Q3
20231010000607,2023-10-10,00126380,삼성전자,이훈신,비등기임원,상무,-,140,140,0,0,2023,Q4
20231012000235,2023-10-12,00126380,삼성전자,최경식,비등기임원,사장,-,"5,000","5,000",0.00,0.00,2023,Q4
20231026000314,2023-10-26,00126380,삼성전자,허길영,비등기임원,부사장,-,"1,683","-2,250",0.00,0.00,2023,Q4
20231109000233,2023-11-09,00126380,삼성전자,황기현,비등기임원,부사장,-,751,751,0.00,0.00,2023,Q4
20231201000018,2023-12-01,00126380,삼성전자,이재호,비등기임원,상무,-,91,91,0.00,0.00,2023,Q4
20231201000473,2023-12-01,00126380,삼성전자,이태호,비등기임원,상무,10%이상주주,467,467,0.00,0.00,2023,Q4
20231201000254,2023-12-01,00126380,삼성전자,이현수,비등기임원,상무,-,200,200,0.00,0.00,2023,Q4
20231201000039,2023-12-01,00126380,삼성전자,안영모,비등기임원,상무,-,521,521,0.00,0.00,2023,Q4
20231204000316,2023-12-04,00126380,삼성전자,김수연,비등기임원,상무,-,158,158,0.00,0.00,2023,Q4
20231204000045,2023-12-04,00126380,삼성전자,박형신,비등기임원,상무,-,"1,261","1,261",0.00,0.00,2023,Q4
20231204000037,2023-12-04,00126380,삼성전자,정석희,비등기임원,상무,-,800,800,0.00,0.00,2023,Q4
20231204000016,2023-12-04,00126380,삼성전자,최효석,비등기임원,상무,-,20,20,0.00,0.00,2023,Q4
20231204000004,2023-12-04,00126380,삼성전자,정홍욱,비등기임원,상무,-,"1,000","1,000",0.00,0.00,2023,Q4
20231204000002,2023-12-04,00126380,삼성전자,김인철,비등기임원,상무,-,"1,890","1,890",0.00,0.00,2023,Q4
20231205000244,2023-12-05,00126380,삼성전자,윤상용,비등기임원,상무,-,200,200,0.00,0.00,2023,Q4
20231205000010,2023-12-05,00126380,삼성전자,송문경,비등기임원,상무,-,97,97,0.00,0.00,2023,Q4
20231205000076,2023-12-05,00126380,삼성전자,우준명,비등기임원,상무,-,655,655,0.00,0.00,2023,Q4
20231205000302,2023-12-05,00126380,삼성전자,김한조,비등기임원,상무,-,"1,000","1,000",0.00,0.00,2023,Q4
20231205000001,2023-12-05,00126380,삼성전자,정춘화,비등기임원,상무,-,"1,300","1,300",0.00,0.00,2023,Q4
20231204000344,2023-12-05,00126380,삼성전자,박영민,비등기임원,상무,10%이상주주,60,60,0.00,0.00,2023,Q4
20231205000106,2023-12-05,00126380,삼성전자,신병무,비등기임원,상무,-,50,50,0.00,0.00,2023,Q4
