Variable,VIF
const,1.2055808259830838
F_유동자산 변화율,1.2561411756805356
F_비유동자산 변화율,20.97685738692242
F_자산총계 변화율,41.92025750375895
F_유동부채 변화율,1.1113334944768896
F_비유동부채 변화율,4.760390955249482
F_부채총계 변화율,7.423354144646813
F_이익잉여금 변화율,1.3559784642158013
F_자본총계 변화율,21.732503430097463
F_매출액 변화율,1.7251253346033988
F_영업이익 변화율,1.6634042964073266
F_법인세차감전 순이익 변화율,1.0883120733840375
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4189638364118546
M_환율 변화율,38.094389481308255
M_GDP 변화율,101.20224777789596
M_금리 변화율,3.2943678865151926
M_수출액 변화율,18.998998689983363
M_실업률 변화율,6.494281147857043
M_국제유가 변화율,4.853572053563002
M_주택가격 변화율,77.62039380575122
