,name,year,quarter,sector,Relative Return,GDP 변화율,부채총계 변화율,이익잉여금 변화율,매출액 변화율,법인세차감전 순이익 변화율,유동자산 변화율,Label,Code
36,조선내화,2016,Q2,철강_소재,-0.04472731323830112,0.05338315645739189,-0.007102983058669632,0.017820953262567274,-0.040068238067542894,-0.12121778932153993,0.002721261568394029,0.012444592633271873,000480
36,영풍,2016,Q2,철강_소재,0.12013832103310565,0.05338315645739189,-0.07848407391535395,0.009612082431807778,0.1444334107050611,-0.6556686355406626,-0.013943021085488283,-0.050008817005713545,000670
36,동국제강,2016,Q2,철강_소재,-0.02637520294428835,0.05338315645739189,0.015179900593147444,0.04188323662417992,0.17785252810305274,3.2479141962501146,0.02154078815721472,0.14184363360064392,001230
36,세아베스틸,2016,Q2,철강_소재,-0.08076048326650836,0.05338315645739189,-0.06165892470964762,0.01945778114919605,0.08913243992680275,-0.12180306162827759,-0.021715150313153075,0.04821344146071057,001430
36,고려제강,2016,Q2,철강_소재,-0.11493847649870821,0.05338315645739189,-0.04340949640846459,0.00507641970497974,0.0762301838081838,-0.08946570508936114,-0.04750639778964538,0.13885307202490596,002240
36,세아제강,2016,Q2,철강_소재,-0.11539900141442982,0.05338315645739189,-0.06563809311449353,0.00981245979292189,0.12522309408924848,-0.2924932949394077,-0.050893254576672486,0.27489730390854217,003030
36,현대제철,2016,Q2,철강_소재,-0.045008005901426736,0.05338315645739189,-0.018648100117290345,0.020361385287208877,0.12831209113204056,0.17924650442791212,-0.006295369804415252,0.0176877708637462,004020
36,삼광글라스,2016,Q2,철강_소재,-0.2476607220290953,0.05338315645739189,-0.018449996243487088,0.0002107680167604542,0.030213443351683855,-0.8353699642772231,-0.01573796382036352,-0.147677793904209,005090
36,POSCO,2016,Q2,철강_소재,0.005529070634381572,0.05338315645739189,0.007678374510661001,0.005908126477857767,0.042044402472007913,-0.2956156846640766,0.029898840857385922,0.1747705008917156,005490
36,무림P&P,2016,Q2,철강_소재,-0.032944827815950505,0.05338315645739189,-0.011655180371084706,-0.009894413496836174,-0.09930679049453595,-1.6175362875241746,0.0032689954817932687,0.005294521476865502,009580
36,고려아연,2016,Q2,철강_소재,-0.029652466095142778,0.05338315645739189,-0.23461423868441367,0.026510558840313392,0.05310817570017745,-0.10784661099902304,0.00589869523376052,-0.020843817070232168,010130
36,풍산,2016,Q2,철강_소재,-0.027318199054993386,0.05338315645739189,0.0033889753907359044,0.06614547402432591,0.18566431346622814,0.933711662498032,0.02984925929507387,0.2132917536959414,103140
36,한국철강,2016,Q2,철강_소재,-0.055623863828548066,0.05338315645739189,0.22451704366474523,0.17089995520024637,0.2723671622635502,1.068876729975107,0.14050920321865212,-0.11341524564166075,104700
