,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,Relative Return,Label,Code
0,480,조선내화,철강_소재,2025,Q2,-0.3247039175815939,0.015156824167495975,0.002775343564044741,0.037174293431332606,-0.05913727233464172,0.03270730321368909,-0.006999987047796585,-0.0049892608313463205,-0.5670559902696128,-0.9988025832341246,-1.8498994076092634,-1.639898241986676,0.0,0.09311769776233847,-0.03660744169047303,0.047557177658022365,-0.027942221169784176,0.035033265560834304,-0.15000000000000002,-0.10297221245163568,-1.201209853408449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26209384428896926,-0.26209384428896926,000480
1,480,조선내화,철강_소재,2025,Q1,0.9439974107790543,-0.07763206586436633,-0.05962806721031433,0.034415019112523204,-0.8519237005930422,-0.1903578288671144,0.019332200109229536,-0.0185180312857276,3.5762021746194366,-1.9957947085240382,-1.6532691372988977,-2.24559688673933,0.0,0.03005041948296472,0.037629254856677674,-0.07669212801374647,-0.04532609924268127,-0.008673722441713383,0.2048192771084334,0.016082916368834965,0.3334745762711866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012667066272910314,-0.26209384428896926,000480
2,480,조선내화,철강_소재,2024,Q4,0.3781055385782164,-0.009091500325082102,-0.004160734783533182,-0.13021099413462567,0.01869253517014302,-0.09672797954608214,0.02356820219665412,0.029000267932510537,-0.20777861082999127,1.8251417315489005,1.8370307206714722,-0.08971661161053623,0.0,0.007965999409355273,0.032773177352413585,0.04107281147273634,-0.03637947935954711,0.022207725701269165,0.27692307692307727,-0.0655032772512838,-0.2998813358196305,-0.014359769432062852,-0.00877192982456143,12.461122432216916,0.14839775355137097,-0.06465578092796964,-0.06466192330066656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15715534465534467,0.012667066272910314,000480
3,480,조선내화,철강_소재,2024,Q3,-0.3426337756265676,-0.0969799322364332,-0.10125688132132049,-0.3690429160699702,0.09719131678088377,-0.3023840777216955,-0.03606813228289352,0.0022583921565824117,-0.7958279457918038,-1.2106902084950546,-2.337591745798588,-2.230883165191921,0.0,-0.009523107015406373,-0.011538677997511404,-0.001811622634244725,-0.11983510689291532,-0.0051857654838392,-0.2696629213483147,-0.05674568795778523,-0.33225797322919326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08784612279377998,-0.15715534465534467,000480
4,480,조선내화,철강_소재,2024,Q2,-0.22186332194334846,0.011264174950705641,0.006016664577044528,0.008545122596048893,0.05614579852403856,0.015086146370771214,-0.008217002768979631,0.0014117044960986203,1.9151439177056715,18.007641061515848,-0.40368143412578184,-0.044285906915976225,0.0,0.013806263618664438,0.030762850791552276,0.04194592186420354,0.02546205269366908,0.05808429975732232,-0.101010101010101,0.01979840167061564,-0.372199619805639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00897636853708058,0.08784612279377998,000480
5,480,조선내화,철강_소재,2024,Q1,-0.016511541856987777,-0.021415858983619196,-0.0213060049504199,-0.10719380296077008,2.470120779135426,-0.005717341985402524,-0.016812430830184244,-0.029035405139045567,-1.024776169445625,-1.0231734479884023,-1.1831940695346221,-6.680670749998671,0.0,-0.025808780059721648,0.006272868624748851,-0.06637393544250225,-0.12136131985833976,0.023680694141577696,0.28571428571428603,-0.008599753155233536,-0.35633748055987535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012792231628196346,-0.00897636853708058,000480
6,480,조선내화,철강_소재,2023,Q4,-0.17638316209377092,0.12213168929321894,0.1130949779414896,-0.1459883223398738,-0.6070344020922904,-0.18369681516622438,0.00010999641630404788,0.35788953969126136,-61.551482707686475,8.235781344853324,3.7334581338633495,-0.7374440889138907,0.6660426326225717,0.03288666240551885,0.0065457565880464585,0.044348338917016505,0.00757180156657955,0.05902989272759007,0.10000000000000009,-0.03388722209400741,-0.13710863108453486,7.681107031288784,-0.09523809523809523,0.07396224939613494,0.0739120151371806,14.452819118616357,0.3183137476992781,9.0,10.7226225,10.7226225,6.0424225,11.8926725,2.1710579868101494,-0.17219387755102034,-0.2506881593744979,-0.0012792231628196346,000480
7,480,조선내화,철강_소재,2023,Q3,-0.9267634490656288,0.054763968572571375,-0.24965914031097247,-0.4363577508019344,-0.1967934772620079,-0.4222642492120827,-0.005330906815099179,-0.004299589968652984,0.0,-0.44388350110822306,59.99347640418871,-0.758340822807639,-0.29637919999999995,0.009601043671432219,-0.0021566395604083466,0.006400632147112617,0.11207897793263655,0.001535787938867772,-0.14634146341463417,0.106533304958502,0.038350409836065635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20592868253686974,-0.2506881593744979,000480
8,480,조선내화,철강_소재,2023,Q2,0.6058211635888033,-0.16263129821144584,-0.016687134754544086,0.2766390654312576,0.7872541419431884,0.2984630361073426,-0.021716290280187622,-0.26892021884026973,-1.0,-1.3738715376465342,-1.0074468658632325,-2.597887684639508,0.0,0.0006212444636284342,0.031973087460080984,0.053659842425016535,0.0022310602386272915,0.03581912791841346,-0.14583333333333348,-0.03519218134034163,0.14383489399603877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03633551787553052,-0.20592868253686974,000480
9,480,조선내화,철강_소재,2023,Q1,-0.03707116297506263,-0.05403856715841404,-0.0508622769746202,0.29475102521724983,-0.8827694882066867,-0.09414070085295922,0.008909039258360174,-0.013126194350429832,-0.009001172611143526,-2.974209658343927,-1.3006376883211392,-1.2889796876061372,0.0,-0.01632782511684827,-0.06294645789640896,-0.07694351182419135,-0.12061758935426237,-0.06497623491867566,0.24675324675324695,-0.08337411073888668,0.6997748959142613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015749537104405256,0.03633551787553052,000480
