,name,year,quarter,sector,Relative Return,GDP 변화율,부채총계 변화율,이익잉여금 변화율,매출액 변화율,법인세차감전 순이익 변화율,유동자산 변화율,Label,Code
15,조선내화,2021,Q3,철강_소재,0.06964212539081875,-0.001549533718890217,-0.026392602887017724,0.01057154540238181,0.051266782612152006,-0.8332733176566087,-0.1226849721192278,0.0209336765043754,000480
15,영풍,2021,Q3,철강_소재,0.06764714327261036,-0.001549533718890217,0.2266356891957726,-0.024098209214644895,-0.1294785685831069,-4.44721830406009,0.06088687756597455,0.0957603471202289,000670
15,동국제강,2021,Q3,철강_소재,-0.05809848383616125,-0.001549533718890217,0.04722050406593237,0.261980072055898,0.101340625955187,0.6093143534215519,0.1871126516456989,0.11470035316003085,001230
15,세아베스틸,2021,Q3,철강_소재,-0.21023237478733556,-0.001549533718890217,0.012481880663968159,0.030196093010528502,-0.051711256291709584,-0.36642160591983386,0.052021888830047214,-0.02562764370994096,001430
15,고려제강,2021,Q3,철강_소재,-0.03614379296018116,-0.001549533718890217,0.048844514841264175,0.01794497848282206,0.0019267293309033207,1.318638952818536,0.11274330749354311,-0.015250992563510757,002240
15,세아제강,2021,Q3,철강_소재,0.7001081532030333,-0.001549533718890217,0.9685348317098603,0.0013909361513366747,0.04264347724579065,0.49855586167136967,-0.6232677163115262,0.2013168598739069,003030
15,현대제철,2021,Q3,철강_소재,-0.11740833226314312,-0.001549533718890217,0.0028321192648903537,0.05011397420031449,0.05836996479456058,0.9200993656082881,0.0992152674187683,0.08310517311383303,004020
15,삼광글라스,2021,Q3,철강_소재,0.0647262238215777,-0.001549533718890217,0.01536720325252916,0.10713755782696444,0.08066153478723104,0.507298280524952,0.3475249411514707,0.22950841717505324,005090
15,POSCO,2021,Q3,철강_소재,-0.08879645095820535,-0.001549533718890217,0.232582076863882,0.03229180397285725,0.21960685225811094,0.35180844220470986,0.17973968972386434,0.08625098372107422,005490
15,무림P&P,2021,Q3,철강_소재,-0.11170766806853002,-0.001549533718890217,0.015748342300618612,0.007948189327138921,-0.049446315312045575,-0.7603855370285255,0.03255731956395236,0.23201563870701408,009580
15,고려아연,2021,Q3,철강_소재,0.024197738400345406,-0.001549533718890217,0.1352482830931414,0.03286161819919586,-0.06227241767022673,0.009363807309372252,0.07010502353208747,0.33704794280538275,010130
15,풍산,2021,Q3,철강_소재,-0.04943282950503166,-0.001549533718890217,0.04330710363240753,0.06646825393640032,-0.048728778226210245,-0.1934466420995421,0.0729730644785962,0.11916068271772974,103140
15,한국철강,2021,Q3,철강_소재,0.023378628699684968,-0.001549533718890217,0.045239615321748694,0.20132538147150325,0.03177917383870965,-0.09636896632835423,0.07106682986151891,0.11422150358059838,104700
