,Feature,Average_Importance
0,M_GDP 변화율,0.10825576071577717
1,F_부채총계 변화율,0.08280051695276557
2,F_이익잉여금 변화율,0.08264080760216798
3,F_매출액 변화율,0.07843242670019233
4,F_법인세차감전 순이익 변화율,0.06975750730811525
5,F_유동자산 변화율,0.06207402312468034
