F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,Relative Return
1.0,0.03211489183573416,0.134113951358967,0.151885446419122,0.016360640188521992,0.2751380213778573,0.03771465895391013,0.07284149774817172,0.06486871222071566,0.14815638678072482,0.03315824606805371,-0.015402643485148242,-0.015402643485148242,0.06184896994052781,0.015834495854958743,0.03314757242808388,0.0490405046081905,-0.00013926768589017294,0.046210953245530824,0.03761631806858043,0.011152680795313745,0.04761784255365852,0.004259390006395119,0.04305643845139271,0.04737979923935634,0.048474885587678804,-0.004404702089032864,0.04572060865600242,0.0006244228622001351,-0.0017703198326966564,-0.0008026833008583562,-0.006858902478350986,-0.0023965768552064452,-0.007910436940021843,0.048271645621131544,0.06286163220167336
0.03211489183573416,1.0,0.9517731847472728,0.10872869035411453,0.8568231332809915,0.7324909672646662,-0.33033643510826444,0.9438163642851993,-0.08652715474948272,-0.08534414254834483,-0.014571607259983356,-0.010926797765897327,-0.010926797765897327,0.8582962149649582,-0.01131266877130453,-0.02988691773999531,-0.008905994063335197,0.02564273860889872,-0.007401346238926731,-0.003991792619197732,-0.004703461702603756,-0.001965028249320534,0.19337530341477852,-0.15470577551391632,0.31760281531078677,-0.04800526691808769,0.1195595199836756,-0.01210766007644412,0.22904336695991429,0.17966763154260965,0.1739050794891199,-0.0009178407630052882,0.16429374531698338,0.07393671168194939,0.12423901695894757,-0.06444312570373464
0.134113951358967,0.9517731847472728,1.0,0.1529439778283985,0.8309438665106258,0.8407799732767088,-0.28263166516804666,0.9479676788736459,-0.07951280617878546,-0.06532747946718558,-0.030439703394439584,-0.011502292216796382,-0.011502292216796382,0.8681821464857155,-0.004989539808124791,-0.02056817333799552,0.004003797205364033,0.025117088680644266,0.009263494003632834,0.003562954815134882,0.007409444645704329,0.013229815844314869,0.19401785881094846,-0.1364404497866864,0.31098913363152875,-0.032593375162541405,0.12341109866190517,0.000920677423637203,0.22502436057221434,0.18033900325631913,0.17495441804394724,-0.0020407291187761662,0.16536675279799723,0.06879149386773302,0.12281588342243832,-0.036628325322716516
0.151885446419122,0.10872869035411453,0.1529439778283985,1.0,0.057232420472814745,0.24129662116961423,-0.07185534639569391,0.10741015543524216,-0.006353967569187325,0.013956092634002375,-0.005537465572857748,-0.01369146804928211,-0.01369146804928211,0.10442325189747774,-0.0031177711846860218,-0.014592258663172231,-0.00400292090970359,0.015019020467001893,-0.009566539629925723,0.007449079118377879,0.003546868806831718,-0.005915813037395809,0.006610794243625289,-0.0262409018065015,0.028579633535935185,-0.003712749324763441,0.0004087955713315024,-0.0021749388818980047,0.010529319105478566,0.005168648154640774,0.0051456941965180485,0.018178510800662573,0.00370840069862988,0.00823705457867311,0.003254411432930815,-0.03487307891353704
0.016360640188521992,0.8568231332809915,0.8309438665106258,0.057232420472814745,1.0,0.7337674200167412,-0.31470671676056017,0.7685970362152,-0.012805715313458508,-0.04416119942714808,0.0010318420570002652,-0.005065775880814688,-0.005065775880814688,0.7128055704076921,-0.03375578640889454,-0.023975971820355258,-0.0027143008299829654,-0.012563200177486899,-0.0022741029832350256,-0.017171491115779914,-0.007521268960330345,0.004376767327114781,0.12826575125136222,-0.1388707681214543,0.30404336646352176,-0.039923452950322305,0.04490095262626672,-0.03349997440781929,0.14656992550305112,0.09998631451189288,0.09931787210945846,-0.023321831609330632,0.08869074468769489,0.012497409168947602,0.14006435512659327,0.01964555166841238
0.2751380213778573,0.7324909672646662,0.8407799732767088,0.24129662116961423,0.7337674200167412,1.0,-0.29467487472722237,0.6827419033626637,-0.04597629628179385,-0.004614310114482979,-0.021303433721351676,-0.02546164369477347,-0.02546164369477347,0.6593089689173778,0.006265321014207682,-0.07962339953701011,-0.055230586540264956,-0.040254291164094534,-0.03924173493060716,-0.06352602084764267,-0.038566000939609935,-0.04261700702250933,0.08145209479404168,-0.1530962980041976,0.1969230730947713,-0.07587419263590812,0.02488840508936689,-0.058254871353083444,0.09999736449868495,0.06289137768576548,0.06059874232913804,0.06772139053931314,0.05220540454836263,0.04802467679905926,0.04618493553527948,0.02897975912899318
0.03771465895391013,-0.33033643510826444,-0.28263166516804666,-0.07185534639569391,-0.31470671676056017,-0.29467487472722237,1.0,-0.20139962870559314,0.07536900482360115,0.07520905827049011,0.0041329576620324805,0.007051751975199027,0.007051751975199027,-0.31310120775604794,0.0029018258853353834,0.04858193551594542,0.016927419948742445,0.005934675634003646,0.05025024846410328,-0.014904315633419407,0.020698698204204016,0.015439712957533656,-0.05698018157128157,0.21436762251433383,-0.1347963721125482,0.02913098092715761,-0.025798876305866154,0.01659411038583501,-0.07162660113422151,-0.05056774206259112,-0.04698488684608383,-0.10234331995932844,-0.044465952948788426,-0.06035072963293296,-0.04259562966997701,-0.0004146009211583028
0.07284149774817172,0.9438163642851993,0.9479676788736459,0.10741015543524216,0.7685970362152,0.6827419033626637,-0.20139962870559314,1.0,-0.11911987591425852,-0.08869780589771123,-0.022428264021459674,-0.006775558728065745,-0.006775558728065745,0.8794961898851802,-0.0075588198366155525,0.016018262362984814,0.03655670831662087,0.053477645537301124,0.03678527078898355,0.03857209260650348,0.028494611578334827,0.04369422864020794,0.28522933609347534,-0.08665439901036606,0.3222452990467896,-0.0027548363940407858,0.22509721761528712,0.04443951418998473,0.32480802917895335,0.2825513578309627,0.2753183681217667,-0.01120672939857104,0.2678443773993333,0.08830920332274801,0.13485661809371985,-0.059984157009882896
0.06486871222071566,-0.08652715474948272,-0.07951280617878546,-0.006353967569187325,-0.012805715313458508,-0.04597629628179385,0.07536900482360115,-0.11911987591425852,1.0,0.6128970336042755,0.1304652529920877,0.09076399069111911,0.09076399069111911,-0.17452889580112488,0.009047071596990308,-0.007317209460317925,-0.006064141098054942,0.0003149629845784235,-0.023703586717569,-0.03024540163645683,0.009261614542002866,-0.004577477214661811,-0.08572080039967406,-0.0017080031807031927,0.0035431430212695,0.006924304637128444,-0.17251559983700887,-0.3550342870798109,-0.26391768257934306,-0.1958330768621734,-0.13097978956215567,-0.0016299663898958028,-0.1392214379976106,-0.964532637532623,0.005521645780582784,0.07697920629587997
0.14815638678072482,-0.08534414254834483,-0.06532747946718558,0.013956092634002375,-0.04416119942714808,-0.004614310114482979,0.07520905827049011,-0.08869780589771123,0.6128970336042755,1.0,0.08590312078733264,0.04499989198861833,0.04499989198861833,-0.09269426216943488,-0.0008557385589314498,-0.0023303373796341445,-0.001245022135849203,0.006439960529481209,-0.013825958227829744,-0.012177853805587325,0.0014821189572249529,-0.007109677419287557,0.06298655848276005,-0.0022462818612124513,-0.003261111577211803,0.01609680515900936,0.02488962508513629,-0.20881629578868768,-0.054520545388907285,0.0032327136021975357,0.04472525456009736,0.009240057405512763,0.0423562086362793,-0.6599297380084125,-0.00014472084805621082,-0.015363273362388399
