,name,year,quarter,sector,Relative Return,유동부채 변화율,법인세차감전 순이익 변화율,매출액 변화율,소비자물가지수 변화율,실업률 변화율,수출액 변화율,Label,Code
29,조선내화,2017,Q3,철강_소재,-0.11991074077387812,0.21358645192678782,0.592759384713669,0.10118074629552942,0.15372330132051748,0.018181818181818077,0.03424542911228312,0.017869906518189704,000480
29,영풍,2017,Q3,철강_소재,-0.27665695512988575,0.3211553585912361,1.4724418512650677,0.009971654191093249,0.15372330132051748,0.018181818181818077,0.03424542911228312,-0.05246661892109041,000670
29,동국제강,2017,Q3,철강_소재,-0.28486405848185525,0.06525452303168233,-33.732706142778085,-0.0321038748711544,0.15372330132051748,0.018181818181818077,0.03424542911228312,-0.0005269813131925025,001230
29,세아베스틸,2017,Q3,철강_소재,-0.17756082215131305,0.00583490324386382,-0.34298229091315924,-0.05710961859307273,0.15372330132051748,0.018181818181818077,0.03424542911228312,-0.10925485369160348,001430
29,고려제강,2017,Q3,철강_소재,-0.15310665999786077,-0.13995378842504558,-0.41597174707281803,-0.02743747697611343,0.15372330132051748,0.018181818181818077,0.03424542911228312,-0.002723470692834566,002240
29,세아제강,2017,Q3,철강_소재,-0.16512877437760978,-0.12185090516306119,1.469953622513744,-0.15371841587176716,0.15372330132051748,0.018181818181818077,0.03424542911228312,-0.01768133366025288,003030
29,현대제철,2017,Q3,철강_소재,-0.12824034758113034,-0.075913162042197,0.19926371037227253,0.00223482019933563,0.15372330132051748,0.018181818181818077,0.03424542911228312,-0.05167098592746001,004020
29,삼광글라스,2017,Q3,철강_소재,-0.17576587902238744,-0.0016600565471520667,-0.8513838165757399,0.14718049024882562,0.15372330132051748,0.018181818181818077,0.03424542911228312,0.1914579202423202,005090
29,POSCO,2017,Q3,철강_소재,-0.10244012501573532,0.027888833332910368,0.41203903306148626,0.016916851399483068,0.15372330132051748,0.018181818181818077,0.03424542911228312,0.08341217757263861,005490
29,무림P&P,2017,Q3,철강_소재,-0.08935837027462207,0.023643605307040128,2.483032843558923,0.009250878372501603,0.15372330132051748,0.018181818181818077,0.03424542911228312,0.5399634807658368,009580
29,고려아연,2017,Q3,철강_소재,-0.04154077740391476,0.21613479188377016,-0.26453143334690854,-0.03322537326208286,0.15372330132051748,0.018181818181818077,0.03424542911228312,-0.01724401903186206,010130
29,풍산,2017,Q3,철강_소재,-0.21758390094703828,0.2111555332994144,-0.3016620050060759,-0.032309647922649454,0.15372330132051748,0.018181818181818077,0.03424542911228312,-0.11710753599660606,103140
29,한국철강,2017,Q3,철강_소재,-0.23449774774617646,0.11055088171320526,-0.6403611185786112,0.01031830332469319,0.15372330132051748,0.018181818181818077,0.03424542911228312,0.011178623263612596,104700
