,name,year,quarter,sector,Relative Return,이익잉여금 변화율,매출액 변화율,부채총계 변화율,유동부채 변화율,유동자산 변화율,Label,Code
10,조선내화,2022,Q2,철강_소재,0.0106567373303834,0.03162022344809268,0.014276027974252203,0.0659440581629811,0.10313309983694707,-0.027155860927306152,0.0007924334269140132,000480
10,영풍,2022,Q2,철강_소재,-0.0521362441005687,0.00494612295622221,0.24917427425803074,-0.09826135530083813,-0.1400350222070209,-0.09163862649213894,0.29243453105298334,000670
10,동국제강,2022,Q2,철강_소재,-0.15877711467885566,0.053176349932853695,0.08558858085986665,0.01612049146405048,0.0249340963679463,0.14748868348829403,-0.12025716539876316,001230
10,세아베스틸,2022,Q2,철강_소재,0.03271181775853575,-0.06736778900573648,-0.9980958200082215,-0.7486104589956522,-0.7808131777301682,-0.9882052636649443,0.10859857971196203,001430
10,고려제강,2022,Q2,철강_소재,-0.16455363727837946,0.01009503734190087,0.07264133659083005,-0.027637233645164017,-0.04754864853003993,0.01066493566184179,-0.11527759164887477,002240
10,세아제강,2022,Q2,철강_소재,0.3254150022654639,0.0014438648254975206,-0.8585160428707439,-0.13527344401904717,-0.25487336662534976,-0.5291974772633765,-0.2145597434463611,003030
10,현대제철,2022,Q2,철강_소재,-0.08849662852481424,0.04527905730002679,0.07558714551363988,-0.008660559507734922,0.03608934311721157,0.08609700089711292,-0.07399040146856845,004020
10,삼광글라스,2022,Q2,철강_소재,-0.15573509777603706,-0.0908753255242235,-0.09051291800085604,-0.03172591553247783,-0.010864332933140486,-0.11024040036960991,-0.14135042371594314,005090
10,POSCO,2022,Q2,철강_소재,-0.029633555818901168,-0.0025851864948769343,-0.18646017162870565,-0.24871883875816114,-0.8013698322742302,-0.30891854079087366,0.11231796104045152,005490
10,무림P&P,2022,Q2,철강_소재,0.06385230836063832,-0.009096939043676922,0.033131817916941975,0.02534966449311571,0.01429170967045379,-0.004313048189304669,-0.040561255162158555,009580
10,고려아연,2022,Q2,철강_소재,0.11730431343236347,0.035520752926667454,0.1294487187008897,0.10494715255628462,0.1285163963436251,-0.00020590524302221969,0.08485366462579058,010130
10,풍산,2022,Q2,철강_소재,-0.014954835966665171,0.06261196615172704,0.13668190313503814,0.15572466783032657,0.13040177289062949,0.17894876882559796,0.09121509174023877,103140
10,한국철강,2022,Q2,철강_소재,-0.11535558103560725,0.03350113095245866,0.20165738920792897,-0.08005380120169259,-0.09546566383939936,-0.010207681282964676,-0.10753713642375409,104700
