,name,year,quarter,sector,Relative Return,GDP 변화율,부채총계 변화율,이익잉여금 변화율,매출액 변화율,법인세차감전 순이익 변화율,유동자산 변화율,Label,Code
9,조선내화,2023,Q1,철강_소재,0.015749537104405256,-0.07694351182419135,-0.09414070085295922,0.008909039258360174,-0.009001172611143526,-1.3006376883211392,-0.03707116297506263,0.03633551787553052,000480
9,영풍,2023,Q1,철강_소재,-0.012159205310249731,-0.07694351182419135,0.11485875040803184,0.04194689292381737,-0.07662054891727643,-1.6616865226516435,0.09304450210501547,-0.008134293944047445,000670
9,동국제강,2023,Q1,철강_소재,-0.04278794865207019,-0.07694351182419135,0.04065093225563543,0.058012714921399366,-0.055101902947439774,122.62314326654231,0.07511664564897602,0.20365198402539958,001230
9,세아베스틸,2023,Q1,철강_소재,-0.03954515597458716,-0.07694351182419135,0.15242195915871015,0.005840820022078086,-0.30791722407055333,-0.1221568230761445,2.239767872895408,-0.01517141271331833,001430
9,고려제강,2023,Q1,철강_소재,-0.07851736220259833,-0.07694351182419135,0.05478255264024656,0.0056693784658230495,-0.14465949101103193,36.51452740282365,0.09908976607149111,0.16873803266046006,002240
9,세아제강,2023,Q1,철강_소재,0.05573137975148792,-0.07694351182419135,0.2577002736285281,0.03433322742626976,7.751471975872944,71.62036145654875,4.296959297798642,0.21341076251411584,003030
9,현대제철,2023,Q1,철강_소재,0.0104231824246023,-0.07694351182419135,-0.02699253827803727,0.009673225735137514,0.11908698135628315,-1.8552901791882697,-0.000824349760699894,-0.048063175218814744,004020
9,삼광글라스,2023,Q1,철강_소재,-0.06504874927653073,-0.07694351182419135,-0.06520914173179515,-0.08144915079026549,-0.11373883279054009,-0.754024031598815,-0.19311129512764658,-0.13947157458569162,005090
9,POSCO,2023,Q1,철강_소재,0.07473595298737287,-0.07694351182419135,0.06404549012077099,0.00844201762208141,0.2230875965865966,1.5571264488261822,0.08320077118828206,0.5378390778086102,005490
9,무림P&P,2023,Q1,철강_소재,-0.012832197133078512,-0.07694351182419135,-0.0483439897829403,-0.0037924361763430614,-0.07060981205126293,-0.08101394143093699,-0.06776622215792227,-0.11081407856917314,009580
9,고려아연,2023,Q1,철강_소재,-0.1141397933233177,-0.07694351182419135,-0.0607132793103774,-0.03407366421640101,-0.16149531820532315,0.09745773084119436,-0.10708933264981557,-0.022866832399521104,010130
9,풍산,2023,Q1,철강_소재,0.09078836903978893,-0.07694351182419135,-0.04088129241111549,0.023615010712588314,-0.10285343692656768,1.8333612981496956,-0.018059918549734322,-0.1827580104026475,103140
9,한국철강,2023,Q1,철강_소재,-0.05614982789840802,-0.07694351182419135,0.09760428184464542,0.013145798380427731,-0.15044497215915242,-0.5279866712753704,0.04431948324695845,-0.18370531086095038,104700
