,name,year,quarter,sector,Relative Return,GDP 변화율,부채총계 변화율,이익잉여금 변화율,매출액 변화율,법인세차감전 순이익 변화율,유동자산 변화율,Label,Code
30,조선내화,2017,Q4,철강_소재,0.014328859336553763,0.044392221530626275,-0.04557723451651319,-0.03240712164204507,-0.3173780088069069,-2.2307844154507523,-0.008646883777524206,0.005031510546119491,000480
30,영풍,2017,Q4,철강_소재,-0.16014713113232876,0.044392221530626275,-0.058757533884563284,0.002435228563165248,0.054214485282229496,0.6238902292399693,-0.06439633936502254,-0.02755000334376075,000670
30,동국제강,2017,Q4,철강_소재,-0.04343631214212041,0.044392221530626275,-0.05117072869042538,0.006352793246475752,-0.03453867881574213,9.186698053215881,-0.0408703270735582,0.08776384366769185,001230
30,세아베스틸,2017,Q4,철강_소재,-0.10062329377349408,0.044392221530626275,-0.20943749432758596,0.010930510885672762,-0.024682704292828705,-0.5978302708073445,-0.2065014170420102,0.05553319362687495,001430
30,고려제강,2017,Q4,철강_소재,0.03157706959447276,0.044392221530626275,-0.02941017813961888,-0.003339446843215632,0.029962330557362193,-0.5923676171178448,-0.038996024218481584,-0.01997427097608287,002240
30,세아제강,2017,Q4,철강_소재,-0.08249437113735411,0.044392221530626275,-0.057412475223023285,-0.04825119487297069,-0.05718581991106675,-1.9997069116876034,-0.09154783500615249,0.10013072101741091,003030
30,현대제철,2017,Q4,철강_소재,-0.0498366048289104,0.044392221530626275,0.01878701295539753,0.02129648500190462,0.021350120299514552,0.18185469799529685,0.03704577201487269,0.3402138495149612,004020
30,삼광글라스,2017,Q4,철강_소재,0.3465305159476592,0.044392221530626275,-0.03292215737735538,-0.11486751946117268,0.011680655479943569,29.87857729485094,-0.2563290244632762,-0.033373232376618975,005090
30,POSCO,2017,Q4,철강_소재,0.05377415979880338,0.044392221530626275,0.04195904588896204,0.0073185046297366,-0.021786604229348305,-0.22255938799388353,0.07729151567007952,0.13645240657106558,005490
30,무림P&P,2017,Q4,철강_소재,0.5325106775183719,0.044392221530626275,-0.007099230328169948,0.06781272213241074,0.0717813848360076,1.4875815087417346,0.0972644616346936,0.11432067015732855,009580
30,고려아연,2017,Q4,철강_소재,0.01641830215180303,0.044392221530626275,-0.14054865871931366,0.018192570372095096,0.031308199580105,-0.16618948838389525,-0.0055516809269471334,-0.051965645577934316,010130
30,풍산,2017,Q4,철강_소재,-0.10612812728584639,0.044392221530626275,0.0075878790553800535,-0.006374895405326209,0.29167902712237503,-0.09263638267549346,-0.020044570362744873,0.05518034244124562,103140
30,한국철강,2017,Q4,철강_소재,-0.014380545468468571,0.044392221530626275,-0.15819384066100062,-0.3903065498916751,0.049325053383809214,-12.756769142781083,0.022748414372167902,0.1848574580313291,104700
